Time[min];Temperature[°C];Reference Temperature[°C];Power[W];Power Heater[W];Power Coil[W];Observer state Temperature[°C];Observer state Power[W];Observer state Ambient temperature[°C]
0.02;20.0;25.0;0.0;0.0;0.0;15.0;0.0;22.0
0.19;20.0;25.0;2000.0;0.0;0.0;17.932632237870287;90.97019511649337;22.0
0.36;20.0;25.0;2000.0;0.0;0.0;19.30926188979937;189.68942001723818;22.0
0.52;20.3;25.0;2000.0;0.0;2000.0;19.914586750098657;281.88119661406927;22.0
0.69;20.6;25.0;2000.0;0.0;2000.0;20.28528960181614;360.00051676708625;22.0
0.86;21.0;25.0;2000.0;0.0;2000.0;20.651982521490734;442.99389387066776;22.0
1.02;21.3;25.0;1998.0;0.0;2000.0;21.004029947474987;523.6536000238642;22.0
1.19;21.6;25.0;1955.0;0.0;1999.6000000000013;21.331108169437396;600.6100526730038;22.0
1.36;21.9;25.0;1913.0;0.0;1999.6000000000013;21.6721827065013;672.8598356158055;22.0
1.52;22.2;25.0;1881.0;260.4000000000036;1652.5999999999965;21.972807414048038;741.918636911748;22.0
1.69;22.5;25.0;1390.0;260.4000000000036;1652.5999999999965;22.27676447238548;794.521940257889;22.0
1.86;22.7;25.0;972.0;1112.0;277.99999999999994;22.52811942726389;819.7331271973183;22.0
2.02;22.8;25.0;664.0;1112.0;277.99999999999994;22.75055141036763;829.4755971051462;22.0
2.19;23.0;25.0;433.0;523.2;130.8;22.939387106672914;825.397837596244;22.0
2.36;23.0;25.0;306.0;523.2;130.8;23.063777009407314;811.649937870461;22.0
2.52;23.1;25.0;311.0;244.79999999999998;61.199999999999996;23.152036951004494;796.0375602203408;22.0
2.69;23.1;25.0;305.0;244.79999999999998;61.199999999999996;23.198598974747906;780.678707689763;22.0
2.86;23.2;25.0;330.0;244.00000000000003;61.0;23.255015183939236;766.0919248473701;22.0
3.02;23.2;25.0;406.0;244.00000000000003;61.0;23.294138111715807;754.8942287089891;22.0
3.19;23.3;25.0;500.0;319.20000000000005;79.80000000000001;23.34359254017049;747.4950867609423;22.0
3.36;23.3;25.0;536.0;319.20000000000005;79.80000000000001;23.391351603125678;743.1406263335987;22.0
3.52;23.4;25.0;618.0;422.3999999999999;105.6;23.43466048146823;742.0670809194357;22.0
3.69;23.4;25.0;606.0;422.3999999999999;105.6;23.487772419414846;742.836262180092;22.0
3.86;23.6;25.0;517.0;484.80000000000007;121.2;23.53973499541133;743.469960786349;22.0
4.02;23.6;25.0;376.0;484.80000000000007;121.2;23.655014240437804;735.6585463326979;22.0
4.19;23.7;25.0;547.0;303.2;75.80000000000001;23.720959527937122;728.1975962536138;22.0
4.36;23.7;25.0;663.0;303.2;75.80000000000001;23.78098562952725;727.4074028925863;22.0
4.52;23.8;25.0;844.0;527.2;131.8;23.82000646367858;733.4654161008398;22.0
4.69;23.8;25.0;883.0;527.2;131.8;23.882057018006165;745.4451533398161;22.0
4.86;24.0;25.0;925.0;698.4000000000001;174.60000000000002;23.944234903858245;758.9934292583702;22.0
5.02;24.0;25.0;826.0;698.4000000000001;174.60000000000002;24.058418468841506;771.8642117494547;22.0
5.19;24.2;25.087;0.0;653.5999999999999;163.39999999999998;24.170312802474037;781.2962401407689;22.0
5.36;24.3;25.087;0.0;653.5999999999999;163.39999999999998;24.178403455892834;781.7437010815498;22.0
