Time[min];Temperature[°C];Power[W]
0.01;NaN;NaN
0.1;NaN;NaN
0.18;NaN;NaN
0.26;NaN;NaN
0.35;NaN;NaN
0.43;20.4;1500.0
0.51;20.4;1500.0
0.6;20.4;1500.0
0.68;20.4;1500.0
0.76;20.4;1500.0
0.85;20.4;1500.0
0.93;20.4;1500.0
1.01;63.6;1018.0769230769229
1.1;64.6;1029.6153846153845
1.18;65.1;1034.230769230769
1.27;65.4;1037.6923076923076
1.35;65.4;1037.6923076923076
1.43;65.4;1037.6923076923076
1.52;65.4;1037.6923076923076
1.6;65.4;1037.6923076923076
1.68;65.4;1037.6923076923076
1.77;65.4;1037.6923076923076
1.85;65.8;1043.4615384615383
1.93;65.7;1042.3076923076922
2.02;65.7;1042.3076923076922
2.1;65.7;1042.3076923076922
2.18;65.7;1042.3076923076922
2.27;65.7;1042.3076923076922
2.35;65.7;1042.3076923076922
2.43;65.7;1042.3076923076922
2.52;65.8;0.0
2.6;65.8;0.0
2.68;65.8;0.0
2.77;65.8;0.0
2.85;65.8;0.0
2.93;65.8;0.0
3.02;65.8;0.0
3.1;65.8;0.0
3.19;65.8;0.0
3.27;65.8;0.0
3.35;65.8;1043.4615384615383
3.44;65.9;1044.6153846153845
3.52;65.9;1044.6153846153845
3.6;65.9;1044.6153846153845
3.69;65.9;1044.6153846153845
3.77;65.9;1044.6153846153845
3.85;65.9;1044.6153846153845
3.94;65.9;1044.6153846153845
4.02;66.0;1045.7692307692307
4.1;66.0;1045.7692307692307
4.19;66.0;1045.7692307692307
4.27;66.0;1045.7692307692307
4.35;66.0;1045.7692307692307
4.44;66.0;1045.7692307692307
4.52;66.0;1045.7692307692307
4.6;66.0;1045.7692307692307
4.69;66.1;1046.9230769230767
4.77;66.2;1046.9230769230767
4.86;66.1;1046.9230769230767
4.94;66.1;1046.9230769230767
5.02;66.1;1046.9230769230767
5.11;66.1;1046.9230769230767
5.19;66.1;1046.9230769230767
5.27;66.1;1046.9230769230767
5.36;66.1;1046.9230769230767
5.44;66.3;1049.230769230769
5.52;66.3;1049.230769230769
5.61;66.3;1049.230769230769
5.69;66.3;1049.230769230769
5.77;66.3;1049.230769230769
5.86;66.3;1049.230769230769
5.94;66.3;1049.230769230769
6.02;66.3;1049.230769230769
6.11;69.0;1080.3846153846152
6.19;69.6;1087.3076923076922
6.27;70.2;1094.2307692307693
6.36;70.1;1093.0769230769229
6.44;70.1;1093.0769230769229
6.52;70.1;1093.0769230769229
6.61;70.1;1093.0769230769229
6.69;70.1;1093.0769230769229
6.78;70.1;1093.0769230769229
6.86;70.1;1093.0769230769229
6.94;70.1;1093.0769230769229
7.03;70.1;1093.0769230769229
7.11;70.1;1093.0769230769229
7.19;70.1;1093.0769230769229
7.28;70.1;1093.0769230769229
7.36;70.1;1093.0769230769229
7.44;70.1;1093.0769230769229
7.53;70.1;1093.0769230769229
7.61;70.3;1095.3846153846152
7.69;70.3;1095.3846153846152
7.78;70.3;1095.3846153846152
7.86;70.3;1095.3846153846152
7.94;70.3;1095.3846153846152
8.03;70.3;1095.3846153846152
8.11;70.3;1095.3846153846152
8.19;70.3;1095.3846153846152
8.28;70.3;1095.3846153846152
8.36;70.4;1096.5384615384614
8.45;70.4;1096.5384615384614
8.53;70.5;1097.6923076923076
8.61;70.5;1097.6923076923076
8.7;70.5;1097.6923076923076
8.78;70.5;1097.6923076923076
8.86;70.5;1097.6923076923076
8.95;70.5;1097.6923076923076
9.03;70.5;1097.6923076923076
9.11;70.6;1098.8461538461538
9.2;70.6;1098.8461538461538
9.28;70.6;1098.8461538461538
9.36;70.6;1098.8461538461538
9.45;70.6;1098.8461538461538
9.53;70.6;1098.8461538461538
9.61;70.6;1098.8461538461538
9.7;70.6;1098.8461538461538
9.78;70.8;1101.153846153846
9.86;70.8;1101.153846153846
9.95;70.8;1101.153846153846
10.03;70.8;1101.153846153846
10.11;70.8;1101.153846153846
10.2;70.8;1101.153846153846
10.28;70.8;1101.153846153846
10.37;70.8;1101.153846153846
10.45;70.8;1101.153846153846
10.53;71.1;1104.6153846153845
10.62;71.0;1103.4615384615383
10.7;71.1;1104.6153846153845
10.78;71.1;1104.6153846153845
10.87;71.1;1104.6153846153845
10.95;71.1;1104.6153846153845
11.03;71.1;1104.6153846153845
11.12;71.1;1104.6153846153845
11.2;71.3;1106.923076923077
11.28;71.3;1106.923076923077
11.37;71.3;1106.923076923077
11.45;71.3;1106.923076923077
11.53;71.3;1106.923076923077
11.62;71.3;1106.923076923077
11.7;71.3;1106.923076923077
11.78;71.3;1106.923076923077
11.87;71.3;1106.923076923077
11.95;71.5;1109.230769230769
12.04;71.5;1109.230769230769
12.12;71.6;1110.3846153846152
12.2;71.6;1110.3846153846152
12.29;71.6;1110.3846153846152
12.37;71.6;1110.3846153846152
12.45;71.6;1110.3846153846152
12.54;71.6;1110.3846153846152
12.62;71.6;1110.3846153846152
12.7;71.7;1111.5384615384614
12.79;71.8;1112.6923076923076
12.87;71.9;1112.6923076923076
12.95;71.9;1112.6923076923076
13.04;71.9;1112.6923076923076
13.12;71.9;1112.6923076923076
13.2;71.9;1112.6923076923076
13.29;71.9;1112.6923076923076
13.37;71.9;1112.6923076923076
13.45;72.0;1115.0
13.54;72.0;1115.0
13.62;72.1;1999.0
13.7;72.1;1999.0
13.79;72.1;1999.0
13.87;72.1;1999.0
13.96;72.1;1999.0
14.04;72.1;1999.0
14.12;72.6;1999.0
14.21;72.9;1999.0
14.29;73.0;1999.0
14.37;73.0;1999.0
14.46;73.0;1999.0
14.54;73.0;1999.0
14.62;73.0;1999.0
14.71;73.0;1999.0
14.79;73.0;1999.0
14.87;74.4;1999.0
14.96;74.6;1999.0
15.04;74.8;1999.0
15.12;74.8;1999.0
15.21;74.8;1999.0
15.29;74.8;1999.0
15.37;74.8;1999.0
15.46;74.8;1999.0
15.54;75.8;1999.0
15.63;76.0;1999.0
15.71;76.2;1999.0
15.79;76.4;1999.0
15.88;76.4;1999.0
15.96;76.4;1999.0
16.04;76.4;1999.0
16.13;76.4;1999.0
16.21;76.4;1999.0
16.29;76.4;1999.0
16.38;77.5;1999.0
16.46;77.7;1999.0
16.54;77.7;1999.0
16.63;77.7;1999.0
16.71;77.7;1999.0
16.79;77.7;1999.0
16.88;77.7;1999.0
16.96;77.7;1999.0
17.04;78.8;1999.0
17.13;78.9;1999.0
17.21;80.2;1999.0
17.3;80.2;1999.0
17.38;80.2;1999.0
17.46;80.2;1999.0
17.55;80.2;1999.0
17.63;80.2;1999.0
17.71;81.8;1999.0
17.8;81.8;1999.0
17.88;82.0;1999.0
17.96;82.1;1999.0
18.05;82.1;1999.0
18.13;82.1;1999.0
18.21;82.1;1999.0
18.3;82.1;1999.0
18.38;82.1;1999.0
18.46;83.0;1999.0
18.55;83.1;1999.0
18.63;83.2;1999.0
18.71;83.2;1999.0
18.8;83.2;1999.0
18.88;83.2;1999.0
18.96;83.2;1999.0
19.05;83.2;1999.0
19.13;83.2;1999.0
19.22;84.0;1999.0
19.3;84.2;1999.0
19.38;84.3;1999.0
19.47;84.3;1999.0
19.55;84.3;1999.0
19.63;84.3;1999.0
19.72;84.3;1999.0
19.8;84.3;1999.0
19.88;84.3;1999.0
19.97;85.2;1999.0
20.05;85.3;1999.0
20.13;85.4;1999.0
20.22;85.4;1999.0
20.3;85.4;1999.0
20.38;85.4;1999.0
20.47;85.4;1999.0
20.55;86.0;1999.0
20.63;86.1;1999.0
20.72;86.3;1999.0
20.8;86.4;1999.0
20.88;86.4;1999.0
20.97;86.4;1999.0
21.05;86.4;1999.0
21.13;86.4;1999.0
21.22;86.4;1999.0
21.3;86.4;1999.0
21.38;87.3;1999.0
21.47;87.4;1999.0
21.55;87.4;1999.0
21.63;87.4;1999.0
21.72;87.4;1999.0
