Time[min];Temperature[°C];Power[W]
0.01;NaN;NaN
0.1;NaN;1500
0.18;NaN;1500
0.26;NaN;1500
0.35;NaN;1500
0.43;26.0;1500
0.51;26.1;1500
0.6;26.1;1500
0.68;26.1;1500
0.76;26.1;1500
0.85;26.1;1500
0.93;26.1;1500
1.01;26.6;1500
1.1;26.6;1500
1.18;26.7;1500
1.26;26.7;1500
1.35;26.7;1500
1.43;26.7;1500
1.51;26.7;1500
1.6;26.7;1500
1.68;27.2;1500
1.76;27.4;1500
1.85;27.4;1500
1.93;27.4;1500
2.01;27.4;1500
2.1;27.4;1500
2.18;27.4;1500
2.26;27.4;1500
2.35;27.4;1500
2.43;28.1;1500
2.51;28.2;1500
2.6;28.2;1500
2.68;28.2;1500
2.76;28.2;1500
2.85;28.2;1500
2.93;28.2;1500
3.01;28.2;1500
3.1;28.2;1500
3.18;29.1;1500
3.26;29.2;1500
3.35;29.2;1500
3.43;29.2;1500
3.51;29.2;1500
3.6;29.2;1500
3.68;29.2;1500
3.76;29.8;1500
3.85;29.9;1500
3.93;30.0;1500
4.01;30.0;1500
4.1;30.0;1500
4.18;30.0;1500
4.26;30.0;1500
4.35;30.0;1500
4.43;30.0;1500
4.52;30.7;1500
4.6;30.9;1500
4.68;30.9;1500
4.77;30.9;1500
4.85;30.9;1500
4.93;30.9;1500
5.02;30.9;1500
5.1;30.9;1500
5.18;30.9;1500
5.27;31.7;1500
5.35;31.8;1500
5.43;31.8;1500
5.52;31.8;1500
5.6;31.8;1500
5.68;31.8;1500
5.77;31.8;1500
5.85;31.8;1500
5.93;32.5;1500
6.02;32.6;1500
6.1;32.6;1500
6.18;32.6;1500
6.27;32.6;1500
6.35;32.6;1500
6.43;32.6;664.9999999999997
6.52;32.6;667.3076923076919
6.6;33.2;667.3076923076919
6.68;33.3;668.4615384615381
6.77;33.3;669.6153846153843
6.85;33.3;670.7692307692305
6.93;33.3;503.9230769230767
7.02;33.3;504.57692307692275
7.1;33.3;505.23076923076883
7.18;33.3;506.5384615384612
7.27;33.3;507.1923076923074
7.35;34.2;507.8461538461536
7.43;34.3;508.49999999999966
7.52;34.3;509.15384615384573
7.6;34.3;509.8076923076919
7.68;34.3;511.1153846153843
7.77;34.3;511.1153846153843
7.85;34.3;511.7692307692305
7.93;34.9;512.4230769230766
8.02;35.0;513.0769230769228
8.1;35.2;514.384615384615
8.18;35.2;514.384615384615
8.27;35.2;515.6923076923074
8.35;35.2;516.3461538461536
8.43;35.2;516.9999999999998
8.52;35.2;517.6538461538458
8.6;35.2;518.3076923076919
8.68;35.9;518.9615384615381
8.77;36.1;519.6153846153843
8.85;36.1;520.2692307692305
8.93;36.1;521.5769230769226
9.02;36.1;522.2307692307688
9.1;36.1;522.884615384615
9.18;36.1;523.5384615384612
9.27;36.1;524.1923076923074
9.35;36.8;524.8461538461535
9.43;36.9;525.4999999999997
9.52;36.9;526.807692307692
9.6;36.9;527.4615384615381
9.68;36.9;528.1153846153843
9.77;36.9;528.7692307692305
9.85;36.9;529.4230769230767
9.93;36.9;530.7307692307689
10.02;37.7;530.7307692307689
10.1;37.8;530.7307692307689
10.18;37.9;0
10.27;37.9;0
10.35;37.9;0
10.43;37.9;0
10.52;37.9;0
10.6;38.4;0
10.68;38.6;0
10.77;38.7;0
10.85;38.8;0
10.93;38.8;0
11.02;38.8;0
11.1;38.8;0
11.18;38.8;0
11.27;38.8;0
11.35;39.5;0
11.43;39.6;0
11.52;39.7;0
11.6;39.7;0
11.68;39.7;0
11.77;39.7;0
11.85;39.7;0
11.94;39.7;0
12.02;39.5;0
12.1;39.4;0
12.19;39.4;0
12.27;39.5;0
12.35;39.5;0
12.44;39.5;0
12.52;39.5;0
12.6;39.5;0
12.69;39.5;0
12.77;40.3;0
12.85;40.4;0
12.94;40.4;0
13.02;40.4;0
13.1;40.4;0
13.19;40.4;0
13.27;40.4;0
13.35;40.4;0
13.44;40.4;0
13.52;41.2;0
13.6;41.3;0
13.69;41.3;0
13.77;41.3;0
13.85;41.3;0
13.94;41.3;0
14.02;41.3;0
14.1;41.3;0
14.19;42.2;0
14.27;42.3;0
14.35;42.4;0
14.44;42.4;0
14.52;42.4;0
14.6;42.4;0
14.69;42.4;0
14.77;42.4;0
14.85;42.9;0
14.94;43.0;0
15.02;43.1;0
15.1;43.1;0
15.19;43.1;0
15.27;43.1;0
15.35;43.1;0
15.44;43.1;0
15.52;43.1;0
15.6;43.7;0
15.69;43.7;0
15.77;43.7;0
15.85;43.7;0
15.94;43.7;0
16.02;43.7;0
16.1;43.7;0
16.19;43.7;0
16.27;44.4;0
16.35;44.5;0
16.44;44.5;0
16.52;44.5;0
16.6;44.5;0
16.69;44.5;0
16.77;44.5;0
16.85;44.5;0
16.94;44.9;0
17.02;45.0;0
17.1;45.1;0
17.19;45.1;0
17.27;45.1;0
17.35;45.1;0
17.44;45.1;0
17.52;45.1;0
17.6;45.1;0
17.69;45.5;0
17.77;45.7;0
17.85;45.7;0
17.94;45.7;0
18.02;45.7;0
18.1;45.7;0
18.19;45.7;0
18.27;46.1;0
18.35;46.2;0
18.44;46.2;0
18.52;46.3;0
18.61;46.3;0
