Time[min];Temperature[°C];Reference Temperature[°C];Power[W];Power Heater[W];Power Coil[W];Observer state Temperature[°C];Observer state Power[W];Observer state Ambient temperature[°C]
0.02;17.0;25.0;0.0;0.0;0.0;15.0;0.0;22.0
0.19;16.4;25.0;0.0;0.0;0.0;15.0;0.0;22.0
0.36;16.4;25.0;2000.0;0.0;0.0;15.906392147281895;91.56524475453577;22.0
0.52;16.4;25.0;2000.0;0.0;2000.0;16.231177814929584;176.00659578580482;22.0
0.69;16.5;25.0;2000.0;0.0;2000.0;16.373161495766865;266.4263842572449;22.0
0.86;16.8;25.0;2000.0;0.0;2000.0;16.592542347520506;352.73052835821284;22.0
1.02;17.1;25.0;2000.0;0.0;2000.0;16.874881553600254;436.50726530879433;22.0
1.19;17.5;25.0;2000.0;0.0;2000.0;17.252715323426138;516.6066216602208;22.0
1.36;17.9;25.0;2000.0;0.0;2000.0;17.63204012096732;594.0982538981294;22.0
1.52;18.3;25.0;2000.0;0.0;2000.0;17.99238197381128;661.7710453138658;22.0
1.69;18.7;25.0;2000.0;0.0;2000.0;18.356198503115596;734.025734651855;22.0
1.86;19.0;25.0;2000.0;0.0;2000.0;18.766311842578553;804.1099876794237;22.0
2.02;19.5;25.0;2000.0;0.0;2000.0;19.14262689237782;869.4370458062436;22.0
2.19;19.8;25.0;2000.0;0.0;2000.0;19.554520839294184;934.6406502632299;22.0
2.36;20.2;25.0;2000.0;0.0;2000.0;19.9625073036364;996.2454185637943;22.0
2.52;20.6;25.0;1982.0;0.0;2000.0;20.321247163527858;1049.043051690967;22.0
2.69;21.0;25.0;1962.0;0.0;2000.0;20.709198558552597;1104.4015525112245;22.0
2.86;21.4;25.0;1940.0;164.40000000000182;1778.5999999999983;21.11782891596472;1157.3221504125825;22.0
3.02;21.6;25.0;1539.0;164.40000000000182;1778.5999999999983;21.474308357492536;1201.5947437482312;22.0
3.19;22.0;25.0;1138.0;1231.2;307.79999999999995;21.796233536615215;1223.6418103272927;22.0
3.36;22.2;25.0;751.0;1231.2;307.79999999999995;22.115716314420066;1225.319974083751;22.0
3.52;22.3;25.0;578.0;600.8000000000001;150.20000000000002;22.317173576259528;1210.8995549627052;22.0
3.69;22.4;25.0;519.0;600.8000000000001;150.20000000000002;22.473389293228593;1191.3048565347167;22.0
3.86;22.5;25.0;564.0;415.2;103.8;22.574722571478308;1171.3641955657647;22.0
4.02;22.6;25.0;611.0;415.2;103.8;22.656594080849963;1154.0132992273227;22.0
4.19;22.6;25.0;678.0;480.8;120.2;22.737486489967026;1139.4252910804128;22.0
4.36;22.6;25.0;862.0;480.8;120.2;22.76297168737353;1130.9065318034002;22.0
4.52;22.6;25.0;1028.0;678.4000000000001;169.60000000000002;22.77281297393021;1130.1859984173657;22.0
4.69;22.7;25.0;1112.0;678.4000000000001;169.60000000000002;22.81675134256084;1136.2869203891692;22.0
4.86;22.8;25.0;1168.0;877.5999999999999;219.39999999999998;22.857927701632754;1145.6251123091724;22.0
5.02;22.8;25.0;1213.0;877.5999999999999;219.39999999999998;22.913137487101416;1156.9465986114267;22.0
5.19;22.8;25.0;1247.0;956.0;239.00000000000003;22.969286436793478;1170.0225937704015;22.0
5.36;22.9;25.0972;1230.0;956.0;239.00000000000003;23.030626171759543;1183.5466386040462;22.0
5.52;23.0;25.1974;1301.0;968.8000000000001;242.20000000000002;23.067870686927083;1197.0820699894768;22.0
5.69;23.1;25.297;1302.0;968.8000000000001;242.20000000000002;23.15874948785419;1212.3966395431348;22.0
5.86;23.1;25.3972;1259.0;1025.6000000000001;256.4000000000001;23.245298542923198;1225.434575332084;22.0
6.02;23.2;25.4974;1233.0;1025.6000000000001;256.4000000000001;23.332270894353602;1235.902531360819;22.0
6.19;23.3;25.597;1226.0;972.8;243.2;23.414672878427382;1246.4139994505822;22.0
6.36;23.4;25.6972;1255.0;972.8;243.2;23.477545783485567;1255.9866855589132;22.0
6.52;23.5;25.7974;1189.0;988.8000000000001;247.20000000000002;23.597925282365054;1266.1140286987732;22.0
6.69;23.6;25.8976;1174.0;988.8000000000001;247.20000000000002;23.693557121528432;1272.9649854223248;22.0
6.86;23.7;25.9972;1140.0;926.4000000000001;231.59999999999997;23.80368398719407;1279.1146264524568;22.0
7.02;23.8;26.0974;1105.0;926.4000000000001;231.59999999999997;23.91937314228763;1283.1540458009106;22.0
7.19;23.9;26.1976;1162.0;871.1999999999999;217.79999999999998;23.98279380581038;1286.014536896644;22.0
7.36;24.0;26.2972;1121.0;871.1999999999999;217.79999999999998;24.099657209377487;1290.5061178079081;22.0
7.52;24.1;26.3974;1171.0;884.0000000000001;221.0;24.166401603043692;1293.592307757128;22.0
7.69;24.2;26.4976;1088.0;884.0000000000001;221.0;24.274582099150635;1298.30761885189;22.0
7.86;24.3;26.5978;1071.0;904.8;226.20000000000002;24.363633584849172;1301.8019590004778;22.0
8.02;24.4;26.6974;1063.0;904.8;226.20000000000002;24.474461281545032;1305.006539522239;22.0
