Time[min];Temperature[°C];Reference Temperature[°C];Power[W];Power Heater[W];Power Coil[W];Observer state Temperature[°C];Observer state Power[W];Observer state Ambient temperature[°C]
0.02;17.0;25.0;0.0;0.0;0.0;15.0;0.0;22.0
0.19;87.4;25.0;0.0;0.0;0.0;15.0;0.0;22.0
0.36;86.4;25.0;0.0;0.0;0.0;15.0;0.0;22.0
0.52;85.4;25.0;0.0;0.0;0.0;15.0;0.0;22.0
0.69;84.7;25.0;0.0;0.0;0.0;15.0;0.0;22.0
0.86;84.2;25.0;0.0;0.0;0.0;15.0;0.0;22.0
1.02;83.8;25.0;0.0;0.0;0.0;15.0;0.0;22.0
1.19;83.3;25.0;0.0;0.0;0.0;15.0;0.0;22.0
1.36;82.8;25.0;0.0;0.0;0.0;15.0;0.0;22.0
1.52;82.3;25.0;0.0;0.0;0.0;15.0;0.0;22.0
1.69;81.9;25.0;0.0;0.0;0.0;15.0;0.0;22.0
1.86;81.7;25.0;0.0;0.0;0.0;15.0;0.0;22.0
2.02;80.8;25.0;0.0;0.0;0.0;15.0;0.0;22.0
2.19;81.0;25.0;0.0;0.0;0.0;15.0;0.0;22.0
2.36;81.7;25.0;0.0;0.0;0.0;15.0;0.0;22.0
2.52;81.2;25.0;0.0;0.0;0.0;15.0;0.0;22.0
2.69;80.2;25.0;0.0;0.0;0.0;15.0;0.0;22.0
2.86;78.9;25.0;0.0;0.0;0.0;15.0;0.0;22.0
3.02;77.6;25.0;0.0;0.0;0.0;15.0;0.0;22.0
3.19;76.0;25.0;0.0;0.0;0.0;15.0;0.0;22.0
3.36;75.0;25.0;0.0;0.0;0.0;15.0;0.0;22.0
3.52;74.2;25.0;0.0;0.0;0.0;15.0;0.0;22.0
3.69;73.2;25.0;0.0;0.0;0.0;15.0;0.0;22.0
3.86;72.2;25.0;0.0;0.0;0.0;15.0;0.0;22.0
4.02;71.2;25.0;0.0;0.0;0.0;15.0;0.0;22.0
4.19;72.1;25.0;0.0;0.0;0.0;15.0;0.0;22.0
4.36;72.4;25.0;0.0;0.0;0.0;15.0;0.0;22.0
4.52;71.6;25.0;0.0;0.0;0.0;15.0;0.0;22.0
4.69;71.2;25.0;0.0;0.0;0.0;15.0;0.0;22.0
4.86;70.5;25.0;0.0;0.0;0.0;15.0;0.0;22.0
5.02;70.2;25.0;0.0;0.0;0.0;15.0;0.0;22.0
5.19;69.7;25.0;0.0;0.0;0.0;15.0;0.0;22.0
5.36;69.4;25.0;0.0;0.0;0.0;15.0;0.0;22.0
5.52;69.0;25.0;0.0;0.0;0.0;15.0;0.0;22.0
5.69;68.6;25.0;0.0;0.0;0.0;15.0;0.0;22.0
5.86;67.9;25.0;0.0;0.0;0.0;15.0;0.0;22.0
6.02;67.3;25.0;0.0;0.0;0.0;15.0;0.0;22.0
6.19;66.7;25.0;0.0;0.0;0.0;15.0;0.0;22.0
6.36;66.2;25.0;0.0;0.0;0.0;15.0;0.0;22.0
6.52;65.5;25.0;0.0;0.0;0.0;15.0;0.0;22.0
6.69;64.9;25.0;0.0;0.0;0.0;15.0;0.0;22.0
6.86;65.3;25.0;0.0;0.0;0.0;15.0;0.0;22.0
7.02;62.3;25.0;0.0;0.0;0.0;15.0;0.0;22.0
7.19;61.2;25.0;0.0;0.0;0.0;15.0;0.0;22.0
7.36;61.1;25.0;0.0;0.0;0.0;15.0;0.0;22.0
7.52;60.5;25.0;0.0;0.0;0.0;15.0;0.0;22.0
7.69;60.3;25.0;0.0;0.0;0.0;15.0;0.0;22.0
7.86;60.2;25.0;0.0;0.0;0.0;15.0;0.0;22.0
8.02;59.9;25.0;0.0;0.0;0.0;15.0;0.0;22.0
8.19;59.3;25.0;0.0;0.0;0.0;15.0;0.0;22.0
8.36;58.5;25.0;0.0;0.0;0.0;15.0;0.0;22.0
8.52;58.1;25.0;0.0;0.0;0.0;15.0;0.0;22.0
8.69;57.8;25.0;0.0;0.0;0.0;15.0;0.0;22.0
8.86;57.5;25.0;0.0;0.0;0.0;15.0;0.0;22.0
9.03;57.0;25.0;0.0;0.0;0.0;15.0;0.0;22.0
9.19;56.7;25.0;0.0;0.0;0.0;15.0;0.0;22.0
9.36;56.3;25.0;0.0;0.0;0.0;15.0;0.0;22.0
9.53;55.4;25.0;0.0;0.0;0.0;15.0;0.0;22.0
9.69;54.7;25.0;0.0;0.0;0.0;15.0;0.0;22.0
9.86;54.1;25.0;0.0;0.0;0.0;15.0;0.0;22.0
10.03;53.6;25.0;0.0;0.0;0.0;15.0;0.0;22.0
10.19;52.1;25.0;0.0;0.0;0.0;15.0;0.0;22.0
10.36;52.1;25.0;0.0;0.0;0.0;15.0;0.0;22.0
10.53;52.0;25.0;0.0;0.0;0.0;15.0;0.0;22.0
10.69;51.3;25.0;0.0;0.0;0.0;15.0;0.0;22.0
10.86;51.2;25.0;0.0;0.0;0.0;15.0;0.0;22.0
11.03;51.3;25.0;0.0;0.0;0.0;15.0;0.0;22.0
11.19;51.3;25.0;0.0;0.0;0.0;15.0;0.0;22.0
11.36;51.2;25.0;0.0;0.0;0.0;15.0;0.0;22.0
11.53;50.5;25.0;0.0;0.0;0.0;15.0;0.0;22.0
11.69;49.9;25.0;0.0;0.0;0.0;15.0;0.0;22.0
11.86;49.5;25.0;0.0;0.0;0.0;15.0;0.0;22.0
12.03;49.2;25.0;0.0;0.0;0.0;15.0;0.0;22.0
12.19;49.7;25.0;0.0;0.0;0.0;15.0;0.0;22.0
12.36;49.3;25.0;0.0;0.0;0.0;15.0;0.0;22.0
12.53;48.5;25.0;0.0;0.0;0.0;15.0;0.0;22.0
12.69;48.1;25.0;0.0;0.0;0.0;15.0;0.0;22.0
12.86;48.2;25.0;0.0;0.0;0.0;15.0;0.0;22.0
13.03;47.9;25.0;0.0;0.0;0.0;15.0;0.0;22.0
13.19;47.7;25.0;0.0;0.0;0.0;15.0;0.0;22.0
13.36;47.4;25.0;0.0;0.0;0.0;15.0;0.0;22.0
13.53;47.3;25.0;0.0;0.0;0.0;15.0;0.0;22.0
13.69;46.7;25.0;0.0;0.0;0.0;15.0;0.0;22.0
13.86;46.4;25.0;0.0;0.0;0.0;15.0;0.0;22.0
14.03;46.3;25.0;0.0;0.0;0.0;15.0;0.0;22.0
14.19;42.4;25.0;0.0;0.0;0.0;15.0;0.0;22.0
14.36;38.6;25.0;0.0;0.0;0.0;15.0;0.0;22.0
14.53;35.9;25.0;0.0;0.0;0.0;15.0;0.0;22.0
14.69;34.3;25.0;0.0;0.0;0.0;15.0;0.0;22.0
14.86;33.0;25.0;0.0;0.0;0.0;15.0;0.0;22.0
15.03;32.0;25.0;0.0;0.0;0.0;15.0;0.0;22.0
15.19;31.3;25.0;0.0;0.0;0.0;15.0;0.0;22.0
