Time[min];Temperature[°C];Power[W]
0.01;NaN;0
0.1;NaN;1500
0.18;NaN;1500
0.26;NaN;1500
0.35;23.8;1500
0.43;23.8;1500
0.51;23.8;1500
0.6;23.8;1500
0.68;23.8;1500
0.76;23.8;1500
0.85;23.8;1500
0.93;23.8;1500
1.01;23.8;1500
1.1;23.8;1500
1.18;23.9;1500
1.26;23.9;1500
1.35;23.9;1500
1.43;23.9;1500
1.51;23.9;1500
1.6;23.9;1500
1.68;23.9;1500
1.76;23.8;1500
1.85;23.8;1500
1.93;23.8;1500
2.01;23.8;1500
2.1;23.8;1500
2.18;23.8;1500
2.26;23.8;1500
2.35;23.8;1500
2.43;23.8;1500
2.52;24.0;1500
2.6;24.0;1500
2.68;24.0;1500
2.77;24.0;1500
2.85;24.0;1500
2.93;24.0;1500
3.02;24.0;1500
3.1;24.2;1500
3.18;24.3;1500
3.27;24.3;1500
3.35;24.3;1500
3.43;24.3;1500
3.52;24.3;1500
3.6;24.3;1500
3.68;24.3;1500
3.77;24.3;1500
3.85;24.6;1500
3.93;24.7;1500
4.02;24.7;1500
4.1;24.7;1500
4.18;24.7;1500
4.27;24.7;1500
4.35;24.7;1500
4.43;24.7;1500
4.52;24.7;1500
4.6;25.1;1500
4.68;25.1;1500
4.77;25.1;1500
4.85;25.1;1500
4.93;25.1;1500
5.02;25.1;1500
5.1;25.1;1500
5.18;25.4;1500
5.27;25.5;1500
5.35;25.5;1500
5.43;25.6;1500
5.52;25.6;1500
5.6;25.6;1500
5.68;25.6;1500
