Time[min];Temperature[°C];Power[W]
0.01;NaN;NaN
0.1;36.516;705.5692307692304
0.18;36.555;706.0192307692305
0.26;36.594;706.4692307692305
0.35;36.636;706.9538461538459
0.43;36.675;707.4038461538457
0.51;36.718;707.8999999999997
0.6;36.756;708.3384615384612
0.68;36.795;708.7884615384612
0.76;36.836;709.2615384615381
0.85;36.875;709.7115384615381
0.93;36.914;710.1615384615382
1.01;36.956;710.6461538461535
1.1;36.994;711.0846153846151
1.18;36.986;0
1.26;36.969;25.396153846151662
1.35;36.954;49.22307692307561
1.43;36.941;69.87307692307263
1.51;36.927;92.11153846153877
1.6;36.919;104.81923076923533
1.68;36.911;117.52692307692058
1.77;36.901;133.4115384615328
1.85;36.894;144.5307692307715
1.93;36.89;150.88461538461416
2.02;36.884;160.41538461538374
2.1;36.876;173.1230769230803
2.18;36.874;176.29999999999598
2.27;36.871;181.06538461538076
2.35;36.868;185.83076923076555
2.43;36.866;189.00769230769254
2.52;36.864;192.18461538461952
2.6;36.86;198.53846153846212
2.68;36.859;200.12692307691998
2.77;36.857;203.3038461538469
2.85;36.856;204.89230769230477
2.93;36.855;206.4807692307739
3.02;36.852;211.24615384615868
3.1;36.853;209.65769230768956
3.18;36.853;209.65769230768956
3.27;36.852;211.24615384615868
3.35;36.85;214.42307692307435
3.44;36.85;214.42307692307435
3.52;36.851;212.83461538461654
3.6;36.849;216.01153846154347
3.69;36.848;217.60000000000133
3.77;36.848;217.60000000000133
3.85;36.849;216.01153846154347
3.94;36.85;214.42307692307435
4.02;36.849;216.01153846154347
4.1;36.847;219.18846153845914
4.19;36.846;220.77692307692826
4.27;36.846;220.77692307692826
4.35;36.847;219.18846153845914
4.44;36.848;217.60000000000133
4.52;36.847;219.18846153845914
4.6;36.847;219.18846153845914
4.69;36.845;222.36538461538612
4.77;36.844;223.95384615384393
4.85;36.845;222.36538461538612
4.94;36.846;220.77692307692826
5.02;36.846;220.77692307692826
5.11;36.844;223.95384615384393
5.19;36.844;223.95384615384393
5.27;36.846;220.77692307692826
5.36;36.845;222.36538461538612
5.44;36.846;220.77692307692826
5.52;36.846;220.77692307692826
5.61;36.847;219.18846153845914
5.69;36.847;219.18846153845914
5.77;36.846;220.77692307692826
5.86;36.847;219.18846153845914
5.94;36.846;220.77692307692826
6.02;36.846;220.77692307692826
6.11;36.846;220.77692307692826
6.19;36.847;219.18846153845914
6.27;36.847;219.18846153845914
6.36;36.848;217.60000000000133
6.44;36.847;219.18846153845914
6.52;36.848;217.60000000000133
6.61;36.847;219.18846153845914
6.69;36.847;219.18846153845914
6.78;36.846;220.77692307692826
6.86;36.846;220.77692307692826
6.94;36.847;219.18846153845914
7.03;36.847;219.18846153845914
7.11;36.849;216.01153846154347
7.19;36.849;216.01153846154347
7.28;36.849;216.01153846154347
7.36;36.849;216.01153846154347
7.44;36.848;217.60000000000133
7.53;36.849;216.01153846154347
7.61;36.85;214.42307692307435
7.69;36.85;214.42307692307435
7.78;36.85;214.42307692307435
7.86;36.851;212.83461538461654
7.94;36.849;216.01153846154347
8.03;36.847;219.18846153845914
8.11;36.846;220.77692307692826
8.19;36.847;219.18846153845914
8.28;36.846;220.77692307692826
8.36;36.846;220.77692307692826
8.44;36.846;220.77692307692826
8.53;36.845;222.36538461538612
8.61;36.843;225.5423076923018
8.7;36.843;225.5423076923018
8.78;36.843;225.5423076923018
8.86;36.843;225.5423076923018
8.95;36.844;223.95384615384393
9.03;36.845;222.36538461538612
9.11;36.844;223.95384615384393
9.2;36.845;222.36538461538612
9.28;36.847;219.18846153845914
9.36;36.848;217.60000000000133
9.45;36.847;219.18846153845914
9.53;36.846;220.77692307692826
9.61;36.845;222.36538461538612
9.7;36.845;222.36538461538612
9.78;36.847;219.18846153845914
9.86;36.848;217.60000000000133
9.95;36.847;219.18846153845914
10.03;36.846;220.77692307692826
10.11;36.847;219.18846153845914
10.2;36.846;220.77692307692826
10.28;36.846;220.77692307692826
10.37;36.848;217.60000000000133
10.45;36.847;219.18846153845914
10.53;36.848;217.60000000000133
10.62;36.847;219.18846153845914
10.7;36.848;217.60000000000133
10.78;36.849;709.4115384615382
10.87;36.887;709.8499999999997
10.95;36.926;710.2999999999997
11.03;36.968;710.7846153846151
11.12;37.009;711.257692307692
11.2;37.053;711.7653846153843
11.28;37.093;712.2269230769227
11.37;37.13;712.6538461538458
11.45;37.172;713.1384615384611
11.53;37.211;713.5884615384612
11.62;37.249;714.0269230769228
11.7;37.293;714.5346153846151
11.78;37.331;714.9730769230766
11.87;37.37;715.4230769230766
11.95;37.408;715.8615384615382
12.03;37.446;716.2999999999997
12.12;37.485;716.7499999999997
12.2;37.528;717.2461538461534
12.29;37.567;717.6961538461535
12.37;37.607;718.1576923076921
12.45;37.651;718.6653846153844
12.54;37.688;719.0923076923075
12.62;37.725;719.5192307692305
12.7;37.77;720.0384615384612
12.79;37.809;720.4884615384613
12.87;37.848;720.9384615384613
12.95;37.89;721.4230769230767
13.04;37.928;721.8615384615382
13.12;37.966;722.2999999999997
13.2;38.008;722.7846153846151
13.29;38.047;723.234615384615
13.37;38.09;723.7307692307689
13.45;38.13;724.1923076923074
13.54;38.169;724.6423076923073
