Time[min];Temperature[°C];Reference Temperature[°C];Power[W];Power Heater[W];Power Coil[W];Observer state Temperature[°C];Observer state Power[W];Observer state Ambient temperature[°C]
0.02;17.0;37.0;0.0;0.0;0.0;15.0;0.0;22.0
0.19;49.7;37.0;0.0;0.0;0.0;38.127593435703886;167.4101919117194;22.0
0.36;49.9;37.0;0.0;0.0;0.0;45.837804809047576;205.867253713604;22.0
0.52;50.0;37.0;0.0;0.0;0.0;48.370655400605706;211.24149474218265;22.0
0.69;50.1;37.0;0.0;0.0;0.0;49.446616313897216;208.7360162132938;22.0
0.86;50.2;37.0;0.0;0.0;0.0;49.92006015023247;203.33426284862495;22.0
1.02;50.4;37.0;0.0;0.0;0.0;50.13870854633709;196.85063871409648;22.0
1.19;50.5;37.0;0.0;0.0;0.0;50.31562005701377;190.45533833853037;22.0
1.36;50.6;37.0;0.0;0.0;0.0;50.43236477781057;184.05122404467187;22.0
1.52;50.7;37.0;0.0;0.0;0.0;50.522132535480694;177.71851240618196;22.0
1.69;50.7;37.0;0.0;0.0;0.0;50.59396751759972;171.53939056274996;22.0
1.86;50.8;37.0;0.0;0.0;0.0;50.66602048242418;165.6370074949794;22.0
2.02;50.8;37.0;0.0;0.0;0.0;50.737041955727044;159.9169355460921;22.0
2.19;49.8;37.0;0.0;0.0;0.0;50.204758296720065;151.39237219236736;22.0
2.36;50.5;37.0;0.0;0.0;0.0;50.204936668137144;146.36143205661608;22.0
2.52;50.8;37.0;0.0;0.0;0.0;50.51577792260403;142.5852277046249;22.0
2.69;51.0;37.0;0.0;0.0;0.0;50.76970562066931;138.6444297493658;22.0
2.86;51.0;37.0;0.0;0.0;0.0;50.900869952337224;134.25029164780824;22.0
3.02;51.1;37.0;0.0;0.0;0.0;51.00319216830063;129.85649832073693;22.0
3.19;51.2;37.0;0.0;0.0;0.0;51.045561770349686;125.41962629473286;22.0
3.36;51.2;37.0;0.0;0.0;0.0;51.14795691563518;121.36576038811384;22.0
3.52;51.3;37.0;0.0;0.0;0.0;51.17904508213914;117.19674803496613;22.0
3.69;51.3;37.0;0.0;0.0;0.0;51.23621540890793;113.23742501401016;22.0
3.86;51.3;37.0;0.0;0.0;0.0;51.255450033983195;109.22090384726633;22.0
4.02;51.4;37.0;0.0;0.0;0.0;51.296071871742946;105.51258331947926;22.0
4.19;51.4;37.0;0.0;0.0;0.0;51.360096103726214;102.03815314925924;22.0
4.36;51.4;37.0;0.0;0.0;0.0;51.36228158847771;98.45666683248791;22.0
4.52;51.5;37.0;0.0;0.0;0.0;51.41526423665803;95.54748581235123;22.0
4.69;51.5;37.0;0.0;0.0;0.0;51.44617372401613;92.29264717570292;22.0
4.86;51.5;37.0;0.0;0.0;0.0;51.456388029963016;89.08069480366845;22.0
5.02;51.5;37.0;0.0;0.0;0.0;51.459581875644346;85.9570074139357;22.0
5.19;51.6;37.11376;0.0;0.0;0.0;51.52211752522004;83.22650001568095;22.0
