Time[min];Temperature[°C];Reference Temperature[°C];Power[W];Power Heater[W];Power Coil[W];Observer state Temperature[°C];Observer state Power[W];Observer state Ambient temperature[°C]
0.03;17.0;80.0;0.0;0.0;0.0;15.0;0.0;22.0
0.19;95.7;80.0888;0.0;0.0;0.0;66.86231356584585;305.11013951347616;22.0
0.36;95.7;80.1896;0.0;0.0;0.0;85.74910392784528;386.36090801682815;22.0
0.53;95.6;80.2892;0.0;0.0;0.0;92.17800058945281;403.69215569362973;22.0
0.69;95.5;80.3894;1000.0;0.0;0.0;94.37337467423886;428.5326678293834;22.0
0.86;95.4;80.4896;1000.0;1000.0;0.0;95.03051186182918;463.50871099059566;22.0
1.03;95.6;80.5892;1000.0;1000.0;0.0;95.29353454595312;492.7423844551471;22.0
1.19;95.6;80.6894;1600.0;1000.0;0.0;95.46146039829696;534.3727229168707;22.0
1.36;95.8;80.7896;1600.0;1000.0;0.0;95.5817090840519;590.8474341358233;22.0
1.53;95.8;80.8898;1600.0;1600.0;0.0;95.64609133076604;645.2181503740204;22.0
1.69;95.9;80.9888;1600.0;1600.0;0.0;95.7534825892798;697.4253510714653;22.0
1.86;96.0;81.089;1600.0;1600.0;0.0;95.885554656878;748.3575881763002;22.0
2.03;96.2;81.1886;1600.0;1600.0;0.0;96.01192183648601;797.0260202860912;22.0
2.19;96.3;81.2888;1600.0;1600.0;0.0;96.19826259360327;843.8623591308783;22.0
2.36;96.5;81.389;1600.0;1600.0;0.0;96.36045952438884;889.3261712520878;22.0
2.53;96.7;81.4892;1600.0;1600.0;0.0;96.54846126314283;932.9221946087076;22.0
2.69;96.8;81.5894;1600.0;1600.0;0.0;96.67808627635291;974.3288204760125;22.0
2.86;97.0;81.689;1600.0;1600.0;0.0;96.7979607341879;1011.5860285701933;22.0
3.03;97.2;81.7886;1600.0;1600.0;0.0;96.96012081784012;1050.3912265057506;22.0
3.19;97.2;81.8888;1600.0;1600.0;0.0;97.13598969421474;1087.5701596559406;22.0
3.36;97.4;81.989;1600.0;1600.0;0.0;97.27241147142688;1123.7656946000366;22.0
3.53;97.5;82.0892;1600.0;1600.0;0.0;97.4255203278964;1158.053006982546;22.0
3.69;97.6;82.1894;1600.0;1600.0;0.0;97.54970553271065;1191.2784439260533;22.0
3.86;97.7;82.2896;1600.0;1600.0;0.0;97.68087449040452;1223.0798430779942;22.0
4.03;97.9;82.3886;1600.0;1600.0;0.0;97.81836348555157;1253.8775555271045;22.0
4.2;98.0;82.4888;1750.0;1600.0;0.0;97.95735407297582;1283.5004928156484;22.0
4.36;98.1;82.5896;1750.0;1600.0;0.0;98.0699751366814;1315.1013202888503;22.0
4.53;98.2;82.6898;1750.0;1750.0;0.0;98.17423172957581;1349.564531853979;22.0
4.7;98.3;82.7888;1750.0;1750.0;0.0;98.29859439130678;1383.1728541659131;22.0
4.86;98.4;82.889;1750.0;1750.0;0.0;98.38284346019654;1414.549478722588;22.0
5.03;98.5;82.9892;1750.0;1750.0;0.0;98.48818132906712;1445.0069231105501;22.0
5.2;98.6;83.0894;1700.0;1750.0;0.0;98.58593027004991;1473.4394681401477;22.0
5.36;98.7;83.189;1700.0;1750.0;0.0;98.69177902346775;1497.0493521881365;22.0
5.53;98.8;83.2892;1700.0;1700.0;0.0;98.77536569139032;1522.1303208805575;22.0
5.7;98.8;83.3894;1700.0;1700.0;0.0;98.86083828089876;1545.701659512467;22.0
5.86;98.9;83.4896;1700.0;1700.0;0.0;98.92754096050999;1568.4207219787202;22.0
6.03;99.0;83.5892;1700.0;1700.0;0.0;98.99493566248779;1590.526957067587;22.0
6.2;99.0;83.6894;1700.0;1700.0;0.0;99.07519676053698;1611.842252346263;22.0
6.36;99.0;83.7896;1700.0;1700.0;0.0;99.10256696846992;1629.8685464021094;22.0
6.53;99.1;83.8898;1700.0;1700.0;0.0;99.12498255673226;1649.3829711689818;22.0
6.7;99.1;83.99;1650.0;1700.0;0.0;99.19032831532992;1666.738374943478;22.0
6.86;99.2;84.0902;1650.0;1650.0;0.0;99.26222448582006;1682.7624155253638;22.0
7.03;99.2;84.1898;1700.0;1650.0;0.0;99.30687446832833;1699.1937713607886;22.0
7.2;99.3;84.29;1700.0;1700.0;0.0;99.36529088281901;1716.114636627483;22.0
7.36;99.4;84.3896;1700.0;1700.0;0.0;99.44702440454218;1732.5935740371506;22.0
7.53;99.5;84.4898;1700.0;1700.0;0.0;99.51696742131469;1748.2885551708864;22.0
7.7;99.5;84.59;1700.0;1700.0;0.0;99.58090850413568;1761.8946386779983;22.0
7.86;99.5;84.6896;1650.0;1700.0;0.0;99.62108553837872;1775.5203155698841;22.0
8.03;99.6;84.7898;1650.0;1700.0;0.0;99.68298326029893;1787.01159853752;22.0
8.2;99.7;84.89;1650.0;1650.0;0.0;99.7688467895691;1798.43690116042;22.0
8.36;99.7;84.9902;1650.0;1650.0;0.0;99.82047387980944;1809.1288075404614;22.0
8.53;99.7;85.0898;1650.0;1650.0;0.0;99.83930813961926;1819.3082848724412;22.0
8.7;99.8;85.19;1650.0;1650.0;0.0;99.90790268848296;1829.1714534311056;22.0
8.86;99.8;85.2902;1650.0;1650.0;0.0;99.93675738447237;1838.5192623007333;22.0
9.03;99.8;85.3898;1650.0;1650.0;0.0;99.96388663937435;1846.6753588188824;22.0
9.2;99.8;85.49;1650.0;1650.0;0.0;99.99839719770684;1855.3855394011637;22.0
9.36;99.8;85.5902;1550.0;1650.0;0.0;100.01933027216596;1860.8193924841287;22.0
9.53;99.9;85.6898;1550.0;1550.0;0.0;100.03510087024938;1864.1312605600435;22.0
9.7;99.9;85.79;1550.0;1550.0;0.0;100.04930432711842;1867.3268387856772;22.0
9.86;99.9;85.8902;1550.0;1550.0;0.0;100.05456384027829;1870.3918729770364;22.0
10.03;99.9;85.9904;1550.0;1550.0;0.0;100.05668287817721;1873.3569709849278;22.0
10.2;99.9;86.09;1000.0;1550.0;0.0;100.05672475524592;1855.3615969199884;22.0
10.36;99.9;86.1902;1000.0;1550.0;0.0;100.05440309394682;1832.7011553073683;22.0
10.53;99.9;86.2904;1000.0;1000.0;0.0;100.0516071518596;1812.9413696422619;22.0
10.7;99.9;86.3906;1000.0;1000.0;0.0;100.0483055295387;1791.7721217418377;22.0
10.86;99.8;86.4902;1000.0;1000.0;0.0;100.02980424486046;1771.4585401471832;22.0
11.03;99.8;86.5904;1000.0;1000.0;0.0;99.97074910707794;1751.4946594129883;22.0
11.2;99.7;86.6906;1000.0;1000.0;0.0;99.94144221281161;1732.7744587759687;22.0
11.36;99.7;86.7902;1000.0;1000.0;0.0;99.87086075392362;1714.2469422181528;22.0
11.53;99.7;86.8904;1000.0;1000.0;0.0;99.84525538762269;1696.957513781153;22.0
11.7;99.6;86.99;1000.0;1000.0;0.0;99.79293163073386;1679.9962905102323;22.0
11.86;99.6;87.0902;1000.0;1000.0;0.0;99.74939813970848;1663.824518817241;22.0
12.03;99.6;87.1898;1000.0;1000.0;0.0;99.7327484122736;1648.40131426312;22.0
12.2;99.5;87.2906;1000.0;1000.0;0.0;99.6931808633028;1634.9211595027734;22.0
12.36;99.5;87.3902;1000.0;1000.0;0.0;99.64501672155876;1620.4461506260927;22.0
12.53;99.5;87.4904;1000.0;1000.0;0.0;99.62687562235051;1606.5903157084763;22.0
12.7;99.4;87.5906;1000.0;1000.0;0.0;99.60052658231571;1593.4552160089795;22.0
12.86;99.4;87.6896;1000.0;1000.0;0.0;99.55781599598193;1580.5152174318096;22.0
13.03;99.4;87.7898;1000.0;1000.0;0.0;99.52729895422458;1568.1308382269742;22.0
13.2;99.4;87.89;1000.0;1000.0;0.0;99.51563391154684;1556.3824037705897;22.0
13.36;99.4;87.9908;1000.0;1000.0;0.0;99.51041843228084;1545.1138426759453;22.0
13.53;99.4;88.0898;1000.0;1000.0;0.0;99.50748956399289;1534.3498094617435;22.0
13.7;99.4;88.1906;1000.0;1000.0;0.0;99.46294146707203;1523.4836322628678;22.0
13.86;99.3;88.28960000000001;1000.0;1000.0;0.0;99.43000710869804;1514.3264493018928;22.0
14.03;99.3;88.3898;1000.0;1000.0;0.0;99.42142343374353;1504.5885885922744;22.0
14.2;99.3;88.49;1000.0;1000.0;0.0;99.40726343180653;1495.2521502387997;22.0
14.36;99.2;88.5896;1000.0;1000.0;0.0;99.35423252778288;1486.0791960182985;22.0
14.53;99.2;88.6898;1000.0;1000.0;0.0;99.33548963773333;1477.3777373764408;22.0
14.7;99.2;88.78999999999999;1000.0;1000.0;0.0;99.30927113845269;1468.923732818308;22.0
14.86;99.2;88.8902;1000.0;1000.0;0.0;99.29952761983083;1460.922911769997;22.0
15.03;99.1;88.9904;1000.0;1000.0;0.0;99.27660806100292;1453.2962780667585;22.0
15.2;99.2;89.0906;1000.0;1000.0;0.0;99.27304599025051;1445.9272849801282;22.0
15.36;99.1;89.1902;1000.0;1000.0;0.0;99.24253022366617;1439.4036887196974;22.0
15.53;99.2;89.2898;1000.0;1000.0;0.0;99.23094903679721;1432.5274789948405;22.0
15.7;99.1;89.39;1000.0;1000.0;0.0;99.21683619637442;1425.9381921973309;22.0
15.86;99.1;89.4902;1000.0;1000.0;0.0;99.2446946642948;1419.7732570042238;22.0
16.03;99.1;89.5904;1000.0;1000.0;0.0;99.1928941582685;1413.4152811001854;22.0
16.2;99.1;89.6906;1000.0;1000.0;0.0;99.18447867689198;1407.551616633643;22.0
16.36;99.0;89.7902;1000.0;1000.0;0.0;99.16499761051989;1401.8887755906976;22.0
16.53;99.1;89.8904;1000.0;1000.0;0.0;99.14690871703993;1396.484080029121;22.0
16.7;99.0;89.9906;1000.0;1000.0;0.0;99.12397428394515;1391.2259374802015;22.0
16.86;99.0;90.0908;1000.0;1000.0;0.0;99.10901614304098;1386.1804696826875;22.0
17.03;99.0;90.1904;1000.0;1000.0;0.0;99.10259693080916;1381.8696848420032;22.0
17.2;99.1;90.2906;1000.0;1000.0;0.0;99.13019231971911;1377.3943681082808;22.0
