Time[min];Temperature[°C];Power[W];Observer state Temperature[°C];Observer state Power[W];Observer state Ambient temperature[°C]
0.01;0.0;1700.0;15.0;0.0;22.0
0.18;22.8;1700.0;17.944840969712036;87.86313525546221;22.0
0.34;22.8;1624.0;21.150232420396723;180.7904119357529;22.0
0.51;22.9;0.0;22.19085848678401;198.4479046368601;22.0
0.68;23.1;0.0;22.71005946175715;193.37992953090387;22.0
0.84;23.3;0.0;23.072363733836443;187.74249723453107;22.0
1.01;23.4;0.0;23.29396061590767;181.55574998305795;22.0
1.14;23.5;0.0;23.423154977331265;176.67017976097975;22.0
1.31;23.4;0.0;23.470461420737394;170.77518464446905;22.0
1.47;23.5;0.0;23.46340816279943;164.1544015869419;22.0
1.64;23.4;0.0;23.502575124426585;158.02713061991398;22.0
1.81;23.5;0.0;23.501256590399084;151.95145335855662;22.0
1.97;23.5;0.0;23.514212975874514;146.1668058817589;22.0
2.14;23.4;0.0;23.50776799330806;141.00262229789192;22.0
2.31;23.5;0.0;23.507074667428082;135.5748903675694;22.0
2.47;23.5;0.0;23.491775200934057;130.2996505139081;22.0
2.64;23.5;0.0;23.49615519552685;125.33245645662883;22.0
2.81;23.5;0.0;23.5097296611127;120.5915773766218;22.0
2.97;23.5;0.0;23.51387853149346;115.99592941461526;22.0
3.14;23.5;0.0;23.485430290419412;111.41179649024032;22.0
3.31;23.4;0.0;23.462067722217213;107.45456316898377;22.0
3.47;23.5;0.0;23.467730200099357;103.36745461302331;22.0
3.64;23.4;0.0;23.465409074517048;99.39950199102893;22.0
3.81;23.5;0.0;23.444839759903775;95.4960842553786;22.0
3.97;23.4;0.0;23.478957605024068;92.01123321349486;22.0
4.14;23.4;0.0;23.461331346402588;88.4011173161122;22.0
4.31;23.4;0.0;23.436530926909107;84.89961374593443;22.0
4.47;23.5;0.0;23.451465586828057;82.04385208129841;22.0
4.64;23.4;0.0;23.463839232478403;78.96805708535044;22.0
4.81;23.4;0.0;23.465866199970073;75.95549765216704;22.0
4.97;23.4;0.0;23.428639965597803;72.86794992455832;22.0
5.14;23.4;0.0;23.42466187371986;70.06214416606883;22.0
5.31;23.4;0.0;23.42525513264824;67.41457135207618;22.0
5.47;23.5;0.0;23.43316642352104;65.17385306675703;22.0
5.64;23.5;29.0;23.43289699617201;63.41074136462871;22.0
5.81;23.5;51.0;23.436947089241357;61.929373484328906;22.0
5.97;23.4;64.0;23.451780455690823;61.006913520760115;22.0
6.14;23.4;84.0;23.43847278408918;60.35601779464714;22.0
6.31;23.4;109.0;23.427936802966617;60.34329668970713;22.0
6.47;23.4;303.0;23.43000438774639;65.87718383679567;22.0
6.64;23.5;379.0;23.477971305923923;78.78472438315033;22.0
6.81;23.5;451.0;23.498346060299387;92.59877384677426;22.0
6.97;23.6;533.0;23.549796022909195;112.36216544287811;22.0
7.14;23.7;456.0;23.646454660366544;132.03698779108393;22.0
7.31;23.8;471.0;23.72173589374818;148.0633700091817;22.0
7.47;23.9;431.0;23.806666788434903;162.83950080837192;22.0
7.64;24.0;366.0;23.918311641119843;175.1808979865071;22.0
7.81;24.0;338.0;23.98843890406986;183.94166307361183;22.0
7.97;24.2;317.0;24.09198282538264;193.25276265080092;22.0
8.14;24.2;267.0;24.18094354598876;199.63374252126965;22.0
8.31;24.2;351.0;24.227522375118458;206.7169078846985;22.0
8.47;24.3;455.0;24.281681157580124;219.05664529213095;22.0
8.64;24.4;473.0;24.35604830412357;233.7693827002768;22.0
8.81;24.4;516.0;24.407292093206696;247.82671463744379;22.0
8.97;24.6;469.0;24.518723718517943;264.1864129786708;22.0
9.14;24.7;396.0;24.624699033215663;275.10859528712734;22.0
9.31;24.8;367.0;24.695670231655225;282.09839418036745;22.0
9.48;24.8;333.0;24.79735158418871;289.35152388565604;22.0
9.64;24.9;403.0;24.866977210014007;297.16222938195665;22.0
9.81;24.9;495.0;24.916773438464215;306.6389366553128;22.0
9.98;25.1;533.0;24.99571343581757;321.506167010918;22.0
10.14;25.2;414.0;25.114237600202447;333.61669694952485;22.0
10.31;25.3;311.0;25.2368484718147;340.69025189991834;22.0
10.48;25.4;218.0;25.347215351354105;343.26252912622743;22.0
10.64;25.5;224.0;25.448515831881625;343.646294691559;22.0
10.81;25.5;204.0;25.560066543882023;343.10462391409595;22.0
10.98;25.6;356.0;25.613581116580818;343.0940250966208;22.0
11.14;25.7;563.0;25.636486380564826;350.040054742453;22.0
11.31;25.8;460.0;25.747289937271486;364.6076562923968;22.0
11.48;25.9;511.0;25.816046695495192;374.4833384690764;22.0
11.64;26.0;512.0;25.935746098017194;384.1338652870081;22.0
11.81;26.1;403.0;26.055054665386283;389.40407630307186;22.0
11.98;26.2;399.0;26.147980774880534;391.71171969011095;22.0
12.14;26.3;406.0;26.245626272689748;394.4484207450201;22.0
12.31;26.4;377.0;26.358964914788263;396.82242941365075;22.0
12.48;26.5;362.0;26.456353447888027;397.666936413021;22.0
12.64;26.6;418.0;26.544401825460614;399.50404103570725;22.0
12.81;26.6;398.0;26.61309530379677;402.0563590821425;22.0
12.98;26.8;480.0;26.68857330530335;407.92172437561385;22.0
13.14;26.8;417.0;26.818391490220854;413.7684077817885;22.0
13.31;27.0;384.0;26.924998360836064;416.6032899407107;22.0
13.48;27.1;288.0;27.05867695617047;416.9452509717978;22.0
13.64;27.2;343.0;27.15057246687466;414.76151442222067;22.0
13.81;27.3;368.0;27.247703516844393;414.6509579462463;22.0
13.98;27.3;365.0;27.31491590043162;415.1975776800053;22.0
14.14;27.4;480.0;27.381880241835283;418.967923268936;22.0
14.31;27.5;563.0;27.4315591796892;427.01340285714826;22.0
14.48;27.6;576.0;27.525409982786268;438.16197324631645;22.0
14.64;27.7;537.0;27.633375788176146;448.0901551171356;22.0
14.81;27.8;397.0;27.763639483610397;454.96193713558597;22.0
14.98;28.0;375.0;27.869681073291858;456.8593228420569;22.0
15.14;28.0;277.0;27.98875053171651;456.25734730854396;22.0
15.31;28.2;269.0;28.1084197059677;454.1562484467359;22.0
15.48;28.2;268.0;28.20843721353561;449.80498147710495;22.0
15.64;28.3;378.0;28.281407247665502;448.7481970531137;22.0
15.81;28.4;419.0;28.36795881974972;451.68093527702337;22.0
15.98;28.5;504.0;28.428777484587187;455.72018942805045;22.0
16.14;28.5;532.0;28.51154441010306;463.53244872074333;22.0
16.31;28.7;505.0;28.60050582755985;470.80659955835006;22.0
16.48;28.7;429.0;28.71760022132985;477.1061629857814;22.0
16.64;28.9;386.0;28.828995284469894;480.70145059580267;22.0
16.81;29.0;322.0;28.950979700349897;482.31235707108135;22.0
16.98;29.1;310.0;29.059856848127335;481.6471835441249;22.0
17.14;29.2;269.0;29.180715846359995;479.60786834510805;22.0
17.31;29.3;279.0;29.28739728703463;476.29960405779957;22.0
17.48;29.4;371.0;29.364014416510344;474.60531580503164;22.0
17.64;29.4;473.0;29.42003937661511;476.2662820058497;22.0
17.81;29.5;617.0;29.48295704002623;483.5941682147058;22.0
17.98;29.6;603.0;29.56153995131794;493.39472925449746;22.0
18.14;29.7;589.0;29.671255553460277;502.9797499190435;22.0
18.31;29.9;476.0;29.80145684100118;508.832712644379;22.0
18.48;30.0;375.0;29.94200053669564;508.8599692938198;22.0
18.64;30.1;366.0;30.023568508122843;505.31662904167854;22.0
18.81;30.2;400.0;30.121633331751248;504.5932491491077;22.0
18.98;30.3;396.0;30.216069402399423;503.7508628049176;22.0
19.14;30.4;429.0;30.337599547866482;504.68205893660456;22.0
19.31;30.4;397.0;30.421375163208477;503.7995054535683;22.0
19.48;30.5;519.0;30.49143621485957;506.3698183204045;22.0
