Time[min];Temperature[°C];Power[W]
0.01;NaN;NaN
0.1;NaN;2000
0.18;NaN;2000
0.26;25.3;2000
0.35;25.3;2000
0.43;25.2;2000
0.51;25.3;2000
0.6;25.3;2000
0.68;25.3;2000
0.76;25.3;2000
0.85;25.3;2000
0.93;25.3;2000
1.01;25.3;2000
1.1;25.3;2000
1.18;25.3;2000
1.26;25.3;2000
1.35;25.3;2000
1.43;25.3;2000
1.51;25.3;2000
1.6;25.3;2000
1.68;25.4;2000
1.76;25.4;2000
1.85;25.4;2000
1.93;25.4;2000
2.01;25.4;2000
2.1;25.4;2000
2.18;25.4;2000
2.26;25.4;2000
2.35;25.4;2000
2.43;25.5;2000
2.51;25.6;2000
2.6;25.6;2000
2.68;25.6;2000
2.76;25.6;2000
2.85;25.6;2000
2.93;25.6;2000
3.01;25.6;2000
3.1;25.8;2000
3.18;25.8;2000
3.26;25.8;2000
3.35;25.8;2000
3.43;25.8;2000
3.51;25.8;2000
3.6;25.8;2000
3.68;26.0;2000
3.76;26.1;2000
3.85;26.1;2000
3.93;26.2;2000
4.01;26.2;2000
4.1;26.2;2000
4.18;26.2;2000
4.26;26.2;2000
4.35;26.2;2000
4.43;26.5;2000
4.51;26.5;2000
4.6;26.6;2000
4.68;26.6;2000
4.76;26.6;2000
4.85;26.6;2000
4.93;26.6;2000
5.01;26.6;2000
5.1;26.6;2000
5.18;26.9;2000
5.26;26.9;2000
5.35;26.9;2000
5.43;26.9;2000
5.51;26.9;2000
5.6;26.9;2000
5.68;26.9;2000
5.76;26.9;2000
5.85;27.4;2000
5.93;27.4;2000
6.01;27.4;2000
6.1;27.4;2000
6.18;27.4;2000
6.26;27.4;2000
6.35;27.4;2000
6.43;27.8;2000
6.51;27.9;2000
6.6;28.0;2000
6.68;28.0;2000
6.77;28.0;2000
6.85;28.0;2000
6.93;28.0;2000
7.02;28.0;2000
7.1;28.0;2000
7.18;28.5;2000
7.27;28.6;2000
7.35;28.6;2000
7.43;28.6;2000
7.52;28.6;2000
7.6;28.6;2000
7.68;28.6;2000
7.77;28.6;2000
7.85;28.6;2000
7.93;29.1;2000
8.02;29.2;2000
8.1;29.2;2000
8.18;29.2;2000
8.27;29.2;2000
8.35;29.2;2000
8.43;29.2;2000
8.52;29.2;2000
8.6;29.8;2000
8.68;29.9;2000
8.77;30.0;2000
8.85;30.0;2000
8.93;30.0;2000
9.02;30.0;2000
9.1;30.0;2000
9.18;30.0;2000
9.27;30.4;2000
9.35;30.5;2000
9.43;30.6;2000
9.52;30.6;2000
9.6;30.6;2000
9.68;30.6;2000
9.77;30.6;2000
9.85;30.6;2000
9.93;31.2;2000
10.02;31.2;2000
10.1;31.4;2000
10.18;31.4;2000
10.27;31.4;2000
10.35;31.4;2000
10.43;31.4;2000
10.52;31.4;2000
10.6;31.4;2000
10.68;31.9;2000
10.77;32.0;2000
10.85;32.0;2000
10.93;32.0;2000
11.02;32.0;2000
11.1;32.0;2000
11.18;32.0;2000
11.27;32.0;2000
11.35;32.0;2000
11.43;32.7;2000
11.52;32.9;2000
11.6;32.9;2000
11.68;32.9;2000
11.77;32.9;2000
11.85;32.9;2000
11.93;32.9;2000
12.02;33.4;2000
12.1;33.5;2000
12.18;33.6;2000
12.27;33.6;2000
12.35;33.6;2000
12.43;33.6;2000
12.52;33.6;2000
12.6;33.6;2000
12.68;34.2;2000
12.77;34.2;2000
12.85;34.3;2000
12.93;34.3;2000
13.02;34.3;2000
13.1;34.3;2000
13.18;34.3;2000
13.27;34.3;2000
13.35;34.3;2000
13.43;35.0;2000
13.52;35.0;2000
13.6;35.0;2000
13.68;35.0;2000
13.77;35.0;2000
13.85;35.0;2000
13.93;35.0;2000
14.02;35.0;2000
14.1;35.0;2000
14.18;35.8;2000
14.27;35.9;2000
14.35;35.9;2000
14.43;35.9;2000
14.52;35.9;2000
14.6;35.9;2000
14.69;35.9;2000
14.77;35.9;2000
14.85;36.6;2000
14.94;36.6;2000
15.02;36.6;2000
15.1;36.6;2000
15.19;36.6;711.1538461538458
15.27;36.6;711.1538461538458
15.35;36.6;0
15.44;37.2;0
15.52;37.3;0
15.6;37.4;0
15.69;37.5;0
15.77;37.5;0
15.85;37.5;0
15.94;37.5;0
16.02;37.5;0
16.1;37.5;0
16.19;38.1;0
16.27;38.2;0
16.35;38.3;0
16.44;38.3;0
16.52;38.3;0
16.6;38.3;0
16.69;38.3;0
16.77;38.3;0
16.85;38.3;0
16.94;38.8;0
17.02;38.9;0
17.1;38.9;0
17.19;38.9;0
17.27;38.9;0
17.35;38.9;0
17.44;38.9;0
17.52;38.9;0
17.6;39.3;0
17.69;39.4;0
17.77;39.4;0
17.85;39.4;0
17.94;39.4;0
18.02;39.4;0
18.1;39.4;0
18.19;39.7;0
18.27;39.7;0
18.35;39.8;0
18.44;39.8;0
18.52;39.8;0
18.6;39.8;0
18.69;39.8;0
18.77;39.8;0
18.85;39.8;0
18.94;40.1;0
19.02;40.1;0
19.1;40.2;0
19.19;40.2;0
19.27;40.2;0
19.35;40.2;0
19.44;40.2;0
19.52;40.2;0
19.6;40.4;0
19.69;40.4;0
19.77;40.5;0
19.85;40.5;0
19.94;40.5;0
20.02;40.5;0
20.1;40.5;0
20.19;40.5;0
20.27;40.5;0
20.35;40.6;0
20.44;40.7;0
20.52;40.7;0
20.6;40.7;0
20.69;40.7;0
20.77;40.7;0
20.85;40.7;0
20.94;40.7;0
21.02;40.8;0
21.1;40.8;0
21.19;40.8;0
21.27;40.8;0
21.35;40.8;0
21.44;40.8;0
21.52;40.8;0
21.6;41.0;0
21.69;41.0;0
21.77;41.0;0
21.85;41.0;0
21.94;41.0;0
22.02;41.0;0
22.1;41.0;0
22.19;41.0;0
