Time[min];Temperature[°C];Reference Temperature[°C];Power[W];Power Heater[W];Power Coil[W];Observer state Temperature[°C];Observer state Power[W];Observer state Ambient temperature[°C]
0.04;17.0;25.0;0.0;0.0;0.0;15.0;0.0;22.0
0.21;22.1;25.0;0.0;0.0;0.0;15.0;0.0;22.0
0.37;22.1;25.0;0.0;0.0;0.0;15.0;0.0;22.0
0.54;22.1;25.0;2000.0;0.0;0.0;16.8243079667182;28.585478709707893;22.0
0.71;22.1;25.0;2000.0;0.0;0.0;20.265096413240677;138.16702598738775;22.0
0.87;22.1;25.0;2000.0;1800.0;200.0;21.491141896705283;234.356842704909;22.0
1.04;22.1;25.0;2000.0;1800.0;200.0;21.923795065266347;323.68152876542126;22.0
1.21;22.1;25.0;2000.0;1800.0;200.0;22.077331174625627;405.7109727584234;22.0
1.37;22.0;25.0;2000.0;1800.0;200.0;22.1385425039155;483.4148696498503;22.0
1.54;22.1;25.0;0.0;1800.0;200.0;22.163745730959004;557.9142010220455;22.0
1.71;22.1;25.0;0.0;1800.0;200.0;22.16389284901282;558.3271322272439;22.0
1.87;22.1;25.0;0.0;0.0;0.0;22.16389284901282;558.3271322272439;22.0
2.04;22.1;25.0;0.0;0.0;0.0;22.16389284901282;558.3271322272439;22.0
