Time[min];Temperature[°C];Power[W]
0.01;0.0;0.0
0.18;96.9;2000.0
0.35;96.9;2000.0
0.51;96.7;2000.0
0.68;96.7;2000.0
0.85;96.9;2000.0
1.01;97.1;2000.0
1.18;97.2;2000.0
1.35;97.3;2000.0
1.51;97.4;1873.0769230769188
1.68;97.4;1873.0769230769188
1.85;97.5;1724.2307692307736
2.01;97.4;1873.0769230769188
2.18;97.5;1724.2307692307736
2.35;97.5;1724.2307692307736
2.51;97.5;1724.2307692307736
2.68;97.4;1873.0769230769188
2.85;97.4;1873.0769230769188
3.01;97.4;1873.0769230769188
3.18;97.4;1873.0769230769188
3.35;97.4;1873.0769230769188
3.51;97.5;1724.2307692307736
3.68;97.5;1724.2307692307736
3.85;97.5;1724.2307692307736
4.01;97.5;1724.2307692307736
4.18;97.4;1873.0769230769188
4.35;97.4;1873.0769230769188
4.52;97.4;1873.0769230769188
4.68;97.4;1873.0769230769188
4.85;97.5;1724.2307692307736
5.02;97.5;1724.2307692307736
5.18;97.5;1724.2307692307736
5.35;97.5;1873.0769230769188
5.52;97.5;1724.2307692307736
5.68;97.5;1724.2307692307736
5.85;97.4;1873.0769230769188
6.02;97.4;1873.0769230769188
6.18;97.4;1873.0769230769188
6.35;97.4;1873.0769230769188
6.52;97.5;1724.2307692307736
6.68;97.5;1724.2307692307736
6.85;97.6;1575.3846153846282
7.02;97.5;1724.2307692307736
7.18;97.4;1873.0769230769188
7.35;97.4;1873.0769230769188
7.52;97.4;1873.0769230769188
7.68;97.4;1873.0769230769188
7.85;97.5;1724.2307692307736
8.02;97.5;1724.2307692307736
8.18;97.6;1575.3846153846282
8.35;97.6;1575.3846153846282
8.52;97.4;1873.0769230769188
8.68;97.4;1873.0769230769188
8.85;97.5;1724.2307692307736
9.02;97.4;1873.0769230769188
9.18;97.6;1575.3846153846282
9.35;97.5;1724.2307692307736
9.52;97.5;1724.2307692307736
9.68;97.5;1724.2307692307736
9.85;97.4;1873.0769230769188
10.02;97.4;1873.0769230769188
10.18;97.2;2000.0
10.35;97.4;1873.0769230769188
10.52;97.4;1873.0769230769188
10.68;97.4;1873.0769230769188
10.85;97.5;1724.2307692307736
11.02;97.4;1873.0769230769188
11.18;97.5;1724.2307692307736
11.35;97.4;1873.0769230769188
11.52;97.5;1724.2307692307736
11.69;97.5;1724.2307692307736
11.85;97.4;1873.0769230769188
12.02;97.4;1873.0769230769188
12.19;97.2;2000.0
12.35;97.3;2000.0
12.52;97.4;1873.0769230769188
12.69;97.5;1724.2307692307736
12.85;97.6;1575.3846153846282
13.02;97.6;1575.3846153846282
13.19;97.4;1873.0769230769188
13.35;97.5;1724.2307692307736
13.52;97.4;1873.0769230769188
13.69;97.4;1873.0769230769188
13.85;97.4;1873.0769230769188
14.02;97.4;1873.0769230769188
14.19;97.5;1724.2307692307736
14.35;97.5;1724.2307692307736
14.52;97.6;1575.3846153846282
14.69;97.6;1575.3846153846282
14.85;97.5;1724.2307692307736
15.02;97.6;1575.3846153846282
15.19;97.4;1873.0769230769188
15.35;97.3;2000.0
15.52;97.2;2000.0
15.69;97.3;2000.0
15.85;97.4;1873.0769230769188
16.02;97.5;1724.2307692307736
16.19;97.6;1575.3846153846282
16.35;97.6;1575.3846153846282
16.52;97.5;1724.2307692307736
16.69;97.4;1873.0769230769188
16.85;97.3;2000.0
17.02;97.2;2000.0
17.19;97.3;2000.0
17.35;97.5;1724.2307692307736
17.52;97.6;1575.3846153846282
17.69;97.6;1575.3846153846282
17.85;97.5;1724.2307692307736
18.02;97.6;1575.3846153846282
18.19;97.4;1873.0769230769188
18.35;97.4;1873.0769230769188
18.52;97.2;2000.0
18.69;97.2;2000.0
18.86;97.4;1873.0769230769188
19.02;97.5;1724.2307692307736
19.19;97.6;1575.3846153846282
19.36;97.6;1575.3846153846282
19.52;97.5;1724.2307692307736
19.69;97.4;1873.0769230769188
19.86;97.3;2000.0
20.02;97.2;2000.0
20.19;97.3;2000.0
20.36;97.5;1724.2307692307736
20.52;97.6;1575.3846153846282
20.69;97.6;1575.3846153846282
20.86;97.5;1724.2307692307736
21.02;97.6;1575.3846153846282
21.19;97.5;1724.2307692307736
21.36;97.6;1575.3846153846282
21.52;97.4;1873.0769230769188
21.69;97.3;2000.0
21.86;97.2;2000.0
22.02;97.2;2000.0
22.19;97.4;1873.0769230769188
22.36;97.5;1724.2307692307736
22.52;97.7;1426.5384615384617
22.69;97.7;1426.5384615384617
22.86;97.6;1575.3846153846282
23.02;97.4;1873.0769230769188
23.19;97.3;2000.0
23.36;97.2;2000.0
23.52;97.3;2000.0
23.69;97.5;1724.2307692307736
23.86;97.6;1575.3846153846282
24.02;97.6;1575.3846153846282
24.19;97.5;1724.2307692307736
24.36;97.4;1873.0769230769188
24.52;97.2;2000.0
24.69;97.2;2000.0
24.86;97.4;1873.0769230769188
25.02;97.5;1724.2307692307736
25.19;97.6;1575.3846153846282
25.36;97.7;1575.3846153846282
25.52;97.6;1575.3846153846282
25.69;97.4;1873.0769230769188
25.86;97.3;2000.0
26.02;97.1;2000.0
26.19;97.3;2000.0
26.36;97.4;1873.0769230769188
26.53;97.6;1575.3846153846282
26.69;97.6;1575.3846153846282
26.86;97.5;1724.2307692307736
27.03;97.3;2000.0
27.19;97.2;2000.0
27.36;97.2;2000.0
27.53;97.4;1873.0769230769188
27.69;97.5;1724.2307692307736
27.86;97.7;1426.5384615384617
28.03;97.7;1426.5384615384617
28.19;97.6;1575.3846153846282
28.36;97.4;1873.0769230769188
28.53;97.3;2000.0
28.69;97.1;2000.0
28.86;97.3;2000.0
29.03;97.4;1873.0769230769188
29.19;97.6;1575.3846153846282
29.36;97.6;1575.3846153846282
29.53;97.4;1873.0769230769188
29.69;97.5;1724.2307692307736
29.86;97.4;1873.0769230769188
30.03;97.4;1873.0769230769188
30.19;97.1;2000.0
30.36;97.3;2000.0
30.53;97.5;1724.2307692307736
30.69;97.5;1724.2307692307736
30.86;97.6;1575.3846153846282
31.03;97.6;1575.3846153846282
31.19;97.6;1575.3846153846282
31.36;97.4;1873.0769230769188
31.53;97.2;2000.0
31.69;97.1;2000.0
31.86;97.4;1873.0769230769188
32.03;97.5;1724.2307692307736
32.19;97.6;1575.3846153846282
32.36;97.6;1575.3846153846282
32.53;97.6;1575.3846153846282
32.69;97.4;1873.0769230769188
32.86;97.3;2000.0
33.03;97.2;2000.0
33.19;97.2;2000.0
33.36;97.4;1873.0769230769188
33.53;97.6;1575.3846153846282
