Time[min];Temperature[°C];Power[W];Observer state Temperature[°C];Observer state Power[W];Observer state Ambient temperature[°C]
0.01;0.0;1700.0;15.0;0.0;22.0
0.18;38.8;1700.0;26.867490870858045;131.91629381895362;22.0
0.34;38.9;1700.0;34.293219368199;237.10424533470885;22.0
0.51;39.1;464.0;37.388818592676564;306.6730059412922;22.0
0.68;39.2;0.0;38.52684950309289;305.0094980429919;22.0
0.84;39.2;0.0;38.98154154384312;295.6309385010828;22.0
1.01;39.4;0.0;39.20725516610363;285.5319333825452;22.0
1.18;39.5;0.0;39.36202186152267;275.48390534072945;22.0
1.34;39.6;0.0;39.48778290124306;265.68127804561027;22.0
1.51;39.7;0.0;39.582686775313725;257.0881816834753;22.0
1.68;39.7;0.0;39.665326279177044;247.78020575108854;22.0
1.84;39.8;0.0;39.74543866125793;238.80163687963045;22.0
2.01;39.9;0.0;39.84228639126209;230.26812858911188;22.0
2.18;40.0;0.0;39.94028941336371;222.06031854016913;22.0
2.34;40.1;0.0;40.036334641808345;214.16665727539814;22.0
2.51;40.1;0.0;40.0880152867794;206.3594248496682;22.0
2.68;40.2;0.0;40.14205233799941;199.62482495392894;22.0
2.84;40.3;0.0;40.22060379440903;192.51015644368962;22.0
3.01;40.4;0.0;40.28935813764634;185.62035823275687;22.0
3.18;40.4;0.0;40.35953826476835;178.99444506068255;22.0
3.34;40.5;0.0;40.44030839960495;172.6835541359496;22.0
3.51;40.6;0.0;40.47550560163666;166.39091567229158;22.0
3.68;40.6;0.0;40.55255853329965;160.54530147023615;22.0
3.84;40.7;0.0;40.597627583696884;154.7639242456542;22.0
4.01;40.7;0.0;40.639178222355866;149.76429712610184;22.0
4.18;40.7;0.0;40.672564727399006;144.3389927138836;22.0
4.34;40.8;0.0;40.70907553865617;139.14465909508723;22.0
4.51;40.8;0.0;40.75089544571796;134.17524250701837;22.0
4.68;40.8;0.0;40.774863327373524;129.30380373247468;22.0
4.84;40.8;0.0;40.782559019029435;124.54467545248903;22.0
