Time[min];Temperature[°C];Power[W]
0.01;NaN;NaN
0.1;NaN;NaN
0.18;NaN;NaN
0.26;NaN;NaN
0.35;61.8;322.30769230769295
0.43;61.9;322.30769230769295
0.51;61.8;322.30769230769295
0.6;61.8;322.30769230769295
0.68;61.8;322.30769230769295
0.76;61.8;322.30769230769295
0.85;61.8;322.30769230769295
0.93;61.8;322.30769230769295
1.01;61.8;322.30769230769295
1.1;62.1;235.76923076923023
1.18;62.1;235.76923076923023
1.27;62.1;235.76923076923023
1.35;62.1;235.76923076923023
1.43;62.1;235.76923076923023
1.52;62.1;235.76923076923023
1.6;62.1;235.76923076923023
1.68;62.1;235.76923076923023
1.77;62.1;235.76923076923023
1.85;62.3;178.07692307692378
1.93;62.3;178.07692307692378
2.02;62.3;178.07692307692378
2.1;62.3;178.07692307692378
2.18;62.3;178.07692307692378
2.27;62.3;178.07692307692378
2.35;62.3;178.07692307692378
2.43;62.3;178.07692307692378
2.52;62.5;120.3846153846153
2.6;62.5;120.3846153846153
2.68;62.5;120.3846153846153
2.77;62.5;120.3846153846153
2.85;62.5;120.3846153846153
2.94;62.5;120.3846153846153
3.02;62.5;120.3846153846153
3.1;62.5;120.3846153846153
3.19;62.5;120.3846153846153
3.27;62.5;120.3846153846153
3.35;62.7;62.69230769230671
3.44;62.7;62.69230769230671
3.52;62.7;62.69230769230671
3.6;62.7;62.69230769230671
3.69;62.7;62.69230769230671
3.77;62.7;62.69230769230671
3.85;62.7;62.69230769230671
3.94;62.3;178.07692307692378
4.02;62.3;178.07692307692378
4.1;62.3;178.07692307692378
4.19;62.3;178.07692307692378
4.27;62.3;178.07692307692378
4.35;62.3;178.07692307692378
4.44;62.3;178.07692307692378
4.52;62.3;178.07692307692378
4.6;62.3;178.07692307692378
4.69;62.3;178.07692307692378
4.77;62.3;178.07692307692378
4.86;62.3;178.07692307692378
4.94;62.3;178.07692307692378
5.02;62.3;178.07692307692378
5.11;62.3;178.07692307692378
5.19;62.3;178.07692307692378
5.27;62.3;178.07692307692378
5.36;62.3;178.07692307692378
5.44;62.3;178.07692307692378
5.52;62.3;178.07692307692378
5.61;62.3;178.07692307692378
5.69;62.3;178.07692307692378
5.77;62.3;178.07692307692378
5.86;62.3;178.07692307692378
5.94;62.3;178.07692307692378
6.02;62.3;178.07692307692378
6.11;62.3;178.07692307692378
6.19;62.3;178.07692307692378
6.27;62.3;178.07692307692378
6.36;62.3;178.07692307692378
6.44;62.3;178.07692307692378
6.52;62.3;178.07692307692378
6.61;62.3;178.07692307692378
6.69;62.3;178.07692307692378
6.78;62.3;178.07692307692378
6.86;62.3;178.07692307692378
6.94;62.3;178.07692307692378
7.03;62.3;178.07692307692378
7.11;62.3;178.07692307692378
7.19;62.3;178.07692307692378
7.28;62.3;178.07692307692378
7.36;62.3;178.07692307692378
7.44;62.3;178.07692307692378
7.53;62.3;178.07692307692378
7.61;62.2;206.923076923076
7.69;62.2;206.923076923076
7.78;62.2;206.923076923076
7.86;62.2;206.923076923076
7.94;62.2;206.923076923076
8.03;62.2;206.923076923076
8.11;62.2;206.923076923076
8.19;62.2;206.923076923076
8.28;62.2;206.923076923076
8.36;62.0;264.61538461538447
8.45;62.0;264.61538461538447
8.53;62.0;264.61538461538447
8.61;62.0;264.61538461538447
8.7;62.0;264.61538461538447
8.78;62.0;264.61538461538447
8.86;62.0;264.61538461538447
8.95;62.0;264.61538461538447
9.03;61.9;293.4615384615387
9.11;61.9;293.4615384615387
9.2;61.8;322.30769230769295
9.28;61.8;322.30769230769295
9.36;61.8;322.30769230769295
9.45;61.8;322.30769230769295
9.53;61.8;322.30769230769295
9.61;61.8;322.30769230769295
9.7;61.8;322.30769230769295
9.78;61.6;379.99999999999943
9.86;61.6;379.99999999999943
9.95;61.6;379.99999999999943
10.03;61.6;379.99999999999943
10.12;61.6;379.99999999999943
10.2;61.6;379.99999999999943
10.28;61.6;379.99999999999943
10.37;61.6;379.99999999999943
10.45;61.6;379.99999999999943
10.53;61.5;408.84615384615375
10.62;61.5;408.84615384615375
10.7;61.4;408.84615384615375
10.78;61.4;408.84615384615375
10.87;61.4;408.84615384615375
10.95;61.4;408.84615384615375
11.03;61.4;408.84615384615375
11.12;61.4;408.84615384615375
11.2;61.4;408.84615384615375
11.28;61.3;466.53846153846223
11.37;61.3;466.53846153846223
11.45;61.2;495.38461538461445
11.53;61.2;495.38461538461445
11.62;61.2;495.38461538461445
11.7;61.2;495.38461538461445
11.79;61.2;495.38461538461445
11.87;61.2;495.38461538461445
11.95;61.1;524.2307692307686
12.04;61.1;524.2307692307686
12.12;61.1;524.2307692307686
12.2;61.1;524.2307692307686
12.29;61.1;524.2307692307686
12.37;61.1;524.2307692307686
12.45;61.1;524.2307692307686
12.54;61.1;524.2307692307686
12.62;61.1;524.2307692307686
12.7;60.9;581.9230769230771
12.79;60.9;581.9230769230771
12.87;60.8;581.9230769230771
12.95;60.8;581.9230769230771
13.04;60.8;581.9230769230771
13.12;60.8;581.9230769230771
13.2;60.8;581.9230769230771
13.29;60.8;581.9230769230771
