Time[min];Temperature[°C];Power[W]
0.01;NaN;NaN
0.1;NaN;NaN
0.18;NaN;NaN
0.26;NaN;NaN
0.35;NaN;NaN
0.43;93.8;2000.0
0.51;93.8;2000.0
0.6;93.8;2000.0
0.68;93.8;2000.0
0.76;93.8;2000.0
0.85;93.8;2000.0
0.93;93.8;2000.0
1.02;93.8;2000.0
1.1;94.5;2000.0
1.18;94.6;2000.0
1.27;94.7;2000.0
1.35;94.7;2000.0
1.43;94.7;2000.0
1.52;94.7;2000.0
1.6;94.7;2000.0
1.68;95.2;2000.0
1.77;95.4;2000.0
1.85;95.5;2000.0
1.93;95.7;2000.0
2.02;95.7;2000.0
2.1;95.7;2000.0
2.18;95.7;2000.0
2.27;95.7;2000.0
2.35;95.7;2000.0
2.43;95.7;2000.0
2.52;96.3;2000.0
2.6;96.4;2000.0
2.69;96.5;2000.0
2.77;96.5;2000.0
2.85;96.5;2000.0
2.94;96.5;2000.0
3.02;96.5;2000.0
3.1;96.5;2000.0
3.19;96.5;2000.0
3.27;97.1;0.0
3.35;97.2;0.0
3.44;97.2;0.0
3.52;97.2;0.0
3.6;97.2;0.0
3.69;97.2;0.0
3.77;97.2;0.0
