Time[min];Temperature[°C];Reference Temperature[°C];Power[W];Observer state Temperature[°C];Observer state Power[W];Observer state Ambient temperature[°C]
12.2;78.9;76.42205714285714;1800.0;78.93946810099594;2127.263782836862;22.0
12.37;78.9;76.58428571428571;1800.0;79.06229655422955;2132.6308124008447;22.0
12.53;79.1;76.74554285714285;1800.0;79.19181718906421;2137.8573209891897;22.0
12.7;79.3;76.90777142857142;1800.0;79.36948562273164;2143.09374927391;22.0
12.87;79.5;77.07;1800.0;79.52974406683508;2148.0485131998694;22.0
13.03;79.6;77.23222857142858;1800.0;79.71893241419116;2152.954439433761;22.0
13.2;79.8;77.39348571428572;1800.0;79.87368177459945;2157.4851029060374;22.0
13.37;79.9;77.55474285714286;1800.0;80.02320930751095;2161.502373615397;22.0
13.53;80.2;77.71794285714286;1800.0;80.18745761136302;2165.819743246591;22.0
13.7;80.3;77.8792;1800.0;80.37384661218591;2170.077859669151;22.0
13.87;80.5;78.04142857142857;1800.0;80.5449370956912;2174.0444725913626;22.0
14.03;80.6;78.2026857142857;1800.0;80.73093408662632;2177.9684990053292;22.0
14.2;80.9;78.36491428571429;1800.0;80.88209395589074;2181.5422632081563;22.0
14.37;81.0;78.52714285714286;1800.0;81.07772344236676;2185.1979321414187;22.0
14.53;81.3;78.68937142857143;1800.0;81.24172241335191;2188.5775231114358;22.0
14.7;81.4;78.85257142857142;1800.0;81.43734441991992;2191.9672864402396;22.0
14.87;81.5;79.01285714285714;1800.0;81.59562548728448;2195.090413038257;22.0
15.03;81.7;79.17508571428571;1800.0;81.78720573449628;2198.219393728244;22.0
15.2;81.9;79.33828571428572;1800.0;81.92915117305405;2200.9873015334947;22.0
15.37;82.0;79.49954285714286;1800.0;82.10290193333209;2203.6353457318555;22.0
15.53;82.2;79.66177142857143;1800.0;82.24400587941662;2206.1973472330264;22.0
15.7;82.3;79.824;1800.0;82.42756026725502;2208.901033850326;22.0
15.87;82.5;79.98525714285714;1800.0;82.58235419601982;2211.3436403814826;22.0
16.04;82.6;80.14845714285714;1800.0;82.7400063077993;2213.7062549670813;22.0
16.2;82.8;80.30874285714286;1800.0;82.88654385895039;2215.919032846253;22.0
16.37;82.9;80.47194285714286;1800.0;83.04676412067288;2218.130020012466;22.0
16.54;83.1;80.63417142857143;1800.0;83.20744053026165;2220.2693045949436;22.0
16.7;83.3;80.79542857142857;1800.0;83.36881346169078;2222.3221394932784;22.0
16.87;83.5;80.95765714285714;1800.0;83.54216316280579;2224.345032479222;22.0
17.04;83.6;81.11988571428572;1800.0;83.70915282860884;2226.2725594814538;22.0
17.2;83.8;81.28211428571429;1800.0;83.83780421630111;2227.9277800043774;22.0
17.37;83.8;81.44337142857142;1800.0;83.96365705824851;2229.4107068606195;22.0
17.54;84.0;81.60560000000001;1800.0;84.08940021258957;2230.936733958011;22.0
17.7;84.2;81.76782857142857;1800.0;84.26328098071879;2232.656029769784;22.0
17.87;84.3;81.93005714285715;1800.0;84.40194616037716;2234.118695920713;22.0
18.04;84.5;82.09228571428571;1800.0;84.56024582746876;2235.6317891613994;22.0
18.2;84.7;82.2545142857143;1800.0;84.70013627813637;2237.0054848779405;22.0
18.37;84.7;82.41674285714285;1800.0;84.88385263414717;2238.53982877506;22.0
18.54;84.9;82.578;1800.0;85.02581077531599;2239.8058140964854;22.0
18.7;85.0;82.73925714285714;1800.0;85.17313847796609;2241.0527455150177;22.0
18.87;85.2;82.90148571428571;1800.0;85.29430809740882;2242.1240210512815;22.0
19.04;85.3;83.06371428571428;1800.0;85.44836857672422;2243.3178056735355;22.0
19.2;85.5;83.22594285714285;1800.0;85.59970525258515;2244.457754991019;22.0
19.37;85.6;83.3872;1800.0;85.74023403718009;2245.4654600429617;22.0
19.54;85.8;83.54942857142856;1800.0;85.83504828433624;2246.2477857980266;22.0
19.7;85.9;83.71165714285715;1800.0;85.97128501028595;2247.2017622960775;22.0
19.87;86.0;83.87485714285714;1800.0;86.12528067563768;2248.208382900835;22.0
20.04;86.1;84.03611428571429;1800.0;86.27575624066937;2249.1596663142013;22.0
20.2;86.4;84.19737142857143;1800.0;86.40442495126518;2249.9722490138884;22.0
20.37;86.4;84.36057142857143;1800.0;86.55627454837938;2250.8647845007768;22.0
20.54;86.6;84.52085714285714;1800.0;86.6701687864348;2251.540450973403;22.0
20.7;86.7;84.68405714285714;1800.0;86.83439471385731;2252.43685198492;22.0
20.87;86.9;84.84628571428571;1800.0;86.97109295976303;2253.1683416392502;22.0
21.04;87.0;85.00851428571428;1800.0;87.14035635364719;2254.0298695345764;22.0
21.21;87.2;85.16977142857144;1800.0;87.25242150269413;2254.5802705033934;22.0
21.37;87.3;85.33297142857143;1800.0;87.42288543210667;2255.3971732626674;22.0
21.54;87.4;85.49422857142858;1800.0;87.53090647300547;2255.8840529612007;22.0
21.71;87.6;85.65548571428572;1800.0;87.67853988245042;2256.5417399182393;22.0
21.87;87.7;85.81868571428572;1800.0;87.79061996550551;2257.0015057279393;22.0
22.04;87.8;85.97994285714286;1800.0;87.94111006250182;2257.632508186397;22.0
22.21;88.0;86.14217142857143;1800.0;88.04072652838005;2257.9918752259746;22.0
22.37;88.1;86.30537142857142;1800.0;88.19377363075911;2258.60061460772;22.0
22.54;88.3;86.46662857142857;1800.0;88.32482847115399;2259.07730159575;22.0
22.71;88.4;86.62885714285714;1800.0;88.46567919190791;2259.5846917287254;22.0
22.87;88.5;86.79011428571428;1800.0;88.57882996015012;2259.9396852237646;22.0
23.04;88.6;86.95234285714285;1800.0;88.73742247258326;2260.503876440599;22.0
23.21;88.7;87.11359999999999;1800.0;88.85149100513435;2260.831376018003;22.0
23.37;88.9;87.27582857142858;1800.0;88.98578451708052;2261.2472752954905;22.0
23.54;89.0;87.43708571428571;1800.0;89.11281889755735;2261.6120670146615;22.0
23.71;89.2;87.59931428571429;1800.0;89.24794256229008;2262.029402808946;22.0
23.87;89.3;87.76154285714286;1800.0;89.36896737708712;2262.3358489618818;22.0
24.04;89.4;87.92474285714286;1800.0;89.52244113573427;2262.7887121860344;22.0
24.21;89.5;88.086;1800.0;89.59814316379982;2262.8475826029376;22.0
24.37;89.6;88.24822857142857;1800.0;89.73709114517237;2263.2132981788836;22.0
24.54;89.7;88.40948571428571;1800.0;89.8032680880984;2263.2092835634253;22.0
24.71;89.8;88.57171428571428;1800.0;89.94981613384714;2263.5973367459223;22.0
24.87;90.0;88.73394285714286;1800.0;90.05818270828992;2263.788438027831;22.0
25.04;90.1;88.89617142857142;1800.0;90.18586960184528;2264.101708045986;22.0
25.21;90.2;89.05742857142857;1800.0;90.3103913614739;2264.350213814723;22.0
25.37;90.3;89.21965714285714;1800.0;90.45061139013751;2264.6721974302154;22.0
25.54;90.4;89.38285714285715;1800.0;90.53484563043935;2264.709481925304;22.0
25.71;90.5;89.54411428571429;1800.0;90.6594143578144;2264.9429603480567;22.0
25.87;90.7;89.70634285714286;1800.0;90.7842122959469;2265.17504888305;22.0
26.04;90.7;89.86857142857143;1800.0;90.88431164359248;2265.269333723931;22.0
26.21;90.9;90.0308;1800.0;91.00417101125734;2265.4612349641106;22.0
26.38;91.0;90.19302857142857;1800.0;91.14197165627486;2265.7404316257334;22.0
26.54;91.1;90.35428571428571;1800.0;91.25020922251645;2265.8632177361783;22.0
26.71;91.2;90.51651428571428;1800.0;91.35834614150247;2265.9788190607096;22.0
26.88;91.3;90.6768;1800.0;91.41765478357027;2265.855785961889;22.0
27.04;91.4;90.83902857142857;1800.0;91.54261625117957;2266.0511722011292;22.0
27.21;91.5;91.00222857142857;1800.0;91.6275559375129;2266.088968580899;22.0
27.38;91.6;91.16348571428571;1800.0;91.75547892738706;2266.2959332279806;22.0
27.54;91.7;91.32571428571428;2000.0;91.82793903190336;2272.8733003269026;22.0
27.71;92.0;91.48697142857142;2000.0;91.97702476454718;2282.4745923786627;22.0
27.88;92.2;91.64920000000001;2000.0;92.21157627023894;2292.0797678599015;22.0
28.04;92.5;91.81045714285715;2000.0;92.44384677280057;2301.2609142587958;22.0
28.21;92.7;91.97268571428572;2000.0;92.68861109649036;2310.247079272782;22.0
28.38;93.0;92.1358857142857;2000.0;92.94591786764931;2318.90926885477;22.0
28.54;93.2;92.29714285714286;2000.0;93.17848738375412;2327.1213612918154;22.0
28.71;93.4;92.45937142857143;2000.0;93.42381897451935;2335.006913905438;22.0
28.88;93.7;92.6216;2000.0;93.68818505824592;2342.8798233831194;22.0
29.04;93.9;92.78285714285714;2000.0;93.89108834074344;2349.463688120673;22.0
29.21;94.1;92.94508571428571;2000.0;94.12612460391124;2356.5657665039707;22.0
29.38;94.3;93.10731428571428;2000.0;94.34824567380967;2363.367155175097;22.0
29.54;94.5;93.26857142857143;2000.0;94.55970117990218;2369.7926629784147;22.0
29.71;94.7;93.4308;2000.0;94.75524193445365;2375.9256996139507;22.0
29.88;94.9;93.59302857142858;2000.0;94.95258947567316;2381.776683741079;22.0
30.04;95.1;93.75525714285715;2000.0;95.14727610278884;2387.4204590376803;22.0
30.21;95.3;93.91651428571429;2000.0;95.36376747693822;2392.9586441655447;22.0
30.38;95.5;94.07874285714286;2000.0;95.5745963492152;2398.2837408912515;22.0
30.54;95.7;94.24000000000001;2000.0;95.76771218072392;2402.893874293521;22.0
30.71;95.9;94.4032;2000.0;95.94437830085838;2407.649578145759;22.0
30.88;96.1;94.56542857142857;2000.0;96.14383667451196;2412.3179659322923;22.0
31.04;96.3;94.72571428571429;2000.0;96.30682221526101;2416.671632844829;22.0
31.21;96.5;94.88891428571429;2000.0;96.48548509919011;2420.8968404105062;22.0
31.38;96.6;94.97731428571429;2000.0;96.60758233655966;2423.4826724418417;22.0
31.54;96.7;95.2124;2000.0;96.85046714108103;2428.96792101511;22.0
31.71;96.9;95.37462857142857;2000.0;96.97772292905135;2432.47840810683;22.0
31.88;97.0;95.53685714285714;2000.0;97.13812282481933;2436.0207077757273;22.0
32.04;97.2;95.69714285714286;2000.0;97.29013312126432;2439.420439579556;22.0
32.21;97.4;95.86034285714285;1700.0;97.44389832602711;2442.698748770017;22.0
32.38;97.5;96.0216;1700.0;97.57573477456774;2431.5571852670446;22.0
32.54;97.6;96.18382857142856;1700.0;97.73095961728218;2420.9559784637795;22.0
32.71;97.6;96.34605714285715;1700.0;97.8505812551833;2410.5178121961044;22.0
32.88;97.6;96.50828571428572;1700.0;97.84798141374898;2400.8732462909;22.0
33.04;97.5;96.66954285714286;1700.0;97.80424706524329;2390.3402993507502;22.0
33.21;97.4;96.83274285714285;1700.0;97.71696261526985;2379.9963204627647;22.0
33.38;97.2;96.994;1700.0;97.64048535679159;2370.101733970526;22.0
33.54;97.1;97.15525714285714;1700.0;97.48973697655315;2360.2227357811703;22.0
33.71;97.1;97.31748571428571;1700.0;97.39821066815826;2351.1662819628004;22.0
33.88;97.0;97.4797142857143;1700.0;97.3029682861874;2342.234029364478;22.0
34.04;97.0;97.64194285714285;1700.0;97.25925839525748;2333.9013067074793;22.0
34.21;96.9;97.8032;2000.0;97.19726894312807;2330.483714259983;22.0
34.38;96.9;97.96542857142857;2000.0;97.1570922679096;2336.0465820567906;22.0
34.54;96.9;98.12765714285715;2000.0;97.11923256874486;2342.349378704777;22.0
34.71;97.0;98.2898857142857;2000.0;97.15779391075446;2348.7150732629057;22.0
34.88;97.2;98.45114285714286;2000.0;97.26987928549681;2355.3062173808426;22.0
35.04;97.2;98.61337142857143;2000.0;97.38073664158536;2361.5341717119627;22.0
35.21;97.4;98.77462857142856;2000.0;97.52806615319477;2367.740556662793;22.0
35.38;97.6;98.93685714285715;2000.0;97.7005444154751;2373.8353674227765;22.0
35.54;97.7;99.0;1900.0;97.84548522086561;2375.259116579363;22.0
35.71;97.9;99.0;1900.0;98.00810011665128;2376.2765375999475;22.0
35.88;97.9;99.0;1900.0;98.09079626243958;2376.8441089430175;22.0
36.04;98.1;99.0;1800.0;98.22186721841477;2376.132444771213;22.0
36.21;98.1;99.0;1800.0;98.29535537398992;2371.876661887524;22.0
36.38;98.2;99.0;1800.0;98.3817025578156;2367.8755722001606;22.0
36.54;98.2;99.0;1800.0;98.3979028466027;2363.6830706228598;22.0
36.71;98.3;99.0;1800.0;98.47115999223672;2359.981934682063;22.0
36.88;98.2;99.0;1800.0;98.48219746713676;2356.0666740590973;22.0
37.04;98.3;99.0;1800.0;98.51009749613367;2352.4098551145494;22.0
37.21;98.3;99.0;1800.0;98.5264677906955;2349.155672779371;22.0
37.38;98.3;99.0;1800.0;98.53265466695744;2345.655239417903;22.0
37.54;98.3;99.0;1800.0;98.53443592343208;2342.2469925414543;22.0
37.71;98.4;99.0;1800.0;98.56630699388202;2339.1567388241738;22.0
37.88;98.3;99.0;1800.0;98.55835854499722;2335.948701848756;22.0
38.04;98.3;99.0;1800.0;98.56988748320704;2332.9809470858163;22.0
38.21;98.3;99.0;1800.0;98.54588820716911;2329.9332311324674;22.0
38.38;98.4;99.0;1800.0;98.57899374382538;2327.3009295393813;22.0
38.54;98.3;99.0;1800.0;98.55257725321336;2324.458712266811;22.0
38.71;98.3;99.0;1800.0;98.5862961822073;2322.0231131365053;22.0
38.88;98.3;99.0;1800.0;98.55281619087515;2319.626583799245;22.0
39.05;98.4;99.0;1800.0;98.60004355130143;2317.45515327958;22.0
39.21;98.4;99.0;1800.0;98.61151731219319;2315.204089526078;22.0
39.38;98.5;99.0;1800.0;98.64275245508742;2313.124658161557;22.0
39.55;98.4;99.0;1800.0;98.64763714844126;2310.992175417043;22.0
39.71;98.5;99.0;1800.0;98.6887673091181;2309.0982458031303;22.0
39.88;98.5;99.0;1800.0;98.71535573705387;2307.2280849845365;22.0
40.05;98.5;99.0;1800.0;98.72435861464734;2305.332049123256;22.0
40.21;98.5;99.0;1800.0;98.72724679642778;2303.478914483744;22.0
40.38;98.5;99.0;1800.0;98.72804212279543;2301.70757873841;22.0
40.55;98.5;99.0;1800.0;98.72814326082663;2300.1406675044473;22.0
40.71;98.6;99.0;1800.0;98.73881259614724;2298.526065032273;22.0
40.88;98.5;99.0;1700.0;98.74952543459057;2294.573749806858;22.0
41.05;98.6;99.0;1700.0;98.76870366072554;2288.5134516403546;22.0
41.21;98.5;99.0;1700.0;98.75889003008685;2282.4668758171442;22.0
41.38;98.5;99.0;1700.0;98.74548405380139;2276.604158003652;22.0
41.55;98.4;99.0;1700.0;98.7037456386817;2270.890343702345;22.0
41.71;98.4;99.0;1700.0;98.67571599004472;2265.4649518080746;22.0
41.88;98.3;99.0;1700.0;98.61500309270596;2260.5279858126974;22.0
42.05;98.3;99.0;1700.0;98.5538916030225;2255.3337814057677;22.0
42.21;98.2;99.0;1700.0;98.53222013145185;2250.503130023841;22.0
42.38;98.2;99.0;1700.0;98.45892151321696;2245.631057098975;22.0
42.55;98.1;99.0;1700.0;98.38507116215924;2240.8888189720274;22.0
42.71;98.1;99.0;1700.0;98.3415027361224;2236.4796694295683;22.0
42.88;98.1;99.0;1700.0;98.31718028593353;2232.4037436819654;22.0
43.05;98.1;99.0;1700.0;98.31754776364087;2228.604012997093;22.0
43.21;98.0;99.0;1700.0;98.281877705258;2224.683380551124;22.0
43.38;98.0;99.0;1700.0;98.24175933952537;2221.30763772523;22.0
43.55;97.9;99.0;1700.0;98.17311575288957;2217.5880785275294;22.0
43.71;97.9;99.0;1700.0;98.13555152824517;2214.14422500405;22.0
43.88;97.8;99.0;1700.0;98.11260644162044;2210.883893678112;22.0
44.05;97.9;99.0;1700.0;98.08812761434855;2207.743627889646;22.0
44.21;97.7;99.0;1700.0;98.00624287862905;2204.4537877341263;22.0
44.38;97.8;99.0;1700.0;97.98061430597613;2201.586706112468;22.0
44.55;97.7;99.0;1700.0;97.94981967568451;2198.798703205236;22.0
44.71;97.8;99.0;1700.0;97.95405956303532;2196.21767304338;22.0
44.88;97.7;99.0;1700.0;97.93083055366611;2193.6713649910125;22.0
45.05;97.7;99.0;1700.0;97.94307085902653;2191.3699341246224;22.0
45.21;97.7;99.0;1700.0;97.92391596176004;2189.2262664400523;22.0
45.38;97.8;99.0;1700.0;97.91594472033754;2187.0077332093742;22.0
45.55;97.7;99.0;1700.0;97.92602603051317;2184.9481606754944;22.0
45.71;97.8;99.0;1700.0;97.93509238097158;2182.989899792013;22.0
45.88;97.7;99.0;1700.0;97.92733990873113;2180.9978282829375;22.0
46.05;97.7;99.0;1700.0;97.91632627059369;2179.089350626424;22.0
46.21;97.7;99.0;1700.0;97.90271281509438;2177.239516206736;22.0
46.38;97.7;99.0;1700.0;97.90291745403104;2175.508765162102;22.0
46.55;97.6;99.0;1700.0;97.87579101345584;2173.7182940939583;22.0
46.71;97.7;99.0;1700.0;97.87365710345262;2172.1036860311183;22.0
46.88;97.6;99.0;1700.0;97.85559272966616;2170.495316929116;22.0
47.05;97.7;99.0;1700.0;97.86656947102313;2169.077768331294;22.0
47.21;97.6;99.0;1700.0;97.85071135697042;2167.710703901006;22.0
47.38;97.7;99.0;1700.0;97.85754345164756;2166.379682990806;22.0
47.55;97.6;99.0;1700.0;97.84506441223633;2164.993259500167;22.0
47.71;97.7;99.0;1700.0;97.86773142618597;2163.8512926051903;22.0
47.88;97.6;99.0;1700.0;97.8621567206223;2162.610981310152;22.0
48.05;97.7;99.0;1700.0;97.87821398456386;2161.527192450099;22.0
48.21;97.7;99.0;1700.0;97.88233672932573;2160.410911527159;22.0
48.38;97.7;99.0;1700.0;97.84729843982306;2159.2530384071306;22.0
48.55;97.6;99.0;1700.0;97.85533602412681;2158.2608630210884;22.0
48.71;97.6;99.0;1700.0;97.84662200649468;2157.2093990317853;22.0
48.88;97.6;99.0;1700.0;97.82053909250895;2156.1177795362596;22.0
49.05;97.7;99.0;1700.0;97.8303183753975;2155.245281583173;22.0
49.22;97.6;99.0;1700.0;97.82327810377869;2154.320837679419;22.0
49.38;97.6;99.0;1700.0;97.81233044470434;2153.4239856401587;22.0
49.55;97.6;99.0;1700.0;97.8084275166939;2152.5908463547003;22.0
49.72;97.6;99.0;1700.0;97.80699770746213;2151.801593214316;22.0
49.88;97.6;99.0;1700.0;97.80642466791787;2151.046648991036;22.0
50.05;97.7;99.0;1700.0;97.80617024549586;2150.389746543657;22.0
50.22;97.6;99.0;1700.0;97.81497983657115;2149.7335977334988;22.0
50.38;97.7;99.0;1700.0;97.81874903015598;2149.083639442482;22.0
50.55;97.6;99.0;1700.0;97.81476051138627;2148.4113353459225;22.0
50.72;97.6;99.0;1700.0;97.81839857360706;2147.8147180626074;22.0
50.88;97.6;99.0;1700.0;97.81555897137713;2147.1972612269133;22.0
51.05;97.7;99.0;1700.0;97.81905923994387;2146.632357096386;22.0
51.22;97.6;99.0;1700.0;97.82316674098101;2146.086086637828;22.0
51.38;97.6;99.0;1700.0;97.82832026225218;2145.5786242842664;22.0
51.55;97.6;99.0;1700.0;97.82067550763043;2145.0299472092092;22.0
51.72;97.7;99.0;1700.0;97.83648291059222;2144.6644841764187;22.0
51.88;97.7;99.0;1700.0;97.8814422831349;2144.402555645897;22.0
52.05;97.7;99.0;1700.0;97.88297876437352;2143.943524743487;22.0
52.22;97.9;99.0;1700.0;97.91664291123456;2143.6560518928272;22.0
52.38;97.7;99.0;1700.0;97.95810237401363;2143.4192393339;22.0
52.55;97.7;99.0;1750.0;97.9229448695819;2143.0723241504074;22.0
52.72;97.7;99.0;1750.0;97.91108955788948;2144.9584590005543;22.0
52.89;97.7;99.0;1750.0;97.90716779655375;2146.8118233976597;22.0
53.05;97.8;99.0;1750.0;97.94526908359674;2148.8239549571986;22.0
53.22;97.8;99.0;1750.0;97.98516247659691;2150.7862505642724;22.0
53.39;97.9;99.0;1750.0;98.03373092494785;2152.7076043478833;22.0
53.55;97.9;99.0;1750.0;98.07820305424134;2154.3570765596432;22.0
53.72;98.0;99.0;1750.0;98.10800928837818;2156.039584751321;22.0
53.89;97.9;99.0;1750.0;98.16174713458389;2157.74738539618;22.0
54.05;98.0;99.0;1750.0;98.16727708987206;2159.1745638728203;22.0
54.22;98.0;99.0;1750.0;98.19909313868145;2160.6658061782064;22.0
54.39;98.1;99.0;1750.0;98.24549468076567;2162.1897955449385;22.0
54.55;98.1;99.0;1750.0;98.28611501428628;2163.632122390395;22.0
54.72;98.1;99.0;1750.0;98.3000294382074;2164.881398659523;22.0
54.89;98.1;99.0;1750.0;98.30492024510816;2166.038614795978;22.0
55.05;98.2;99.0;1750.0;98.34659835986508;2167.3211162995067;22.0
55.22;98.1;99.0;1750.0;98.3588920910794;2168.407152317553;22.0
55.39;98.3;99.0;1750.0;98.38740890451196;2169.547994808297;22.0
55.55;98.2;99.0;1750.0;98.42780977629728;2170.605055002245;22.0
55.72;98.3;99.0;1750.0;98.45610790595113;2171.660794403759;22.0
55.89;98.3;99.0;1750.0;98.4902216825913;2172.697305576072;22.0
56.05;98.4;99.0;1750.0;98.51292595235391;2173.6445378271305;22.0
56.22;98.3;99.0;1750.0;98.54067080123258;2174.576856154028;22.0
56.39;98.4;99.0;1750.0;98.51966137749314;2175.2326142314905;22.0
56.55;98.3;99.0;1750.0;98.55024087321318;2176.122362016225;22.0
56.72;98.4;99.0;1750.0;98.55621055087808;2176.8534172927225;22.0
56.89;98.3;99.0;1750.0;98.58094827927975;2177.641823628143;22.0
57.06;98.5;99.0;1700.0;98.60206856248088;2178.389877397328;22.0
57.22;98.4;99.0;1700.0;98.64433060408821;2176.8350076786037;22.0
57.39;98.5;99.0;1700.0;98.64114302259539;2175.2896678553006;22.0
57.56;98.4;99.0;1700.0;98.68506999421328;2173.863777298896;22.0
57.72;98.4;99.0;1700.0;98.62062600151238;2171.961275608149;22.0
57.89;98.4;99.0;1700.0;98.6013480670917;2170.3248156560803;22.0
58.06;98.3;99.0;1700.0;98.5541143256805;2168.649962315036;22.0
