Time[min];Temperature[°C];Power[W]
0.01;NaN;NaN
0.1;34.984;0.0
0.18;35.197;690.3499999999997
0.26;35.779;697.0653846153843
0.35;36.505;712.9423076923035
0.43;36.848;202.40000000000123
0.51;36.936;71.4153846153844
0.6;36.96;35.692307692306116
0.68;36.966;26.76153846153656
0.76;36.969;22.296153846151782
0.85;36.968;23.784615384609822
0.93;36.968;23.784615384609822
1.01;36.969;22.296153846151782
1.1;36.968;23.784615384609822
1.18;36.954;0.0
1.26;36.937;0.0
1.35;36.918;0.0
1.43;36.902;0.0
1.51;36.881;0.0
1.6;36.862;0.0
1.68;36.843;0.0
1.76;36.823;0.0
