Time[min];Temperature[°C];Reference Temperature[°C];Power[W];Observer state Temperature[°C];Observer state Power[W];Observer state Ambient temperature[°C]
0.03;17.0;15.0;0.0;15.0;0.0;22.0
0.19;17.006157192438067;15.0;0.0;16.02456867419589;59.17062698929038;22.0
0.36;17.015085015108028;15.0;0.0;16.687051324414348;140.81035102379664;22.0
0.53;17.023996876919664;15.0;0.0;16.928621136797993;216.83665157522847;22.0
0.69;17.03289280640723;15.0;0.0;17.026703085989908;290.1234672655741;22.0
0.86;17.04171970306834;15.0;0.0;17.07396658637365;360.7555502870519;22.0
1.03;17.05058394828887;15.0;0.0;17.10028858629937;420.7321271710736;22.0
1.19;17.05943234631267;15.119;0.0;17.123668805640655;486.58236060716087;22.0
1.36;17.06821208035639;15.286;0.0;17.14418330228925;549.1353915542715;22.0
1.53;17.077028963404008;15.453;0.0;17.163342938626915;608.9314849930912;22.0
1.69;17.08583008392738;15.619;0.0;17.1819374446583;667.1146221033007;22.0
1.86;17.094615470106213;15.786;0.0;17.19975640577637;722.0787409026864;22.0
2.03;17.103332681279795;15.953;0.0;17.217681249954182;775.8898671286904;22.0
2.19;17.112086776909152;16.119;0.0;17.234969279454557;827.0230925424688;22.0
2.36;17.120825222263473;16.286;0.0;17.25022485037617;871.601489178903;22.0
2.53;17.12954804532179;16.453;0.0;17.266862016365;919.3560117798652;22.0
2.69;17.13820317886759;16.62;0.0;17.283055070372704;965.0087547131465;22.0
2.86;17.14689493420494;16.787;0.0;17.299318841855495;1009.1723097916149;22.0
3.03;17.155519241672945;16.953;0.0;17.315094031027353;1051.5057193322123;22.0
3.19;17.164180039940945;17.119;0.0;17.330379531330117;1091.7563649896365;22.0
3.36;17.172825354727774;17.286;0.0;17.345298299809436;1130.0444642320065;22.0
3.53;17.18145521482077;17.454;0.0;17.36015633291459;1167.1041702130576;22.0
