Time[min];Temperature[°C];Reference Temperature[°C];Power[W];Power Heater[W];Power Coil[W];Observer state Temperature[°C];Observer state Power[W];Observer state Ambient temperature[°C]
0.03;17.0;25.0;0.0;0.0;0.0;15.0;0.0;22.0
0.19;23.4;25.0;2000.0;0.0;0.0;19.33957655173033;87.89374457221193;22.0
0.36;23.4;25.0;2000.0;0.0;0.0;22.013142210839;192.56617774643067;22.0
0.53;23.4;25.0;1933.0;0.0;2000.0;22.955127064727314;285.1615536064747;22.0
0.69;23.4;25.0;1258.0;0.0;2000.0;23.2777084802858;357.1895119735316;22.0
0.86;23.6;25.0;898.0;1006.4000000000001;251.6;23.453574583467166;400.0933857262628;22.0
1.03;23.8;25.0;546.0;1006.4000000000001;251.6;23.67502856556125;425.2259666582208;22.0
1.2;24.0;25.0;330.0;436.8;109.2;23.895463802230537;432.33281212696556;22.0
1.36;24.2;25.0;37.0;436.8;109.2;24.093736099046502;424.40342244798126;22.0
1.53;24.3;25.0;0.0;29.599999999999998;7.3999999999999995;24.219355040986812;409.08528160287545;22.0
1.7;24.4;25.0;0.0;29.599999999999998;7.3999999999999995;24.3104828301026;394.120975532959;22.0
1.86;24.4;25.0;0.0;0.0;0.0;24.40773999574853;379.2245089122372;22.0
2.03;24.4;25.0;0.0;0.0;0.0;24.43843353501461;364.92268413779436;22.0
2.2;24.4;25.0;0.0;0.0;0.0;24.44755643196102;351.06127926272995;22.0
2.36;24.4;25.0;0.0;0.0;0.0;24.449291974590565;337.614554929765;22.0
2.53;24.4;25.0;0.0;0.0;0.0;24.44863019624295;325.800008051271;22.0
2.7;24.4;25.0;0.0;0.0;0.0;24.44711245796795;313.52493306096994;22.0
2.86;24.4;25.0;1.0;0.0;0.0;24.445309834263504;301.5116158884363;22.0
3.03;24.4;25.0;132.0;0.0;0.0;24.443568611215976;292.53011620014576;22.0
3.2;24.5;25.0;254.0;105.59999999999998;26.4;24.442408760246334;290.47728090806254;22.0
3.36;24.4;25.0;256.0;105.59999999999998;26.4;24.450052212422165;290.7950704117381;22.0
3.53;24.4;25.0;285.0;204.8;51.2;24.444721172404225;292.3388656376649;22.0
3.7;24.4;25.0;269.0;204.8;51.2;24.449718494893478;294.2993021829143;22.0
3.86;24.4;25.0;267.0;215.20000000000002;53.8;24.469446695187514;295.59915378889013;22.0
4.03;24.5;25.0;265.0;215.20000000000002;53.8;24.506773439596692;295.061829726691;22.0
4.2;24.6;25.0;423.0;212.0;53.00000000000001;24.54635024980652;299.4782003310192;22.0
4.36;24.6;25.0;483.0;212.0;53.00000000000001;24.610093099766292;309.6382038866642;22.0
4.53;24.6;25.0;623.0;397.6;99.4;24.63322996415148;323.7021800231575;22.0
4.7;24.6;25.0;783.0;397.6;99.4;24.642384513625267;342.0583460555374;22.0
4.86;24.6;25.0;927.0;629.5999999999999;157.4;24.648549404741715;368.919381632462;22.0
5.03;24.6;25.0;1042.0;629.5999999999999;157.4;24.65380466810673;401.34305622872574;22.0
5.2;24.7;25.0816;1086.0;830.4;207.6;24.683247513419992;437.0976247937571;22.0
5.36;24.7;25.1812;1058.0;830.4;207.6;24.732630833561476;471.48119374244294;22.0
5.53;24.7;25.2814;1091.0;841.6;210.4;24.758863196681506;504.19901843069607;22.0
5.7;24.8;25.3816;1086.0;841.6;210.4;24.813396018216437;538.0635452667681;22.0
5.86;24.8;25.4818;1057.0;868.8;217.20000000000002;24.858918489516817;568.3311822915597;22.0
6.03;24.9;25.5814;1078.0;868.8;217.20000000000002;24.912132764992784;597.8282174146043;22.0
6.2;25.0;25.6816;1050.0;862.4;215.60000000000002;24.964414272943777;625.2323168780803;22.0
6.36;25.1;25.7818;976.0;862.4;215.60000000000002;25.05507353135561;647.4101372589178;22.0
6.53;25.1;25.8814;863.0;773.6;193.39999999999998;25.149246580522586;666.706986056294;22.0
6.7;25.3;25.9822;897.0;773.6;193.39999999999998;25.21605116226524;682.5624998089947;22.0
6.86;25.3;26.0818;752.0;711.2;177.8;25.339355686899605;696.7390296527404;22.0
7.03;25.4;26.182;801.0;711.2;177.8;25.4106606802955;706.8743460919412;22.0
7.2;25.5;26.2822;757.0;636.0000000000001;159.0;25.508675681839506;717.956553640753;22.0
7.36;25.6;26.3818;716.0;636.0000000000001;159.0;25.609558512375017;726.6395919318369;22.0
7.53;25.6;26.482;742.0;569.6;142.4;25.69471338157199;733.2125748528528;22.0
7.7;25.8;26.5822;796.0;569.6;142.4;25.757269066805527;741.699693768974;22.0
7.86;25.8;26.6818;774.0;631.9999999999999;158.0;25.847300003659086;750.1289753350228;22.0
8.03;25.9;26.782;825.0;631.9999999999999;158.0;25.917302319101488;759.0590595679462;22.0
8.2;26.0;26.8822;771.0;648.0000000000001;162.0;26.021093800037953;768.707905192557;22.0
8.36;26.0;26.9824;853.0;648.0000000000001;162.0;26.082369728870884;776.0816846350957;22.0
8.53;26.2;27.082;869.0;675.2;168.8;26.162422842702703;786.4469019285215;22.0
8.7;26.2;27.1822;820.0;675.2;168.8;26.264719403091913;796.0968207187567;22.0
8.86;26.3;27.2824;867.0;649.6;162.4;26.33505503256051;805.4352704998208;22.0
9.03;26.4;27.382;870.0;649.6;162.4;26.41834430127627;815.8888801926121;22.0
9.2;26.5;27.4822;848.0;686.4000000000001;171.60000000000002;26.511586576747753;825.7355648966455;22.0
9.36;26.5;27.5824;804.0;686.4000000000001;171.60000000000002;26.600690227248073;834.0479729313199;22.0
9.53;26.6;27.682000000000002;806.0;669.6;167.4;26.672536101735204;841.0952491310047;22.0
9.7;26.6;27.7822;901.0;669.6;167.4;26.707434608783604;850.7097810059264;22.0
9.86;26.8;27.8824;1002.0;819.2;204.8;26.7675772776583;866.0005969175861;22.0
10.03;26.9;27.9826;885.0;819.2;204.8;26.91630878740351;880.306391608801;22.0
10.2;27.1;28.0822;717.0;665.6;166.4;27.047774172549325;885.8650480160641;22.0
10.36;27.1;28.1824;634.0;665.6;166.4;27.168426483922342;885.2635539491844;22.0
10.53;27.2;28.2826;699.0;553.6;138.4;27.249619197934948;884.550472421186;22.0
10.7;27.3;28.3828;710.0;553.6;138.4;27.35538530161785;886.199043505058;22.0
10.86;27.4;28.4824;724.0;599.2;149.79999999999998;27.45251812308657;887.7602066504286;22.0
11.03;27.6;28.5826;752.0;599.2;149.79999999999998;27.545652681644714;890.0252899427409;22.0
11.2;27.6;28.6828;659.0;593.6;148.4;27.666764910609132;890.7724196808518;22.0
11.36;27.7;28.7824;700.0;593.6;148.4;27.754108869227593;890.5663258294222;22.0
11.53;27.8;28.8826;695.0;596.8000000000001;149.20000000000002;27.856553286706724;891.1992825618837;22.0
11.7;27.9;28.9822;768.0;596.8000000000001;149.20000000000002;27.91225169781576;892.2009589461102;22.0
11.86;28.0;29.0824;741.0;682.4000000000001;170.60000000000002;28.04396521920881;896.8385714233734;22.0
12.03;28.2;29.1826;719.0;682.4000000000001;170.60000000000002;28.14888944652588;898.4988747863836;22.0
12.2;28.2;29.2822;652.0;556.8000000000002;139.20000000000002;28.269645579005054;897.5852336783572;22.0
