Time[min];Temperature[°C];Power[W];Observer state Temperature[°C];Observer state Power[W];Observer state Ambient temperature[°C]
6.34;19.0;777.0;18.953956734238897;117.95870965837524;22.0
6.51;19.0;792.0;19.00183967462957;149.66333921181555;22.0
6.68;19.0;874.0;19.021552561850996;182.60269412434832;22.0
6.84;19.1;923.0;19.084600718634583;218.57250050961096;22.0
7.01;19.1;987.0;19.11195418309794;254.22949805045616;22.0
7.18;19.1;1064.0;19.136111408129935;292.8846524030799;22.0
7.34;19.2;1104.0;19.201270969280937;334.37765823963684;22.0
7.51;19.4;1010.0;19.308295780702444;372.6967342750124;22.0
7.68;19.4;879.0;19.416043088164564;400.45260339405377;22.0
7.84;19.5;844.0;19.504419928685877;426.6389014779152;22.0
8.01;19.6;925.0;19.577787835048337;451.8598540892669;22.0
8.18;19.7;818.0;19.696412723872708;477.0032703218682;22.0
8.34;19.8;826.0;19.791023957192447;497.91949213670523;22.0
8.51;20.0;743.0;19.909951680430584;517.3807506612849;22.0
8.68;20.1;698.0;20.036506812299347;532.0372653356557;22.0
8.84;20.2;602.0;20.172116476118486;543.018049834016;22.0
9.01;20.4;669.0;20.268854202449926;551.6603417300903;22.0
9.18;20.4;557.0;20.41496269203897;560.3106666247041;22.0
9.34;20.6;613.0;20.52789185583113;567.0732930811348;22.0
9.51;20.6;609.0;20.655753836708794;574.2611090632086;22.0
9.68;20.8;650.0;20.76153787360488;581.9358367182028;22.0
9.84;20.9;624.0;20.88440488883826;590.4852875232667;22.0
10.01;21.0;702.0;20.95352395639605;597.5469834444347;22.0
10.18;21.1;659.0;21.089534941503754;609.3202897069749;22.0
10.34;21.2;687.0;21.196266107946727;618.8677263936481;22.0
10.51;21.4;642.0;21.326418930711935;627.690643299646;22.0
10.68;21.4;678.0;21.445636292478515;634.611326790609;22.0
10.84;21.6;687.0;21.549548761255988;643.6950086922135;22.0
11.01;21.7;667.0;21.68171425883178;653.227813526091;22.0
11.18;21.8;669.0;21.785181260680602;660.2558772965873;22.0
11.34;21.9;683.0;21.90191660742287;667.638500012797;22.0
11.51;22.0;668.0;22.028542317498644;675.0763713155906;22.0
11.68;22.2;675.0;22.14808100122364;682.2020295095377;22.0
11.85;22.3;696.0;22.263534109848422;689.0362182526587;22.0
12.01;22.4;630.0;22.40676798324887;696.3002302000054;22.0
12.18;22.6;624.0;22.536412366438636;700.2609215731699;22.0
12.35;22.7;630.0;22.644014649367747;703.485304818142;22.0
12.51;22.8;705.0;22.77187685458472;708.4792286483364;22.0
12.68;22.9;693.0;22.882841434367702;713.7391851580408;22.0
12.85;23.1;742.0;22.98703385714309;720.499573256759;22.0
13.01;23.1;695.0;23.126906143775084;728.1511511508029;22.0
13.18;23.3;691.0;23.270044050896775;734.0206723531925;22.0
13.35;23.4;676.0;23.375070121976048;737.5038448115389;22.0
13.51;23.5;708.0;23.496330173756835;742.5107947011858;22.0
13.68;23.7;639.0;23.642318327126983;747.2067145434756;22.0
13.85;23.8;606.0;23.78174137252756;748.3678159765327;22.0
14.01;23.9;677.0;23.888809661240973;749.7231891853826;22.0
14.18;24.0;668.0;24.019683486189958;753.8223637855767;22.0
14.35;24.2;732.0;24.123268756559636;758.3523492048027;22.0
14.51;24.3;709.0;24.24662890417027;764.3076941251221;22.0
14.68;24.3;815.0;24.327667973025846;770.1177383100071;22.0
14.85;24.5;776.0;24.452340870374428;780.0709085538849;22.0
15.01;24.6;755.0;24.593446145242;788.2152233832273;22.0
15.18;24.7;711.0;24.72452564259753;794.1542953548416;22.0
15.35;24.9;726.0;24.851001210432404;799.2871605121859;22.0
15.51;25.1;726.0;24.98247262627044;803.0292684690188;22.0
15.68;25.1;608.0;25.140000691004616;804.5782449757552;22.0
15.85;25.3;655.0;25.27397914538666;805.5117384699618;22.0
16.01;25.3;690.0;25.365447382523392;805.6761056951442;22.0
16.18;25.5;668.0;25.50742529261582;810.0204271317949;22.0
16.35;25.6;723.0;25.617669530499633;812.4769957074452;22.0
16.51;25.7;812.0;25.714256617489735;817.5664923863725;22.0
16.68;25.8;806.0;25.83354584725292;826.3227784028863;22.0
16.85;26.0;808.0;25.960137207493343;835.0621685904645;22.0
17.01;26.2;784.0;26.088189218625093;841.1691107403624;22.0
17.18;26.2;725.0;26.21755344802514;845.5314857314133;22.0
17.35;26.4;753.0;26.33685579518025;849.1142864880759;22.0
17.51;26.5;765.0;26.46187844111606;852.438926827534;22.0
17.68;26.6;748.0;26.594369081777472;856.9234615788002;22.0
17.85;26.7;764.0;26.716158600123197;861.1155777110625;22.0
18.01;26.8;795.0;26.831377686821426;866.2865265472412;22.0
18.18;27.0;776.0;26.96320993694283;871.5027602270219;22.0
18.35;27.1;716.0;27.11213356545884;874.5898245784338;22.0
18.51;27.3;729.0;27.230693803263993;875.1867298587073;22.0
18.68;27.4;704.0;27.35750407449461;876.7070557172012;22.0
18.85;27.5;740.0;27.480614533430852;878.3521404663769;22.0
19.01;27.6;736.0;27.625873060874014;881.0593649421029;22.0
19.18;27.8;809.0;27.721721555263382;883.8249151236846;22.0
19.35;27.8;770.0;27.85492202319615;889.0087792026796;22.0
19.51;28.0;717.0;28.006774625498288;892.6424752142537;22.0
19.68;28.2;722.0;28.129833402966703;892.8462388426456;22.0
19.85;28.3;696.0;28.271909164834305;892.7287612212843;22.0
20.01;28.4;624.0;28.433409437545663;891.7078999844551;22.0
20.18;28.6;643.0;28.56846266001428;888.3005910909865;22.0
20.35;28.7;621.0;28.720603247454005;885.387717980435;22.0
20.51;28.9;645.0;28.85412271914719;882.3711385780085;22.0
20.68;28.9;660.0;28.9612860564547;879.6986932061488;22.0
20.85;29.1;732.0;29.089389180249228;880.2823055649145;22.0
21.01;29.2;760.0;29.198071637167104;881.8242022674139;22.0
21.18;29.3;781.0;29.32447019991543;885.7734896560967;22.0
21.35;29.4;770.0;29.449811967818516;889.7399672249209;22.0
21.51;29.6;896.0;29.53613307721908;895.172883813312;22.0
21.68;29.6;858.0;29.662927969670896;902.998756997687;22.0
21.85;29.8;847.0;29.801277117400335;911.8810826869676;22.0
22.01;30.0;819.0;29.916254429587102;916.9958601808656;22.0
22.18;30.1;768.0;30.057749738130575;919.915572332854;22.0
22.35;30.2;814.0;30.182066277948298;921.7861520356795;22.0
22.51;30.4;747.0;30.337900609704995;925.7915153755308;22.0
22.68;30.5;672.0;30.491915393518727;925.197206980114;22.0
22.85;30.6;701.0;30.618426628525473;923.0350986526227;22.0
23.01;30.8;696.0;30.754072831751973;921.2140195898864;22.0
23.18;30.9;682.0;30.885711341918817;920.5332467454788;22.0
23.35;31.0;684.0;31.021885725411988;919.5164720489664;22.0
23.51;31.2;698.0;31.154582440885836;918.3596560376111;22.0
23.68;31.2;766.0;31.269265267864856;917.190654491007;22.0
23.85;31.4;783.0;31.39360488598112;919.8873030619056;22.0
24.01;31.6;705.0;31.548504717783043;922.9881677237213;22.0
24.18;31.7;699.0;31.68650861022321;922.3728862992598;22.0
24.35;31.8;684.0;31.82669360421704;921.0799465950777;22.0
24.51;32.0;715.0;31.965415640485286;919.036140162994;22.0
24.68;32.1;715.0;32.08961954503024;916.8304568052274;22.0
24.85;32.3;734.0;32.22744244848085;916.2823716022349;22.0
25.01;32.4;707.0;32.35846406916102;914.8959024708594;22.0
25.18;32.5;827.0;32.48817379066125;916.3380986409683;22.0
25.35;32.6;953.0;32.588564233516024;923.7102959548639;22.0
25.51;32.7;1022.0;32.7181216137834;936.6726660661028;22.0
25.68;32.9;1076.0;32.825453667310306;950.9091241359412;22.0
25.85;33.0;1025.0;32.97701761127939;965.8774285386065;22.0
26.01;33.1;998.0;33.11526241312237;977.7076888541114;22.0
26.18;33.2;971.0;33.24730544190873;988.6622527469003;22.0
26.35;33.4;968.0;33.40326443248852;999.0506880268823;22.0
26.52;33.6;939.0;33.5497709734244;1007.5827528267333;22.0
26.68;33.8;818.0;33.69298084741417;1012.1489632503957;22.0
26.85;33.9;652.0;33.88588619867193;1010.5444602712911;22.0
27.02;34.1;534.0;34.04881360351905;1001.8362227079487;22.0
27.18;34.2;421.0;34.219340498913866;987.886791462164;22.0
27.35;34.4;371.0;34.34159461473206;970.0131288848175;22.0
27.52;34.5;312.0;34.49642420814438;950.4947498793159;22.0
27.68;34.6;278.0;34.61662868240971;928.901073984685;22.0
27.85;34.8;230.0;34.758419422874525;906.3723497610141;22.0
28.02;34.9;208.0;34.84768554125953;885.0318019516735;22.0
28.18;34.9;164.0;34.97503781146325;861.0443561553388;22.0
28.35;35.0;170.0;35.06066379572517;836.2586431886162;22.0
28.52;35.2;155.0;35.17131651365986;812.6670469255256;22.0
28.68;35.2;144.0;35.2580814996221;788.800003351811;22.0
28.85;35.4;171.0;35.33022806101595;766.3483854576223;22.0
29.02;35.4;142.0;35.41865959786811;745.1806233307856;22.0
29.18;35.4;141.0;35.483668330010254;725.8625871021632;22.0
29.35;35.6;129.0;35.563189064876255;705.1911276698514;22.0
29.52;35.6;117.0;35.639909500029106;684.3982941912631;22.0
29.68;35.6;158.0;35.667874360475416;664.1082722852283;22.0
29.85;35.7;195.0;35.69130205559226;646.5878699311908;22.0
30.02;35.8;176.0;35.75754341480971;630.9559659127199;22.0
30.18;35.8;146.0;35.83416658881426;614.8603584851261;22.0
30.35;35.8;149.0;35.85732257011232;600.0943309698157;22.0
30.52;35.9;170.0;35.90185394112061;585.5000251620834;22.0
30.68;36.0;160.0;35.94454544935768;571.3869601896795;22.0
30.85;36.0;131.0;36.02334338874796;557.3490666309754;22.0
31.02;36.1;108.0;36.09891394298469;542.1258745199797;22.0
31.18;36.1;90.0;36.13868728311257;526.2147675398164;22.0
31.35;36.1;122.0;36.15069580028757;511.4351869509776;22.0
31.52;36.2;165.0;36.17258814913794;500.263382585307;22.0
31.68;36.2;132.0;36.225437237206826;488.56040164795303;22.0
31.85;36.2;146.0;36.24229482512684;476.6145412289728;22.0
32.02;36.2;177.0;36.24689517466895;466.2272491545663;22.0
32.18;36.3;200.0;36.26143660578832;457.714929871201;22.0
32.35;36.3;179.0;36.30861202633383;449.8877234540787;22.0
32.52;36.3;167.0;36.332593623689675;441.0877434706472;22.0
32.68;36.3;187.0;36.33950174808407;433.5065223820696;22.0
32.85;36.3;212.0;36.34151873790745;426.35970613548506;22.0
33.02;36.4;234.0;36.34154457089883;420.6128557730256;22.0
33.18;36.4;236.0;36.36051494807557;415.83277664666366;22.0
33.35;36.4;197.0;36.4035602054594;411.1801308077492;22.0
33.52;36.5;182.0;36.426817690649024;404.6512451696488;22.0
33.68;36.4;188.0;36.43836869945856;397.81603775428033;22.0
33.85;36.5;188.0;36.47219475951356;392.10341704177085;22.0
34.02;36.5;142.0;36.51155927263547;385.9883713515907;22.0
34.18;36.5;148.0;36.52673029086577;378.04026259807546;22.0
34.35;36.6;133.0;36.56392671313154;370.35126501548245;22.0
34.52;36.7;86.0;36.61901088603003;361.92591782810865;22.0
34.68;36.7;0.0;36.69216034894426;351.0483293130045;22.0
34.85;36.7;1.0;36.7159248070201;337.81215434677887;22.0
35.02;36.7;38.0;36.72271027077171;325.41145603378595;22.0
35.18;36.7;82.0;36.72386768887721;316.31111117060897;22.0
35.35;36.8;47.0;36.75825802639061;308.55075547205695;22.0
35.52;36.9;6.0;36.79998276032984;298.8347127649823;22.0
35.68;36.8;0.0;36.84154365554399;287.8820953245335;22.0
35.85;36.7;123.0;36.79226116188908;276.90068027947365;22.0
36.02;36.7;235.0;36.742922534723824;272.7857103011983;22.0
36.18;36.7;261.0;36.72591132172641;273.4396928984324;22.0
36.35;36.7;248.0;36.72054933828586;275.0088666899767;22.0
36.52;36.7;246.0;36.71855675023686;276.76144698400276;22.0
36.68;36.7;241.0;36.71804453039196;278.2598853084577;22.0
36.85;36.8;224.0;36.75819581618845;279.4699660961594;22.0
37.02;36.7;157.0;36.75004225966393;277.20746224923016;22.0
37.18;36.5;264.0;36.67602647410946;276.7356180506744;22.0
37.35;36.5;364.0;36.59277278290794;282.0581703181532;22.0
37.52;36.5;441.0;36.54741740850036;290.3206466303892;22.0
37.68;36.5;421.0;36.54756869972323;300.5307843500659;22.0
37.85;36.6;338.0;36.59241645441018;308.2478936813824;22.0
38.02;36.7;254.0;36.654095711654286;311.59939722027246;22.0
38.18;36.7;158.0;36.69945075194742;309.77847077266244;22.0
38.35;36.7;141.0;36.714605554608816;305.2310643670176;22.0
38.52;36.8;118.0;36.750254231129276;300.4708187617083;22.0
38.68;36.8;44.0;36.79414175931455;294.03962186853954;22.0
38.85;36.8;75.0;36.78762568606398;284.80570180000365;22.0
39.02;36.8;90.0;36.804254338014836;278.16570590382105;22.0
39.18;36.7;151.0;36.778775989371155;272.32210814137545;22.0
39.35;36.7;248.0;36.737344946160086;270.35458628858163;22.0
39.52;36.7;266.0;36.72375522878551;272.0153097143189;22.0
39.68;36.7;269.0;36.71954950956172;274.0824325915585;22.0
39.85;36.8;210.0;36.75186167886871;275.40808990605746;22.0
40.02;36.8;188.0;36.76503293940002;274.815263959866;22.0
40.18;36.9;106.0;36.809623126448244;272.58765520913107;22.0
40.35;36.9;13.0;36.876496872112284;266.70651943660005;22.0
40.52;36.9;1.0;36.90198570484544;256.69557283589654;22.0
40.68;36.9;3.0;36.90947144500287;246.92686976086276;22.0
40.85;37.0;9.0;36.921162327900305;238.63001581840774;22.0
41.02;37.0;1.0;36.975272291989675;229.9698574210684;22.0
41.19;37.0;0.0;36.9975226078217;221.33186862008702;22.0
41.35;37.0;1.0;37.00417052311552;212.9862695342382;22.0
41.52;37.0;3.0;37.00558922165314;205.02391659035013;22.0
41.69;37.0;6.0;37.005264725157744;197.4068563440071;22.0
41.85;37.1;4.0;37.03930628368324;191.16694919180446;22.0
42.02;37.1;1.0;37.0810417009621;184.30639378782968;22.0
42.19;37.1;1.0;37.094624840959206;177.4792777292401;22.0
42.35;37.1;2.0;37.09858036429772;170.85803088526177;22.0
42.52;37.2;2.0;37.12217105867037;164.65154714713722;22.0
42.69;37.2;0.0;37.16419402901863;158.71332155643807;22.0
42.85;37.2;0.0;37.172145325139475;152.79767785960354;22.0
43.02;37.2;0.0;37.180756791997744;147.67714185669382;22.0
43.19;37.2;2.0;37.16669748956683;142.08340686343465;22.0
43.35;37.2;1.0;37.18530115969853;136.9471672686244;22.0
43.52;37.2;1.0;37.1911338286931;131.9196784325431;22.0
43.69;37.2;1.0;37.19261897417003;127.09330024377266;22.0
43.85;37.2;2.0;37.19263653016068;122.4829037704765;22.0
44.02;37.2;2.0;37.192175303119434;118.1210729267841;22.0
44.19;37.2;0.0;37.19163600034931;114.33547068774683;22.0
44.35;37.2;0.0;37.19100730828827;110.35056840017849;22.0
44.52;37.2;0.0;37.19038754089113;106.56226081887888;22.0
44.69;37.2;4.0;37.18979289939008;103.02055792995024;22.0
44.85;37.2;1.0;37.18923884084213;99.77826105212712;22.0
45.02;37.2;1.0;37.188713121942655;96.55477282207244;22.0
45.19;37.2;3.0;37.188209267501016;93.69365894167376;22.0
45.35;37.2;26.0;37.18779744949252;91.17483413791153;22.0
45.52;37.2;35.0;37.187365352141924;88.74845467433141;22.0
45.69;37.2;42.0;37.186994658038884;86.84079942403753;22.0
45.85;37.2;56.0;37.18671399241204;85.75232259257798;22.0
46.02;37.2;121.0;37.17047916228026;85.7819641034322;22.0
46.19;37.2;89.0;37.1768031275653;86.82374425711517;22.0
46.35;37.2;58.0;37.16597024497456;86.53232664636919;22.0
46.52;37.2;69.0;37.17876955647614;86.98495761457596;22.0
46.69;37.2;59.0;37.183965095005995;86.66397807479876;22.0
46.85;37.2;53.0;37.18568659155865;85.94441296958748;22.0
47.02;37.2;53.0;37.18619047614227;85.06945102510552;22.0
47.19;37.2;57.0;37.18627624364115;84.31299725103129;22.0
47.35;37.2;59.0;37.18623759412063;83.73305700246318;22.0
47.52;37.2;61.0;37.186171522778785;83.29086957076794;22.0
47.69;37.2;57.0;37.186114436730165;82.98847155249217;22.0
47.85;37.2;59.0;37.18605928020258;82.71521880163426;22.0
48.02;37.2;62.0;37.18601711381583;82.53812363881184;22.0
48.19;37.2;62.0;37.18599068153624;82.46297611645565;22.0
48.35;37.2;64.0;37.1859765789132;82.4440926430374;22.0
48.52;37.2;66.0;37.18597355073768;82.49438530835839;22.0
48.69;37.2;69.0;37.18598432235868;82.67512337812362;22.0
48.85;37.2;62.0;37.186016107033794;82.99029795624364;22.0
49.02;37.2;63.0;37.18604442947577;83.09223388979059;22.0
49.19;37.2;12.0;37.21412011357311;83.62815894004045;22.0
49.35;37.2;64.0;37.195614826653575;81.84366944968353;22.0
49.52;37.2;35.0;37.216726694877984;82.56186962584444;22.0
49.69;37.3;11.0;37.231271044782865;81.74912692025951;22.0
49.85;37.3;39.0;37.22431366562618;79.66761349428782;22.0
50.02;37.3;4.0;37.255304094095585;78.57612748671473;22.0
50.19;37.3;0.0;37.273663587424124;76.36307634409292;22.0
50.35;37.3;0.0;37.28086679899459;73.85799969594225;22.0
50.52;37.3;0.0;37.28306915765605;71.36371129746747;22.0
50.69;37.3;0.0;37.29606157475694;68.99456650705582;22.0
50.85;37.3;0.0;37.30695101368387;66.67859657942974;22.0
51.02;37.3;2.0;37.29125366690667;64.29135902035557;22.0
51.19;37.3;2.0;37.28564894334272;62.1188352975436;22.0
51.35;37.3;2.0;37.28364626573188;60.20997402386601;22.0
51.52;37.3;0.0;37.2826195677721;58.061894901540484;22.0
51.69;37.3;1.0;37.28204628996943;55.97931601498127;22.0
51.85;37.3;0.0;37.2816388407328;53.985582425314576;22.0
52.02;37.3;0.0;37.28129523768778;52.059832536648656;22.0
52.19;37.3;0.0;37.280981055450226;50.203137206007774;22.0
52.35;37.2;8.0;37.26141655511307;48.37250153780625;22.0
52.52;37.2;18.0;37.211305405474306;46.859745968612884;22.0
52.69;37.2;29.0;37.1908816259395;45.77410447442108;22.0
52.85;37.2;40.0;37.1837992320183;45.14069277686454;22.0
53.02;37.2;51.0;37.208832245324736;45.05385496252618;22.0
53.19;37.2;59.0;37.23615305171426;45.28257371699914;22.0
53.35;37.2;71.0;37.19930950350105;45.48579219099811;22.0
53.52;37.2;177.0;37.205930308121516;47.36310044942694;22.0
53.69;37.3;312.0;37.204906880733745;54.88178137899518;22.0
53.85;37.3;466.0;37.20873451926618;69.90663932589477;22.0
54.02;37.2;613.0;37.20181212803764;91.69246949165421;22.0
54.19;37.2;756.0;37.19389259825413;120.0889682109414;22.0
54.35;37.3;838.0;37.23584720789367;153.7836234500413;22.0
54.52;37.3;884.0;37.27809320371018;188.86033509304613;22.0
54.69;37.3;954.0;37.31063508410695;225.34773852927313;22.0
54.85;37.4;997.0;37.33982740196137;263.6810569254064;22.0
55.02;37.4;1049.0;37.38773218973357;298.93714062486305;22.0
55.19;37.5;1069.0;37.468560481314476;338.9235173085084;22.0
55.35;37.6;1081.0;37.555960636291346;378.6197043952949;22.0
55.52;37.6;1131.0;37.608206022041905;416.92321834502735;22.0
55.69;37.7;1154.0;37.69144352462193;456.13759343406934;22.0
55.86;37.8;1166.0;37.78579392434617;494.9245530231162;22.0
56.02;38.0;1173.0;37.89800598493575;532.8341611756211;22.0
56.19;38.1;1097.0;38.038870943541575;565.4787258272006;22.0
56.36;38.2;1125.0;38.14019274746578;598.0817870929051;22.0
56.52;38.3;1105.0;38.27730566344302;630.1130337620519;22.0
56.69;38.4;1155.0;38.367879257604464;660.80096794283;22.0
56.86;38.6;1117.0;38.52058017058787;692.1730512969224;22.0
57.02;38.8;1074.0;38.684512522049836;720.5656115559358;22.0
57.19;38.9;1038.0;38.85198404114622;745.8023197024218;22.0
57.36;39.0;1064.0;38.98992007284725;766.1682945195338;22.0
57.52;39.1;1128.0;39.08507593610886;788.5554944924301;22.0
57.69;39.2;1144.0;39.215885377539834;812.881406132205;22.0
57.86;39.5;1146.0;39.38041331764209;837.1689866138163;22.0
58.02;39.6;1131.0;39.531289068495255;859.1704483432586;22.0
58.19;39.7;1097.0;39.708308919816304;880.0259442101305;22.0
58.36;39.9;1143.0;39.854955315024355;899.8844645957314;22.0
58.52;40.1;1155.0;39.98975955245558;917.912048068237;22.0
58.69;40.2;1126.0;40.165160824148046;937.2377985267581;22.0
58.86;40.5;1104.0;40.35044032674284;955.3065905703022;22.0
59.02;40.6;1056.0;40.551054304311506;970.6993012407605;22.0
59.19;40.8;1025.0;40.7207447768918;983.697998389493;22.0
59.36;41.0;1079.0;40.88139288492878;996.3738441057012;22.0
59.52;41.2;1054.0;41.08675875943061;1009.6368176141671;22.0
59.69;41.4;970.0;41.28240097661848;1019.5451678652819;22.0
59.86;41.5;949.0;41.48512321874545;1027.4890820705318;22.0
60.02;41.7;985.0;41.65959143008146;1035.433922288019;22.0
60.19;41.8;1049.0;41.80891362442314;1044.2300846360117;22.0
60.36;42.2;1064.0;41.978162751665565;1055.2646141344446;22.0
60.52;42.3;952.0;42.24182154324286;1065.124552613235;22.0
60.69;42.4;985.0;42.40235459698875;1070.8020139269925;22.0
60.86;42.5;1075.0;42.530143616155385;1079.0965038502275;22.0
61.02;42.7;1163.0;42.63661508013904;1090.2783143524484;22.0
61.19;42.9;1146.0;42.83212697028413;1105.248926004551;22.0
61.36;43.0;1097.0;43.029891674353905;1117.747291060658;22.0
61.52;43.3;1144.0;43.19764430658013;1129.4864955526016;22.0
61.69;43.4;1130.0;43.37766840941474;1141.322369868714;22.0
61.86;43.5;1181.0;43.521624387384634;1153.3498619381103;22.0
62.02;43.7;1180.0;43.701955712622656;1167.4355929005408;22.0
62.19;43.9;1139.0;43.884133345848205;1178.9980942152765;22.0
62.36;44.1;1130.0;44.0689534954903;1189.8887229079962;22.0
62.52;44.3;1182.0;44.222871137896306;1200.4891696217032;22.0
62.69;44.5;1180.0;44.40798170203794;1212.4566460997582;22.0
62.86;44.7;1119.0;44.62171003214239;1223.0090385044732;22.0
63.02;44.8;1092.0;44.82746252491229;1230.7813420715565;22.0
63.19;45.0;1114.0;45.01131827648516;1238.1460915630212;22.0
63.36;45.2;1153.0;45.18569406521033;1245.0935033309127;22.0
63.52;45.4;1165.0;45.38017030753538;1252.81280529207;22.0
63.69;45.7;1147.0;45.57247181983641;1259.7547294478127;22.0
63.86;45.9;1157.0;45.75627562885938;1266.933790509254;22.0
64.02;46.0;1178.0;45.9514190215569;1275.172587519759;22.0
64.19;46.2;1230.0;46.12995057063523;1284.3741009911887;22.0
64.36;46.3;1240.0;46.301259827993235;1294.4000627373155;22.0
64.52;46.5;1238.0;46.45850878754154;1303.4404783269772;22.0
64.69;46.6;1298.0;46.634850301899014;1314.7432220308244;22.0
64.86;46.9;1330.0;46.819418280883944;1328.3380215672767;22.0
65.02;47.0;1310.0;47.0296403931083;1341.4994789068455;22.0
65.19;47.3;1361.0;47.206352710110494;1354.68591324612;22.0
65.36;47.4;1359.0;47.40755956402977;1368.1386223137708;22.0
65.52;47.6;1328.0;47.60524264370868;1380.5251937522016;22.0
65.69;47.8;1274.0;47.767068937943264;1389.8363295336383;22.0
65.86;48.0;1278.0;47.971246106497695;1398.1725380080177;22.0
66.02;48.2;1333.0;48.17240431191785;1407.7589259878314;22.0
66.19;48.4;1373.0;48.35858348503293;1418.849772349386;22.0
66.36;48.6;1359.0;48.58363042953382;1431.4536309648497;22.0
66.52;48.8;1379.0;48.77959425344814;1442.9780891940966;22.0
66.69;49.0;1322.0;48.969964498775006;1453.2371265839133;22.0
66.86;49.2;1345.0;49.151186622093725;1462.217063028064;22.0
67.02;49.4;1214.0;49.34785431702539;1470.0018090630424;22.0
67.19;49.6;1267.0;49.54085375181035;1472.9739182033663;22.0
67.36;49.7;1350.0;49.74846913895497;1479.5599430325717;22.0
67.52;50.1;1376.0;49.986779526759946;1490.2015491044049;22.0
67.69;50.1;1429.0;50.15720107716283;1499.6397428419732;22.0
67.86;50.4;1487.0;50.33397706673793;1512.2730726268496;22.0
68.02;50.5;1404.0;50.53718351253058;1523.77209686517;22.0
68.19;50.8;1349.0;50.71267012960096;1532.2073590098344;22.0
68.36;51.0;1144.0;50.92706026393794;1535.564277489979;22.0
68.52;51.2;983.0;51.13175098920828;1529.7124144427978;22.0
68.69;51.3;840.0;51.343313681851065;1516.4483356929074;22.0
68.86;51.5;743.0;51.511974813793984;1497.9035687629528;22.0
69.02;51.7;657.0;51.6758295704301;1475.5947471140207;22.0
69.19;51.9;547.0;51.87098128757706;1449.2735483946694;22.0
69.36;52.1;481.0;52.03169465029415;1422.5615698175516;22.0
69.52;52.2;379.0;52.23509926608023;1390.1875990460833;22.0
69.69;52.4;360.0;52.36088602846934;1355.4813328001267;22.0
69.86;52.5;339.0;52.48630900347228;1321.7057437197748;22.0
70.02;52.6;341.0;52.61897138464308;1289.0536549003903;22.0
70.19;52.7;323.0;52.722251770239104;1256.3021270691268;22.0
70.36;52.8;322.0;52.835585009663845;1224.6530570198954;22.0
70.52;52.9;273.0;52.93350870932017;1196.1274619899127;22.0
70.69;53.0;307.0;52.99808434526692;1164.8038534270088;22.0
70.86;53.0;316.0;53.08267399811173;1136.0004726167551;22.0
71.03;53.1;370.0;53.136210400175095;1109.313098702513;22.0
71.19;53.1;368.0;53.190165756176796;1084.828833042888;22.0
71.36;53.3;381.0;53.25884126431397;1062.3488628283035;22.0
71.53;53.3;345.0;53.35479811494213;1040.1759823966172;22.0
