Time[min];Temperature[°C];Reference Temperature[°C];Power[W];Power Heater[W];Power Coil[W];Observer state Temperature[°C];Observer state Power[W];Observer state Ambient temperature[°C]
0.02;4.1;25.0;0.0;0.0;0.0;15.0;0.0;22.0
0.19;0.0;25.0;2000.0;0.0;0.0;6.8990229284937215;27.626417085841307;22.0
0.36;0.0;25.0;2000.0;0.0;0.0;2.395764754086372;99.86083768929265;22.0
0.52;0.0;25.0;2000.0;0.0;2000.0;0.8613567681613649;183.83347792735262;22.0
0.69;0.0;25.0;2000.0;0.0;2000.0;0.37286416614980156;261.481783987941;22.0
0.86;0.0;25.0;2000.0;0.0;2000.0;0.18486388996602354;346.3261620414262;22.0
1.02;0.0;25.0;2000.0;0.0;2000.0;0.1297725561182478;428.0678534632496;22.0
1.19;0.0;25.0;2000.0;0.0;2000.0;0.11925939135997528;506.88929528342646;22.0
1.36;0.0;25.0;2000.0;0.0;2000.0;0.12379426820814439;583.639950088621;22.0
1.52;0.0;25.0;2000.0;0.0;2000.0;0.13314940332662387;657.0104808740014;22.0
1.69;0.0;25.0;2000.0;0.0;2000.0;0.14365109830739892;726.3307071748785;22.0
1.86;0.0;25.0;2000.0;0.0;2000.0;0.1534317867616524;787.5318120041746;22.0
2.02;0.0;25.0;2000.0;0.0;2000.0;0.1640415174507059;852.6573398206044;22.0
2.19;0.0;25.0;2000.0;0.0;2000.0;0.17425951838292913;914.9170494153121;22.0
2.36;0.0;25.0;2000.0;0.0;2000.0;0.18422833024612842;975.4991561854795;22.0
