Time[min];Temperature[°C];Power[W]
0.01;NaN;0
0.1;NaN;2000
0.18;NaN;2000
0.26;NaN;2000
0.35;21.7;2000
0.43;21.7;2000
0.51;21.7;0
0.6;21.7;0
0.68;21.7;2000
0.76;21.7;2000
0.85;21.7;2000
0.93;21.7;2000
1.01;21.7;2000
1.1;21.7;2000
1.18;21.7;2000
1.27;21.7;2000
1.35;21.7;2000
1.43;21.7;2000
1.52;21.7;2000
1.6;21.7;2000
1.68;21.7;2000
1.77;21.8;2000
1.85;21.7;2000
1.93;21.8;2000
2.02;21.8;2000
2.1;21.8;2000
2.18;21.8;2000
2.27;21.8;2000
2.35;21.8;2000
2.43;21.8;2000
2.52;21.8;2000
2.6;21.7;2000
2.68;21.8;2000
2.77;21.8;2000
2.85;21.8;2000
2.93;21.8;2000
3.02;21.8;2000
3.1;21.8;2000
3.19;21.8;2000
3.27;21.8;2000
3.35;21.8;0
3.44;21.8;0
3.52;21.8;0
3.6;21.8;0
3.69;21.8;0
3.77;21.8;0
3.85;21.8;0
3.94;21.8;0
4.02;21.8;0
4.1;21.8;0
4.19;21.8;0
4.27;21.8;0
4.35;21.8;0
4.44;21.8;0
4.52;21.8;0
4.6;21.8;0
4.69;21.8;0
4.77;21.7;0
4.86;21.7;0
4.94;21.7;0
5.02;21.7;0
5.11;21.7;0
5.19;21.7;0
5.27;21.7;0
5.36;21.7;0
5.44;21.7;0
5.52;21.8;0
