Time[min];Temperature[°C];Reference Temperature[°C];Power[W];Power Heater[W];Power Coil[W];Observer state Temperature[°C];Observer state Power[W];Observer state Ambient temperature[°C]
0.03;17.0;25.0;0.0;0.0;0.0;15.0;0.0;22.0
0.19;21.7;25.0;2000.0;0.0;0.0;17.85265268704257;47.176634780519805;22.0
0.36;21.7;25.0;2000.0;0.0;0.0;20.447129998706302;149.09676590019492;22.0
0.53;21.8;25.0;2000.0;0.0;2000.0;21.33417041418871;243.20791910946;22.0
0.69;22.0;25.0;1984.0;0.0;2000.0;21.68015102860102;323.5330077280257;22.0
0.86;22.4;25.0;1951.0;47.19999999999928;1936.8000000000004;22.014730359777648;406.9086659591152;22.0
1.03;22.7;25.0;1500.0;47.19999999999928;1936.8000000000004;22.134762029339623;421.02389285257055;22.0
1.19;23.1;25.0;1500.0;1200.0;300.0;22.65542744878354;478.07736833625194;22.0
1.36;23.3;25.0;1500.0;1200.0;300.0;23.093931940437745;533.8183433915012;22.0
1.53;23.4;25.0;0.0;1200.0;300.0;23.27128246167773;575.7059227417335;22.0
