Time[min];Temperature[°C];Power[W];Observer state Temperature[°C];Observer state Power[W];Observer state Ambient temperature[°C]
0.03;17.0;0.0;15.0;0.0;22.0
0.19;17.01325274215742;1500.0;16.213533322763354;75.75086989605093;22.0
0.36;17.040698271524104;1500.0;16.763646389543258;156.20913252769256;22.0
0.53;17.080254675873956;1500.0;16.984114516618558;232.4222376119087;22.0
0.69;17.13173363600244;1500.0;17.096827455177976;304.76386668432633;22.0
0.86;17.194304478991;1500.0;17.18103911286858;374.6096062316471;22.0
1.03;17.267717068847134;1500.0;17.254969161154087;435.1282200767526;22.0
1.19;17.351136655286417;1500.0;17.34115858478003;500.35544052235656;22.0
1.36;17.44359385954475;1500.0;17.435849765956576;562.3865809394788;22.0
1.53;17.545933792976204;1500.0;17.540253911461424;622.4449391402025;22.0
1.69;17.656707373801996;1500.0;17.652022826650146;679.9021596111857;22.0
1.86;17.776927125341285;1500.0;17.772424471189357;735.5297946066804;22.0
2.03;17.90557562429908;1500.0;17.899728957149957;788.4418386217496;22.0
2.19;18.04229221379466;1500.0;18.035931595242356;839.6870502506176;22.0
2.36;18.184986778416423;1500.0;18.179169592770386;888.7277228859751;22.0
2.53;18.33649842813657;1500.0;18.33496711863553;936.5176154550245;22.0
2.69;18.49513348431596;1500.0;18.493818905973022;981.7009035252269;22.0
2.86;18.659594021804928;1500.0;18.661313444304657;1025.9818241339071;22.0
3.03;18.83161675191644;1500.0;18.831597480603534;1067.8496738859703;22.0
3.19;19.009978062698952;1500.0;18.99435781126271;1105.3045591325035;22.0
3.36;19.193289952123234;1500.0;19.175457510777047;1144.2365087425108;22.0
3.53;19.383500413386546;1500.0;19.366003738151715;1182.3972071603193;22.0
3.69;19.579084376073595;1500.0;19.565274280941306;1218.9297682246422;22.0
3.86;19.779940015248464;1500.0;19.77012280890114;1254.29677718566;22.0
4.03;19.98596795386146;1500.0;19.97694847626299;1288.3175857890114;22.0
4.19;20.19687574298022;1500.0;20.187000805025747;1320.681616654101;22.0
4.36;20.412382764509314;1500.0;20.407251572969468;1352.4007690165977;22.0
4.53;20.632315482850156;1500.0;20.631071076440413;1382.574748747911;22.0
4.69;20.855211010665144;1500.0;20.858336974355755;1411.7792985982244;22.0
4.86;21.08359137809932;1500.0;21.083862644824304;1439.3859551266826;22.0
5.03;21.315930481644074;1500.0;21.29499287442393;1463.9264816425336;22.0
5.19;21.550649174033822;1500.0;21.528691017871356;1489.7552605210758;22.0
5.36;21.788960675807786;1500.0;21.767225368708598;1514.7692288258752;22.0
5.53;22.035060840429303;1500.0;22.010397101643925;1538.853462402586;22.0
5.69;22.28140700425551;1500.0;22.266930802280783;1562.2145513136563;22.0
5.86;22.5279513669127;1500.0;22.519558284717693;1584.6620347771636;22.0
6.03;22.78054244451722;1500.0;22.770384204777844;1606.1230005818459;22.0
6.19;23.036047175870614;1500.0;23.025874916511857;1626.9034091745914;22.0
6.36;23.292624114476393;1500.0;23.29075181839618;1646.8258707690557;22.0
6.53;23.553381236395232;1500.0;23.55306539513733;1665.8732021578671;22.0
6.69;23.816656347546168;1500.0;23.790938934677154;1682.4782444276304;22.0
6.86;24.082355765031515;1500.0;24.057626558575492;1700.3915381514519;22.0
7.03;24.348755903592586;1500.0;24.329918444681535;1717.9243378121148;22.0
