Time[min];Temperature[°C];Power[W];Observer state Temperature[°C];Observer state Power[W];Observer state Ambient temperature[°C]
0.01;0.0;1700.0;15.0;0.0;22.0
0.18;17.2;1700.0;14.788802603579374;72.39330488058857;22.0
0.34;17.2;1700.0;16.308689402822807;150.52654603992178;22.0
0.51;17.2;1700.0;16.937695708595488;228.95631335498345;22.0
0.68;17.3;1700.0;17.173721333960977;302.5247045982913;22.0
0.84;17.3;1700.0;17.261667562627252;372.4748541817009;22.0
1.01;17.2;1700.0;17.315686770948147;439.5686465649756;22.0
1.18;17.2;1700.0;17.294653453488063;503.72300824092224;22.0
1.34;17.3;1700.0;17.34137507169851;565.8093173267573;22.0
1.51;17.3;1700.0;17.37920733620626;619.593472412528;22.0
1.68;17.3;1700.0;17.400415293870818;677.0454533476172;22.0
1.84;17.3;1700.0;17.413538877389108;732.2522290487806;22.0
2.01;17.4;1700.0;17.423665386673278;785.3254243446754;22.0
2.18;17.4;1700.0;17.47361743934308;836.6045334234439;22.0
2.34;17.5;1700.0;17.526500206435024;885.8816322304735;22.0
2.51;17.5;1695.0;17.60930498209617;933.3894658986221;22.0
2.68;17.5;1691.0;17.642493758976364;978.6592508319914;22.0
2.84;17.5;1692.0;17.657251560267785;1017.7355717035651;22.0
3.01;17.6;1689.0;17.72018941719894;1059.713033517002;22.0
3.18;17.6;1686.0;17.778266286675102;1099.920677931543;22.0
3.34;17.7;1682.0;17.844549833051417;1138.6229823554233;22.0
3.51;17.8;1679.0;17.9132986883749;1175.4930838776743;22.0
3.68;17.8;1676.0;17.968166144628814;1210.733706334023;22.0
3.84;17.9;1687.0;18.036232120685643;1244.5661815655337;22.0
4.01;18.0;1686.0;18.079988875090482;1273.5856653690155;22.0
4.18;18.1;1684.0;18.166531698147704;1304.851231618497;22.0
4.34;18.1;1682.0;18.265049284234472;1334.842984880991;22.0
4.51;18.2;1681.0;18.343128792538135;1363.3704553002915;22.0
4.68;18.3;1680.0;18.41639168296189;1390.7379815103761;22.0
4.84;18.3;1679.0;18.490573055756457;1416.8985024410565;22.0
5.01;18.4;1677.0;18.575623976365783;1442.0244664652416;22.0
5.18;18.5;1700.0;18.640027582942547;1463.8691236795387;22.0
5.34;18.6;1700.0;18.75854130159472;1487.1519554605811;22.0
5.51;18.7;1700.0;18.831946153716757;1509.181717105166;22.0
5.68;18.8;1700.0;18.95478340203545;1530.586205724589;22.0
5.84;18.9;1635.0;19.058851575913625;1550.8169240134748;22.0
6.01;19.0;1610.0;19.136708309265774;1567.1032880033374;22.0
6.18;19.1;1558.0;19.241834329093454;1581.620178876244;22.0
6.34;19.2;1441.0;19.35430229777462;1592.364722002551;22.0
6.51;19.3;1367.0;19.479958895238017;1600.8420154051164;22.0
