Time[min];Temperature[°C];Reference Temperature[°C];Power[W];Power Heater[W];Power Coil[W];Observer state Temperature[°C];Observer state Power[W];Observer state Ambient temperature[°C]
0.03;17.0;37.0;0.0;0.0;0.0;15.0;0.0;22.0
0.19;31.6;37.0;2000.0;0.0;0.0;24.029631251653964;111.5521764072354;22.0
0.36;31.7;37.0;2000.0;0.0;0.0;29.055491525139967;227.4234351910053;22.0
0.53;31.8;37.0;2000.0;0.0;2000.0;30.81394828867884;302.66650729491187;22.0
0.69;31.8;37.0;2000.0;0.0;2000.0;31.46196242271253;388.82813534663205;22.0
0.86;32.1;37.0;2000.0;0.0;2000.0;31.84014790262634;471.34421347074107;22.0
1.03;32.5;37.0;2000.0;0.0;2000.0;32.150281009444704;542.2549752385828;22.0
1.19;32.8;37.0;2000.0;0.0;2000.0;32.530404940407806;619.7664068597394;22.0
1.36;33.2;37.0;2000.0;0.0;2000.0;32.895496170932425;692.5290153356115;22.0
1.53;33.6;37.0;2000.0;0.0;2000.0;33.251421892623014;762.8886290454799;22.0
1.69;33.9;37.0;2000.0;0.0;2000.0;33.631988472379014;830.6873476405158;22.0
1.86;34.2;37.0;2000.0;0.0;2000.0;33.999889962112505;897.6906450834405;22.0
2.03;34.6;37.0;2000.0;0.0;2000.0;34.35115092236254;960.5633471673071;22.0
2.2;35.0;37.0;2000.0;0.0;2000.0;34.683558263714815;1016.1567706100742;22.0
2.36;35.3;37.0;1500.0;0.0;2000.0;35.0569837844464;1062.6125347269658;22.0
2.53;35.6;37.0;1500.0;1200.0;300.0;35.415369170422494;1095.142593862625;22.0
2.7;35.9;37.0;1500.0;1200.0;300.0;35.73894130053962;1126.2619397827696;22.0
2.86;36.0;37.0;1500.0;1200.0;300.0;35.973135846201686;1155.5916527621932;22.0
3.03;36.0;37.0;1500.0;1200.0;300.0;36.09635017253181;1183.582801915181;22.0
3.2;36.1;37.0;1500.0;1200.0;300.0;36.141048997955366;1209.8096259086228;22.0
3.36;36.1;37.0;0.0;1200.0;300.0;36.22459663659924;1221.1728441775408;22.0
3.53;36.1;37.0;0.0;0.0;0.0;36.25089323382387;1174.0044998730916;22.0
3.7;36.2;37.0;0.0;0.0;0.0;36.2895163714806;1134.220242284374;22.0
3.86;36.2;37.0;0.0;0.0;0.0;36.329621009690946;1091.254401982276;22.0
4.03;36.3;37.0;0.0;0.0;0.0;36.35403113640258;1048.6383834092685;22.0
4.2;36.3;37.0;0.0;0.0;0.0;36.40839175327948;1009.2427619116966;22.0
4.36;36.3;37.0;0.0;0.0;0.0;36.42329983912436;970.9243715102818;22.0
4.53;36.3;37.0;7.0;0.0;0.0;36.424551682536354;934.2459138736339;22.0
4.7;36.3;37.0;27.0;0.0;0.0;36.42126972700006;899.2993832977379;22.0
4.86;36.3;37.0;74.0;21.599999999999998;5.4;36.41666663960112;866.9399326218194;22.0
5.03;36.3;37.0;552.0;21.599999999999998;5.4;36.412098382130665;845.4984703344778;22.0
5.2;36.3;37.10224;932.0;441.59999999999997;110.4;36.40960952751638;846.4978452107152;22.0
5.36;36.3;37.22176;1213.0;441.59999999999997;110.4;36.40979516365299;863.5280090377121;22.0
5.53;36.3;37.342;1410.0;970.4000000000001;242.60000000000002;36.418987140217276;891.629632307559;22.0
5.7;36.3;37.46224;1500.0;970.4000000000001;242.60000000000002;36.43438298320104;922.2801959687;22.0
5.86;36.4;37.58176;1500.0;1200.0;300.0;36.47936498697132;958.1588341121974;22.0
6.03;36.5;37.702;1500.0;1200.0;300.0;36.55370419600122;993.4966672642826;22.0
6.2;36.5;37.82224;1500.0;1200.0;300.0;36.60639987185947;1026.74880026816;22.0
6.36;36.6;37.94248;1500.0;1200.0;300.0;36.65620958040134;1059.0790339926639;22.0
6.53;36.7;38.062;1495.0;1200.0;300.0;36.755626886864874;1090.4633255966123;22.0
