Time[min];Temperature[°C];Power[W]
0.01;NaN;0
0.1;NaN;2000
0.18;NaN;2000
0.26;15.5;2000
0.35;15.5;2000
0.43;15.6;2000
0.51;15.5;2000
0.6;15.5;2000
0.68;15.5;2000
0.76;15.5;2000
0.85;15.5;2000
0.93;15.5;2000
1.01;15.6;2000
1.1;15.6;2000
1.18;15.6;2000
1.26;15.6;2000
1.35;15.6;2000
1.43;15.6;2000
1.51;15.6;2000
1.6;15.6;2000
1.68;15.6;2000
1.76;15.7;2000
1.85;15.7;2000
1.93;15.7;2000
2.01;15.7;2000
2.1;15.7;2000
2.18;15.7;2000
2.26;15.7;2000
2.35;15.7;2000
2.43;15.8;2000
2.51;15.9;2000
2.6;15.9;2000
2.68;15.9;2000
2.76;15.9;2000
2.85;15.9;2000
2.93;15.9;2000
3.01;16.1;2000
3.1;16.1;2000
3.18;16.1;2000
3.26;16.1;2000
3.35;16.1;2000
3.43;16.1;2000
3.51;16.1;2000
3.6;16.1;2000
3.68;16.4;2000
3.76;16.4;2000
3.85;16.4;2000
3.93;16.5;2000
4.01;16.5;2000
4.1;16.5;2000
4.18;16.5;2000
4.26;16.5;2000
4.35;16.5;2000
4.43;16.8;2000
4.51;16.9;2000
4.6;16.9;2000
4.68;16.9;2000
4.76;16.9;2000
4.85;16.9;2000
4.93;16.9;2000
5.01;16.9;2000
5.1;16.9;2000
5.18;17.4;2000
5.26;17.4;2000
5.35;17.4;2000
5.43;17.4;2000
5.51;17.4;2000
5.6;17.4;2000
5.68;17.4;2000
5.76;17.8;2000
5.85;17.9;2000
5.93;18.0;2000
6.01;18.0;2000
6.1;18.0;2000
6.18;18.0;2000
6.26;18.0;2000
6.35;18.0;2000
6.43;18.0;2000
6.51;18.5;2000
6.6;18.6;2000
6.68;18.7;2000
6.76;18.7;2000
6.85;18.7;2000
6.93;18.7;2000
7.01;18.7;2000
7.1;18.7;2000
7.18;19.1;2000
7.26;19.2;2000
7.35;19.3;2000
7.43;19.3;2000
7.52;19.3;2000
7.6;19.3;2000
7.68;19.3;2000
7.77;19.3;2000
7.85;19.3;0
7.93;19.9;0
8.02;20.0;0
8.1;20.0;0
8.18;20.0;0
8.27;20.0;0
8.35;20.0;0
8.43;20.0;0
8.52;20.0;0
8.6;20.6;0
8.68;20.7;0
8.77;20.7;0
8.85;20.7;0
8.93;20.7;0
9.02;20.7;0
9.1;20.7;0
9.18;21.2;0
9.27;21.3;0
9.35;21.3;0
9.43;21.4;0
9.52;21.4;0
9.6;21.4;0
9.68;21.4;0
9.77;21.4;0
9.85;21.4;0
9.93;21.9;0
10.02;21.9;0
10.1;22.0;0
10.18;22.0;0
10.27;22.0;0
10.35;22.0;0
10.43;22.0;0
10.52;22.0;0
10.6;22.0;0
10.68;22.4;0
10.77;22.4;0
10.85;22.4;0
10.93;22.4;0
11.02;22.4;0
11.1;22.4;0
11.18;22.4;0
11.27;22.4;0
11.35;22.8;0
11.43;22.8;0
11.52;22.9;0
11.6;22.9;0
11.68;22.9;0
11.77;22.9;0
11.85;22.9;0
11.93;22.9;0
12.02;23.1;0
12.1;23.2;0
12.18;23.3;0
12.27;23.3;0
12.35;23.3;0
12.43;23.3;0
12.52;23.3;0
12.6;23.3;0
12.68;23.5;0
12.77;23.5;0
12.85;23.5;0
12.93;23.5;0
13.02;23.5;0
13.1;23.5;0
13.18;23.5;0
13.27;23.5;0
13.35;23.5;0
13.43;23.7;0
13.52;23.8;0
13.6;23.8;0
13.68;23.8;0
13.77;23.8;0
13.85;23.8;0
13.93;23.8;0
14.02;23.8;0
14.1;23.8;0
14.18;24.0;0
14.27;24.0;0
14.35;24.0;0
14.43;24.0;0
14.52;24.0;0
14.6;24.0;0
14.68;24.0;0
14.77;24.0;0
14.85;24.2;0
14.93;24.2;0
15.02;24.2;0
15.1;24.2;0
15.18;24.2;0
15.27;24.2;0
15.35;24.2;0
15.43;24.2;0
15.52;24.4;0
15.6;24.4;0
15.68;24.4;0
15.77;24.4;0
15.85;24.4;0
15.93;24.4;0
16.02;24.4;0
16.1;24.5;0
16.18;24.5;0
16.27;24.6;0
16.35;24.6;0
16.43;24.6;0
16.52;24.6;0
16.6;24.6;0
16.69;24.6;0
16.77;24.6;0
16.85;24.7;0
16.94;24.7;0
17.02;24.7;0
17.1;24.7;0
17.19;24.7;0
17.27;24.7;0
17.35;24.7;0
17.44;24.7;0
17.52;24.7;0
17.6;24.7;0
17.69;24.7;0
17.77;24.7;0
17.85;24.7;0
17.94;24.7;0
18.02;24.7;0
18.1;24.7;0
18.19;24.7;0
18.27;24.9;0
18.35;24.9;0
18.44;24.9;0
18.52;24.9;0
18.6;24.9;0
18.69;24.9;0
18.77;24.9;0
18.85;24.9;0
18.94;24.9;0
19.02;24.9;0
19.1;24.9;0
19.19;24.9;0
19.27;24.9;0
19.35;24.9;0
19.44;24.9;0
19.52;24.9;0
19.6;25.0;0
19.69;25.0;0
19.77;25.0;0
19.85;25.0;0
19.94;25.0;0
20.02;25.0;0
20.1;25.0;0
20.19;25.0;0
20.27;25.0;0
20.35;25.1;0
20.44;25.1;0
20.52;25.1;0
20.6;25.1;0
20.69;25.1;0
20.77;25.1;0
20.85;25.1;0
20.94;25.1;0
21.02;25.1;0
21.1;25.1;0
21.19;25.1;0
21.27;25.1;0
21.35;25.1;0
