Time[min];Temperature[°C];Power[W]
0.01;NaN;NaN
0.1;NaN;531.1538461538457
0.18;NaN;533.4615384615381
0.26;21.6;0
0.35;21.6;0
0.43;21.6;0
0.51;21.6;0
0.6;21.6;0
0.68;21.6;0
0.76;21.6;0
0.85;21.6;0
0.93;21.6;0
1.01;21.7;0
1.1;21.7;0
1.18;21.7;0
1.26;21.7;0
1.35;21.7;0
1.43;21.7;0
1.51;21.7;0
1.6;21.7;0
1.68;21.7;0
1.76;21.7;0
1.85;21.7;0
1.93;21.7;0
2.01;21.7;0
2.1;21.7;0
2.18;21.7;0
2.26;21.7;0
2.35;21.7;0
2.43;21.7;0
2.51;21.7;0
2.6;21.7;0
2.68;21.7;0
2.76;21.7;0
2.85;21.7;0
2.93;21.7;0
3.01;21.7;0
3.1;21.6;0
3.18;21.7;0
3.26;21.6;0
3.35;21.6;0
3.43;21.6;0
3.51;21.6;0
3.6;21.6;0
3.68;21.6;0
3.76;21.5;0
3.85;21.6;0
3.93;21.6;0
4.01;21.6;0
4.1;21.6;0
4.18;21.6;0
4.26;21.6;0
4.35;21.6;0
4.43;15.6;0
4.51;15.5;0
4.6;15.5;0
4.68;15.5;0
4.76;15.5;515.0
4.85;15.5;515.0
4.93;15.5;515.0
5.01;15.5;515.0
5.1;15.5;515.0
5.18;15.5;515.0
5.26;15.5;0
5.35;15.5;0
5.43;15.5;0
5.51;15.5;0
5.6;15.5;0
5.68;15.5;0
5.76;15.5;0
5.85;15.5;0
5.93;15.5;0
6.01;15.5;0
6.1;15.5;0
6.18;15.5;0
6.26;15.5;0
6.35;15.5;0
6.43;15.5;0
