Time[min];Temperature[°C];Power[W]
0.01;NaN;NaN
0.1;NaN;NaN
0.18;NaN;NaN
0.26;NaN;NaN
0.35;NaN;NaN
0.43;71.7;466.5384615384606
0.51;71.7;466.5384615384606
0.6;71.7;466.5384615384606
0.68;71.7;466.5384615384606
0.76;71.7;466.5384615384606
0.85;71.7;466.5384615384606
0.93;71.7;466.5384615384606
1.01;71.7;466.5384615384606
1.1;71.7;1111.5384615384614
1.18;71.7;1111.5384615384614
1.26;71.7;1111.5384615384614
1.35;71.7;1111.5384615384614
1.43;71.7;1111.5384615384614
1.52;71.7;1111.5384615384614
1.6;71.7;1111.5384615384614
1.68;71.6;1110.3846153846152
1.77;71.6;1110.3846153846152
1.85;71.6;1110.3846153846152
1.93;71.5;1109.230769230769
2.02;71.5;1109.230769230769
2.1;71.5;1109.230769230769
2.18;71.5;1109.230769230769
2.27;71.5;1109.230769230769
2.35;71.5;1109.230769230769
2.43;71.5;1109.230769230769
2.52;71.3;1106.923076923077
2.6;71.2;1105.7692307692307
2.68;71.2;1105.7692307692307
2.77;71.2;1105.7692307692307
2.85;71.2;1105.7692307692307
2.93;71.2;1105.7692307692307
3.02;71.2;1105.7692307692307
3.1;71.2;1105.7692307692307
3.18;71.2;1105.7692307692307
3.27;71.2;1105.7692307692307
3.35;71.2;1105.7692307692307
3.44;71.2;1105.7692307692307
3.52;71.2;1105.7692307692307
3.6;71.2;1105.7692307692307
3.69;71.2;1105.7692307692307
3.77;71.2;1105.7692307692307
3.85;71.2;1105.7692307692307
3.94;71.2;1105.7692307692307
4.02;71.2;1105.7692307692307
4.1;71.2;1105.7692307692307
4.19;71.2;1105.7692307692307
4.27;71.2;1105.7692307692307
4.35;71.2;1105.7692307692307
4.44;71.2;1105.7692307692307
4.52;71.2;1105.7692307692307
4.6;71.2;1105.7692307692307
4.69;71.2;1105.7692307692307
4.77;71.2;1105.7692307692307
4.85;71.2;1105.7692307692307
4.94;71.2;1105.7692307692307
5.02;71.2;1105.7692307692307
5.11;71.2;1105.7692307692307
5.19;71.2;1105.7692307692307
5.27;71.2;1105.7692307692307
5.36;71.2;1105.7692307692307
5.44;71.2;1105.7692307692307
5.52;71.2;1105.7692307692307
5.61;71.3;1106.923076923077
5.69;71.3;1106.923076923077
5.77;71.3;1106.923076923077
5.86;71.3;1106.923076923077
5.94;71.3;1106.923076923077
6.02;71.3;1106.923076923077
6.11;71.4;1108.076923076923
6.19;71.4;1108.076923076923
6.27;71.4;1108.076923076923
6.36;71.4;1108.076923076923
6.44;71.4;1108.076923076923
6.52;71.4;1108.076923076923
6.61;71.4;1108.076923076923
6.69;71.4;1108.076923076923
6.78;71.4;1108.076923076923
6.86;71.4;1108.076923076923
6.94;71.6;1110.3846153846152
7.03;71.6;1110.3846153846152
7.11;71.6;1110.3846153846152
7.19;71.6;1110.3846153846152
7.28;71.6;1110.3846153846152
7.36;71.6;1110.3846153846152
7.44;71.6;1110.3846153846152
7.53;71.6;1110.3846153846152
7.61;71.7;1111.5384615384614
7.69;71.6;1111.5384615384614
7.78;71.7;1111.5384615384614
7.86;71.7;1111.5384615384614
7.94;71.7;1111.5384615384614
8.03;71.7;1111.5384615384614
8.11;71.7;1111.5384615384614
8.19;71.7;1111.5384615384614
8.28;71.9;1113.8461538461538
8.36;71.9;1113.8461538461538
8.45;71.9;1113.8461538461538
8.53;71.9;1113.8461538461538
8.61;71.9;1113.8461538461538
8.7;71.9;1113.8461538461538
8.78;71.9;1113.8461538461538
8.86;71.9;1113.8461538461538
8.95;71.9;1113.8461538461538
9.03;72.0;1115.0
9.11;72.1;1115.0
9.2;72.1;1999.0
9.28;72.1;1999.0
9.36;72.1;1999.0
9.45;72.1;1999.0
9.53;72.1;1999.0
9.61;72.1;1999.0
9.7;72.1;1999.0
9.78;72.6;1999.0
9.86;72.8;1999.0
9.95;72.9;1999.0
10.03;72.9;1999.0
10.11;72.9;1999.0
10.2;72.9;1999.0
10.28;72.9;1999.0
10.37;72.9;1999.0
10.45;72.9;1999.0
10.53;74.2;1999.0
10.62;74.4;1999.0
10.7;74.6;1999.0
10.78;74.6;1999.0
10.87;74.6;1999.0
10.95;74.6;1999.0
11.03;74.6;1999.0
11.12;74.6;1999.0
11.2;75.5;1999.0
11.28;75.7;1999.0
11.37;75.8;1999.0
11.45;76.0;1999.0
11.53;76.0;1999.0
11.62;76.0;1999.0
11.7;76.0;1999.0
11.78;76.0;1999.0
11.87;76.0;1999.0
11.95;76.0;1999.0
12.04;77.1;708.8461538461555
12.12;77.3;651.1538461538471
12.2;77.3;651.1538461538471
12.29;77.3;651.1538461538471
12.37;77.3;651.1538461538471
12.45;77.3;651.1538461538471
12.54;77.3;651.1538461538471
12.62;77.5;593.4615384615383
12.7;77.6;564.6153846153862
12.79;77.5;593.4615384615383
12.87;77.5;593.4615384615383
12.95;77.5;593.4615384615383
13.04;77.5;593.4615384615383
13.12;77.5;593.4615384615383
13.2;77.5;593.4615384615383
13.29;77.5;593.4615384615383
13.37;77.5;593.4615384615383
13.45;77.4;622.3076923076907
13.54;77.5;593.4615384615383
13.62;77.4;622.3076923076907
13.71;77.4;622.3076923076907
13.79;77.4;622.3076923076907
13.87;77.4;622.3076923076907
13.96;77.4;622.3076923076907
14.04;77.4;622.3076923076907
14.12;77.3;651.1538461538471
14.21;77.4;622.3076923076907
14.29;77.4;622.3076923076907
14.37;77.4;622.3076923076907
14.46;77.4;622.3076923076907
14.54;77.4;622.3076923076907
14.62;77.4;622.3076923076907
14.71;77.4;622.3076923076907
14.79;77.4;622.3076923076907
14.87;77.2;679.9999999999991
14.96;77.2;679.9999999999991
15.04;77.3;679.9999999999991
15.12;77.3;679.9999999999991
15.21;77.3;679.9999999999991
15.29;77.3;679.9999999999991
15.38;77.3;679.9999999999991
15.46;77.3;679.9999999999991
15.54;77.2;679.9999999999991
15.63;77.2;679.9999999999991
15.71;77.1;708.8461538461555
15.79;77.1;708.8461538461555
15.88;77.1;708.8461538461555
15.96;77.1;708.8461538461555
16.04;77.1;708.8461538461555
16.13;77.1;708.8461538461555
16.21;77.1;708.8461538461555
16.29;77.1;708.8461538461555
16.38;77.1;708.8461538461555
16.46;77.1;708.8461538461555
16.54;77.0;708.8461538461555
16.63;77.0;708.8461538461555
16.71;77.0;708.8461538461555
16.79;77.0;708.8461538461555
16.88;77.0;708.8461538461555
16.96;77.0;708.8461538461555
17.04;77.0;737.6923076923076
17.13;77.0;737.6923076923076
17.21;76.9;766.53846153846
17.3;76.9;766.53846153846
17.38;76.9;766.53846153846
17.46;76.9;766.53846153846
17.55;76.9;766.53846153846
17.63;76.9;766.53846153846
17.71;76.9;766.53846153846
17.8;76.9;766.53846153846
17.88;76.9;766.53846153846
17.96;76.9;766.53846153846
18.05;76.9;766.53846153846
18.13;76.9;766.53846153846
18.21;76.9;766.53846153846
18.3;76.9;766.53846153846
18.38;76.9;766.53846153846
18.46;76.8;795.3846153846162
18.55;76.8;795.3846153846162
18.63;76.8;795.3846153846162
18.71;76.8;795.3846153846162
