Time[min];Temperature[°C];Power[W]
0.01;NaN;0
0.1;NaN;1000
0.18;NaN;1000
0.26;NaN;1000
0.35;NaN;1000
0.43;26.6;1000
0.51;26.6;1000
0.6;26.6;1000
0.68;26.6;1000
0.76;26.6;1000
0.85;26.6;1000
0.93;26.6;1000
1.01;26.6;1000
1.1;26.6;1000
1.18;26.6;1000
1.27;26.6;1000
1.35;26.6;1000
1.43;26.6;1000
1.52;26.6;1000
1.6;26.6;1000
1.68;26.6;1000
1.77;26.6;1000
1.85;26.6;1000
1.93;26.6;1000
2.02;26.6;1000
2.1;26.6;1000
2.18;26.6;1000
2.27;26.6;1000
2.35;26.6;1000
2.43;26.6;1000
2.52;26.6;1000
2.6;26.5;1000
