Time[min];Temperature[°C];Reference Temperature[°C];Power[W];Observer state Temperature[°C];Observer state Power[W];Observer state Ambient temperature[°C]
0.03;17.0;20.0;0.0;15.0;0.0;22.0
0.19;17.008494868227217;20.0;915.9289703572178;16.048055275867355;31.223501711894002;22.0
0.36;17.025799416227077;20.0;935.3104641858338;16.698376353084246;77.53888698904042;22.0
0.53;17.051050567714462;20.0;952.8178167139836;16.937648945275154;120.70320906349981;22.0
0.69;17.081688221675208;20.0;967.8910551795266;17.043303008048046;162.5996964462872;22.0
0.86;17.1197135695416;20.0;981.2438956066638;17.101494188492836;199.58122773199864;22.0
1.03;17.162132082197008;20.0;991.7663430761653;17.15520854358588;239.41950460927524;22.0
1.19;17.21335829891483;20.0635;1019.0841140838428;17.208797839437892;278.2311454255395;22.0
1.36;17.267646761216934;20.147;1050.9931586923676;17.26463652390563;316.86742064540243;22.0
1.53;17.331060733229574;20.2305;1082.13505816469;17.327462395264657;355.98813226503086;22.0
1.7;17.396859344536683;20.3135;1110.3887195814307;17.39652923457144;394.8736339635435;22.0
1.86;17.472806456297096;20.397;1138.4271691226922;17.471973002328465;433.6843784510366;22.0
2.03;17.55009054726346;20.48;1163.225506694555;17.545028669363436;468.45734659346675;22.0
2.2;17.637915083231352;20.564;1187.6736391487686;17.629249964863597;506.8783644897586;22.0
2.36;17.726717289159694;20.6475;1209.5420141204786;17.721430053794833;544.944479037546;22.0
2.53;17.82627504918427;20.7305;1230.1416726176085;17.820296783045578;582.6299132329215;22.0
2.7;17.927300790563383;20.814;1248.0478651574479;17.92603156912643;620.0754574028857;22.0
2.86;18.03849291056847;20.897;1265.0267597600787;18.035312755460915;656.747995563676;22.0
3.03;18.14929720307945;20.9805;1279.2333991353828;18.137734425408777;689.4041782459354;22.0
3.2;18.271715866410045;21.0635;1292.3115937038474;18.25822385587253;724.8164837966623;22.0
3.36;18.392751606330602;21.147;1302.8766721256177;18.385918794920624;759.699149235048;22.0
3.53;18.525711943091423;21.231;1312.372721213517;18.518245981158618;793.563512007901;22.0
3.7;18.65651092990539;21.314;1319.2540248436594;18.653968836665328;826.1683136408128;22.0
3.86;18.799734944388263;21.3975;1324.5007516236558;18.79546138548178;858.9470687027525;22.0
4.03;18.939969698922713;21.4805;1327.0929625039457;18.926223606898706;887.064563958797;22.0
4.2;19.09348734763331;21.564;1328.4556708314963;19.07819176103037;917.3066796797286;22.0
4.36;19.243193698359914;21.648;1327.8690372242952;19.23454992321588;946.2652990543227;22.0
4.53;19.404510784122504;21.7305;1325.5209077408072;19.39628796713532;974.3947467545033;22.0
