Time[min];Temperature[°C];Power[W];Observer state Temperature[°C];Observer state Power[W];Observer state Ambient temperature[°C]
0.01;0.0;1700.0;15.0;0.0;22.0
0.18;66.3;1700.0;42.12508460945505;206.48434779226875;22.0
0.34;66.2;1700.0;57.877697951031536;356.5611339851598;22.0
0.51;66.1;1700.0;63.31735129300552;450.5722401522944;22.0
0.68;66.1;1700.0;65.0312304696702;516.5775754713501;22.0
0.84;66.2;1700.0;65.7558370576164;581.4394475414568;22.0
1.01;66.2;1700.0;66.07953175778644;641.8698126405991;22.0
1.18;66.3;1700.0;66.23766211013012;699.1842907219622;22.0
1.34;66.4;1700.0;66.37666682717084;754.1704785966971;22.0
1.51;66.6;1700.0;66.5018527016239;806.9925134296171;22.0
1.68;66.7;1700.0;66.65298671419603;857.9767474374611;22.0
1.84;66.8;1699.0;66.75781452086521;906.7241056178868;22.0
2.01;66.9;1697.0;66.88215353943708;953.6830961239259;22.0
2.18;67.1;1690.0;67.00013623962548;998.7171955640264;22.0
2.34;67.2;1669.0;67.15996759808594;1041.8115064319093;22.0
2.51;67.3;1591.0;67.26279417547521;1080.6382725848007;22.0
2.68;67.4;1425.0;67.3956138841321;1112.6526992168015;22.0
2.84;67.6;1320.0;67.50920843889965;1135.9127605263614;22.0
3.01;67.6;1191.0;67.66881430360513;1152.9447432134962;22.0
3.18;67.8;1125.0;67.78683033224345;1163.653261448451;22.0
3.34;67.8;1103.0;67.85853048310295;1170.6971270848364;22.0
3.51;67.9;1235.0;67.9219240731277;1182.3257102228204;22.0
3.68;67.9;1329.0;67.97754346814244;1198.4388170504112;22.0
3.84;68.0;1420.0;68.04564312540403;1219.4859176442467;22.0
4.01;68.0;1458.0;68.09640081797114;1241.974648015171;22.0
4.18;68.1;1623.0;68.11990482842677;1267.9608312657886;22.0
4.34;68.1;1628.0;68.18624471550697;1298.0525810258944;22.0
4.51;68.1;1654.0;68.21224864002377;1327.5098970164934;22.0
4.68;68.2;1658.0;68.27664729106839;1356.842593573863;22.0
4.84;68.3;1660.0;68.34221176398333;1385.12446081909;22.0
5.01;68.4;1652.0;68.4468479172299;1412.46065542316;22.0
5.18;68.5;1637.0;68.55703207234471;1438.4046219620473;22.0
5.34;68.6;1550.0;68.67305256315285;1460.7895537773359;22.0
5.51;68.8;1505.0;68.81031792416421;1480.096461042219;22.0
5.68;69.0;1276.0;68.99928345032319;1492.0930906904837;22.0
5.84;69.1;1221.0;69.09979057966864;1494.4674128340491;22.0
6.01;69.1;1288.0;69.20016490907635;1498.0685854077437;22.0
6.18;69.2;1399.0;69.27438359594517;1504.8441804629622;22.0
6.34;69.6;1483.0;69.38379211526971;1516.0467777689405;22.0
6.51;70.8;349.0;70.00669118581413;1517.8916431430537;22.0
6.68;71.9;1.0;71.07514845500012;1473.0749080436765;22.0
6.84;71.9;0.0;71.70685640919488;1420.4731885774202;22.0
7.01;72.1;0.0;71.98994379245325;1368.1929701940455;22.0
7.18;72.1;0.0;72.142531697479;1317.2655398794034;22.0
7.34;72.1;0.0;72.1901459612714;1267.61932079106;22.0
7.51;72.1;4.0;72.20147745017155;1219.8325588845075;22.0
7.68;72.1;16.0;72.20055216348945;1174.1317362192697;22.0
7.84;72.1;30.0;72.19562462055971;1130.7611063160077;22.0
8.01;72.1;44.0;72.18955312753579;1089.6918615762902;22.0
8.18;72.1;188.0;72.18331611616104;1051.4906854249627;22.0
8.34;72.0;527.0;72.1778386244576;1026.5764034107085;22.0
8.51;72.1;875.0;72.15277074651874;1018.5935344242129;22.0
8.68;72.0;1190.0;72.11249414824628;1024.4720998177443;22.0
8.84;72.0;1494.0;72.08791623778765;1047.0661729662968;22.0
9.01;72.0;1659.0;72.08245617004627;1080.979947382289;22.0
9.18;72.0;1689.0;72.07418710601239;1119.1119016997843;22.0
9.34;71.9;1693.0;72.06244123186312;1156.741346027255;22.0
9.51;72.1;1696.0;72.08013414006678;1193.3984335652885;22.0
9.68;72.1;1695.0;72.16042481877436;1229.0009220756408;22.0
9.84;72.3;1695.0;72.2329112844862;1263.1125637965486;22.0
10.01;72.4;1688.0;72.36810745712845;1296.0425897184152;22.0
10.18;72.5;1686.0;72.47258854878697;1327.1433216438447;22.0
10.34;72.6;1556.0;72.62805507865816;1356.6210941724057;22.0
10.51;72.8;1466.0;72.76098592607656;1379.131200713945;22.0
10.68;72.9;1315.0;72.90564486087628;1394.813630106228;22.0
10.84;73.0;1261.0;73.02892817692614;1404.505423269947;22.0
11.01;73.0;1369.0;73.09649613519402;1411.9270419772554;22.0
11.18;73.1;1478.0;73.16210329018453;1425.7342326263222;22.0
11.34;73.2;1454.0;73.26767240025193;1441.6481933908092;22.0
11.51;73.2;1571.0;73.31112120684955;1455.36735591769;22.0
11.68;73.3;1696.0;73.33062694811699;1475.368570591078;22.0
11.84;73.3;1699.0;73.39059658263717;1498.8042466630786;22.0
12.01;73.4;1699.0;73.47516357682072;1521.6944876845018;22.0
12.18;73.5;1699.0;73.55957889895943;1543.6985556173738;22.0
12.34;73.7;1659.0;73.6890084094889;1564.3615701627973;22.0
12.51;73.9;1629.0;73.80928516543032;1582.448430710164;22.0
12.68;74.0;1483.0;73.97305650026453;1596.7649101019929;22.0
12.85;74.1;1443.0;74.09611193938451;1605.7142575609266;22.0
13.01;74.2;1335.0;74.24589130790942;1612.2898809898256;22.0
13.18;74.3;1438.0;74.33238046545895;1615.0309634988357;22.0
13.35;74.4;1492.0;74.4280641709893;1621.2408651990982;22.0
13.51;74.4;1581.0;74.502815072584;1630.6472306147227;22.0
13.68;74.4;1654.0;74.56329842443193;1643.448151274267;22.0
13.85;74.5;1692.0;74.59759857136704;1658.6094911530874;22.0
14.01;74.6;1690.0;74.70680469952606;1674.7957844930277;22.0
14.18;74.7;1624.0;74.74738804124196;1688.6705050237904;22.0
14.35;74.8;1624.0;74.87796747417819;1704.1787682561703;22.0
14.51;74.9;1624.0;74.96190380765559;1718.7369006014258;22.0
14.68;75.1;1614.0;75.09588824642134;1732.9847464084105;22.0
14.85;75.2;1599.0;75.2476974655517;1746.3021490549777;22.0
15.01;75.3;1564.0;75.37062033741859;1757.1365580365316;22.0
15.18;75.5;1556.0;75.48215353212086;1766.4320119485492;22.0
15.35;75.6;1465.0;75.64945178023012;1773.5763232229954;22.0
15.51;75.7;1355.0;75.79093563298981;1775.000663878266;22.0
15.68;75.8;1436.0;75.87922761472193;1775.516558887342;22.0
15.85;75.9;1497.0;75.9590134949302;1779.8135575289907;22.0
16.01;76.3;1545.0;76.10623491559289;1787.5250644644934;22.0
16.18;77.1;797.0;76.68242721849975;1782.2981021798696;22.0
16.35;77.7;54.0;77.31334871334391;1728.553109947172;22.0
16.51;77.8;25.0;77.70437545142596;1666.0264938974665;22.0
16.68;77.9;31.0;77.90576281675294;1604.6563848845108;22.0
16.85;77.9;48.0;77.99984755133129;1545.3576907575916;22.0
17.01;78.0;60.0;78.05242183726014;1494.1888841942964;22.0
17.18;78.0;135.0;78.10473532814613;1440.6529724427573;22.0
17.35;78.0;549.0;78.1088201830917;1400.6880710520786;22.0
17.51;78.0;1002.0;78.11636132005658;1383.9079888662588;22.0
17.68;78.0;1379.0;78.11185053357235;1387.2560978213955;22.0
17.85;78.1;1572.0;78.12807689118353;1405.3142745251034;22.0
18.01;78.1;1644.0;78.19137881019516;1429.8773651344875;22.0
18.18;78.1;1668.0;78.19373664495546;1454.8691696245548;22.0
18.35;78.1;1674.0;78.21918490894255;1479.6558475610266;22.0
18.51;78.2;1682.0;78.24959629000467;1503.74189602166;22.0
18.68;78.3;1679.0;78.35015209865026;1527.4578997615858;22.0
18.85;78.4;1668.0;78.45179352413967;1550.0190367098044;22.0
19.01;78.6;1664.0;78.58834102588109;1571.5185051156875;22.0
19.18;78.6;1662.0;78.694031064387;1592.069192010598;22.0
19.35;78.8;1657.0;78.82878827643714;1611.9179140166466;22.0
19.51;78.9;1652.0;78.9391162802854;1630.641757894851;22.0
19.68;79.0;1597.0;79.06952213171384;1647.3256788959457;22.0
19.85;79.1;1631.0;79.14458983913471;1660.442730086796;22.0
20.01;79.2;1596.0;79.26881203482108;1675.197797611332;22.0
20.18;79.3;1595.0;79.36117815717158;1688.0502470815766;22.0
20.35;79.4;1636.0;79.4453661136757;1701.0514266569542;22.0
20.51;79.5;1638.0;79.52584525444756;1714.4299124541624;22.0
20.68;79.5;1645.0;79.62036130401545;1727.7637507738243;22.0
20.85;79.6;1656.0;79.70232087527253;1740.914464334482;22.0
21.01;79.7;1657.0;79.80177166099928;1754.1584265263366;22.0
21.18;79.9;1663.0;79.88362946557837;1766.8916920395754;22.0
21.35;79.9;1658.0;80.00677750686114;1779.3964904581476;22.0
21.51;80.0;1661.0;80.09992220183113;1791.182350856203;22.0
21.68;80.2;1654.0;80.241931638892;1802.7821715355658;22.0
21.85;80.3;1650.0;80.34420749473425;1813.2288385139898;22.0
22.01;80.4;1615.0;80.48825564910663;1823.3160299733493;22.0
22.18;80.5;1640.0;80.57906112654544;1831.632193651647;22.0
22.35;80.6;1601.0;80.7109155825566;1840.0040794214194;22.0
22.51;80.7;1653.0;80.78038744754859;1847.503913332497;22.0
22.68;80.8;1655.0;80.89945004958709;1855.3982209076253;22.0
22.85;80.9;1678.0;80.96874821972358;1863.3251828513148;22.0
23.01;81.0;1679.0;81.07600807265773;1871.968368883024;22.0
23.18;81.1;1670.0;81.20918937595629;1880.3126747401845;22.0
23.35;81.3;1671.0;81.36242128588087;1888.089979571954;22.0
23.51;81.4;1655.0;81.4586576554946;1894.2274431140468;22.0
23.68;81.5;1667.0;81.58908171360358;1901.1572999462276;22.0
23.85;81.6;1668.0;81.65888791389393;1907.6851527454482;22.0
24.01;81.7;1678.0;81.79014989685128;1914.454937835682;22.0
24.18;81.8;1679.0;81.87049766910948;1920.8897426014632;22.0
