Time[min];Temperature[°C];Power[W]
0.01;0.0;0.0
0.18;96.7;2000.0
0.35;96.6;2000.0
0.51;96.5;2000.0
0.68;96.5;2000.0
0.85;96.6;2000.0
1.01;96.8;2000.0
1.18;96.9;2000.0
1.35;97.0;1868.4615384615342
1.51;97.1;1719.6153846153888
1.68;97.1;1719.6153846153888
1.85;97.2;1570.7692307692223
2.01;97.2;1570.7692307692223
2.18;97.0;1868.4615384615342
2.35;97.1;1719.6153846153888
2.51;96.9;2000.0
2.68;96.8;2000.0
2.85;96.8;2000.0
3.01;96.9;2000.0
3.18;97.0;1868.4615384615342
3.35;97.2;1570.7692307692223
3.51;97.2;1570.7692307692223
3.68;97.2;1570.7692307692223
3.85;97.0;1868.4615384615342
4.02;96.9;2000.0
4.18;96.7;2000.0
4.35;96.8;2000.0
4.52;97.0;1868.4615384615342
4.68;97.2;1570.7692307692223
4.85;97.2;1570.7692307692223
5.02;97.2;1570.7692307692223
5.18;97.0;1868.4615384615342
5.35;97.0;1868.4615384615342
