Time[min];Temperature[°C];Power[W]
0.01;NaN;NaN
0.1;NaN;NaN
0.18;NaN;NaN
0.26;NaN;NaN
0.35;NaN;NaN
0.43;77.0;1937.6923076923076
0.51;77.0;1937.6923076923076
0.6;77.0;1937.6923076923076
0.68;77.0;1937.6923076923076
0.76;77.0;1937.6923076923076
0.85;77.0;1937.6923076923076
0.93;77.0;1937.6923076923076
1.01;77.0;1937.6923076923076
1.1;77.6;1044.615384615393
1.18;77.7;895.7692307692264
1.26;77.7;746.9230769230812
1.35;77.7;746.9230769230812
1.43;77.7;746.9230769230812
1.51;77.7;746.9230769230812
1.6;77.7;746.9230769230812
1.68;77.8;746.9230769230812
1.77;77.8;746.9230769230812
1.85;77.8;746.9230769230812
1.93;77.7;895.7692307692264
2.02;77.7;895.7692307692264
2.1;77.7;895.7692307692264
2.18;77.7;895.7692307692264
2.27;77.7;895.7692307692264
2.35;77.7;895.7692307692264
2.43;77.7;895.7692307692264
2.52;77.7;895.7692307692264
2.6;77.7;895.7692307692264
2.68;77.7;895.7692307692264
2.77;77.7;895.7692307692264
2.85;77.7;895.7692307692264
2.93;77.7;895.7692307692264
3.02;77.7;895.7692307692264
3.1;77.7;895.7692307692264
3.18;77.7;895.7692307692264
3.27;77.7;895.7692307692264
3.35;77.7;895.7692307692264
3.44;77.7;895.7692307692264
3.52;77.7;895.7692307692264
3.6;77.7;895.7692307692264
3.69;77.7;895.7692307692264
3.77;77.7;895.7692307692264
3.85;77.7;895.7692307692264
3.94;77.7;895.7692307692264
4.02;77.7;895.7692307692264
4.1;77.7;895.7692307692264
4.19;77.7;895.7692307692264
4.27;77.7;895.7692307692264
4.35;77.7;895.7692307692264
