Time[min];Temperature[°C];Reference Temperature[°C];Power[W];Observer state Temperature[°C];Observer state Power[W];Observer state Ambient temperature[°C]
0.03;17.0;20.0;0.0;15.0;0.0;22.0
0.19;17.118348567117213;20.0;885.5978301564156;16.124859376603;65.36831272035955;22.0
0.36;17.266045417851835;20.0;864.706010059087;16.843139432947023;147.50512954507906;22.0
0.53;17.410142452293005;20.0;843.2871865463568;17.190037385970072;223.79725621058728;22.0
0.69;17.551441786264377;20.0;822.2835889530866;17.412731999075415;297.43222077923207;22.0
0.86;17.687462144951322;20.0;800.9603510001044;17.58846114531469;368.4171565843514;22.0
1.03;17.82069625582257;20.0;779.716960732045;17.746399208515886;435.4071972131016;22.0
1.19;17.951557816555244;20.068;777.7825927484788;17.89415701206831;500.18145713408484;22.0
1.36;18.081072475460623;20.151;780.7243939161474;18.02414652177771;556.9990558042006;22.0
1.53;18.212395102888713;20.234;783.4722970665607;18.164776573333363;617.1003040676898;22.0
1.69;18.343879907173285;20.3175;785.7701348666725;18.306451159202915;675.2480599607345;22.0
1.86;18.47546054973623;20.401;787.8745281403386;18.444735883225384;730.1848244829857;22.0
2.03;18.606278156466537;20.4845;789.0870080458272;18.589596758062093;783.8514953599187;22.0
2.19;18.737849502888164;20.5675;790.1545336550082;18.731481289957408;835.3046955487852;22.0
2.36;18.86932391627975;20.651;791.0859143611443;18.87054635113344;883.8069198959195;22.0
2.53;18.9998560958845;20.7345;791.188780370967;19.00923216753539;930.0795748332947;22.0
2.69;19.131750735908255;20.818;791.1936809736321;19.149160811994427;974.2169411629001;22.0
2.86;19.261816407238033;20.901;790.8814220528158;19.29005471444803;1016.3245269786994;22.0
3.03;19.392359210163203;20.9845;790.5006138365271;19.427966204296695;1055.0189630627974;22.0
3.19;19.521766378474187;21.068;789.3712026825175;19.551464003016783;1081.0384408390357;22.0
3.36;19.65155776307885;21.151;788.2023632154282;19.68432190142998;1099.6801229022676;22.0
3.53;19.780909959492146;21.2345;787.0124656843321;19.817926444384103;1110.2020179484803;22.0
3.69;19.909784719686716;21.318;785.3508112665663;19.9483866803612;1113.7141090516914;22.0
3.86;20.03737736074285;21.4015;783.2471797377493;20.0821274666415;1111.687641206877;22.0
4.03;20.16519571667365;21.485;781.1552833986225;20.21132977475692;1105.1110226046549;22.0
4.19;20.292436626369643;21.568;778.8684054295749;20.338608537868872;1094.8772070237044;22.0
4.36;20.419071277270813;21.6515;776.6276962303559;20.463644958422073;1081.8685144442193;22.0
4.53;20.544318639819185;21.735;773.7802761780036;20.58781432033999;1066.6279818509736;22.0
4.69;20.670420933731346;21.818;770.9714114569896;20.71132845917222;1049.5813852823508;22.0
4.86;20.7950852461092;21.901;768.260450115587;20.83694197346895;1031.0953522659258;22.0
5.03;20.91830717292228;21.985500000000002;764.9895187224466;20.959616334266556;1011.4830377760093;22.0
5.19;21.0408191860501;22.0685;761.6030115746324;21.069163032029184;992.8127135385556;22.0
5.36;21.164068584067895;22.151;758.7313725906288;21.18882372498381;971.5330934215525;22.0
5.53;21.285829645997733;22.2345;755.3390353818205;21.30907685689677;949.4826999952168;22.0
5.69;21.40680153645912;22.3185;751.6448076899645;21.430946276824017;927.1571494790327;22.0
5.86;21.52698892878435;22.4015;747.9204363587278;21.54850117837085;904.7161824877047;22.0
6.03;21.645663821620907;22.485;744.3043314986443;21.6649580438353;881.9250290921116;22.0
6.19;21.764263958833695;22.5685;740.4386488954012;21.781237383386664;858.8795350869683;22.0
6.36;21.880659791472926;22.652;737.138131939522;21.89589034604614;835.9157176126588;22.0
6.53;21.99771186197275;22.735500000000002;733.3653486609869;22.01030717672357;812.8131402232833;22.0
6.69;22.11464706010355;22.818;729.7446540852903;22.115056264596507;792.0339959015702;22.0
6.86;22.229377087921815;22.9015;725.7271914810434;22.228798066299294;768.755504121226;22.0
7.03;22.343985369156744;22.985;721.8770033785315;22.34070749159348;745.6870009843221;22.0
7.19;22.4577758126749;23.068;718.2198935828679;22.454175396465605;722.8443212982407;22.0
7.36;22.570073022163545;23.1515;714.1732895105076;22.566272983236328;699.7056137469563;22.0
7.53;22.682234503859068;23.235;710.3095668061936;22.67529846164873;676.9197742582413;22.0
7.69;22.793581995530655;23.318;706.6538348626756;22.783970935585153;654.1090210094515;22.0
7.86;22.90345768103411;23.4015;702.6355594172705;22.89472291383872;631.5429372708295;22.0
8.03;23.0131926350657;23.485;698.813320591626;22.99238377909258;611.1116753337308;22.0
8.19;23.122124445992014;23.5685;695.015936551098;23.097920955948013;588.7528301790576;22.0
8.36;23.230261864011155;23.6515;691.442133086938;23.203094356978124;566.8144049849;22.0
8.53;23.3363274087378;23.735500000000002;687.5592169673405;23.306951806291654;545.8292287642792;22.0
8.69;23.443538561871495;23.8185;683.8418526634223;23.410811572335408;525.5193766862582;22.0
8.86;23.54933488605125;23.902;680.1896100231519;23.51899773638824;505.5378209242018;22.0
9.03;23.654365456526097;23.985500000000002;676.5840907578627;23.621556994252646;486.8740547402752;22.0
9.19;23.758639373536166;24.0685;673.2160871465713;23.723434754897465;468.807317343426;22.0
9.36;23.861547097977976;24.152;669.5485248932284;23.82527465735983;451.32622674270596;22.0
9.53;23.963143780141497;24.235500000000002;666.4696124022337;23.925990765604602;434.6123316408613;22.0
9.69;24.065261801670676;24.3185;663.0774914613089;24.018228072983;420.0466364446184;22.0
9.86;24.166663371544832;24.402;659.7676722062711;24.11804363687046;404.5238036285563;22.0
10.03;24.266758908350656;24.485500000000002;656.5026674905234;24.216771825449918;389.58894860249006;22.0
10.19;24.367358025134706;24.5685;652.9655777375157;24.31496702533863;375.2223409072007;22.0
10.36;24.466639384456748;24.6515;650.0219500710826;24.41316459200997;361.40498367258823;22.0
10.53;24.564663074575122;24.735;646.8114798688529;24.513809971448662;347.96660900788567;22.0
10.69;24.66321026186942;24.8185;643.9918893929973;24.611102920222425;335.1866960398188;22.0
10.86;24.75994451004864;24.902;640.9306433211619;24.707737578334072;322.74271107076936;22.0
11.03;24.856635741657897;24.985500000000002;638.103492976361;24.795971950630204;311.96147269680785;22.0
11.2;24.951411669627866;25.0;615.8231577560531;24.891992859105002;300.4824547566054;22.0
11.36;25.04173589537903;25.0;588.7060009891713;24.98494170752864;289.4298536703518;22.0
11.53;25.127136284306577;25.0;562.4835130333352;25.072876854647376;278.842194114146;22.0
11.7;25.20874444241112;25.0;536.409693977135;25.15862004243334;268.6487025336284;22.0
11.86;25.286136358015796;25.0;511.07941630879606;25.239671753967187;258.8218744784996;22.0
12.03;25.35898532397524;25.0;486.46883968406183;25.31652294160464;249.17725183062652;22.0
12.2;25.42827369013985;25.0;462.49194810415685;25.38824448876752;239.99363078417014;22.0
12.36;25.493275287578694;25.0;438.9789076629738;25.45150681002458;231.97612973546492;22.0
12.53;25.55487909086781;25.0;416.1318012844244;25.51602830150196;223.52192106861;22.0
12.7;25.613126179207704;25.0;393.708997083526;25.577008691295987;215.3218871496875;22.0
12.86;25.667420589705984;25.0;372.12712336046906;25.633950542911926;207.41549196047376;22.0
13.03;25.715573001711686;25.0;351.08947742981377;25.68891206590556;199.61717081895156;22.0
13.2;25.763167841493793;25.0;330.6258919670529;25.738795525999507;192.36525362508968;22.0
13.36;25.8074715255676;25.0;310.76655534180577;25.786194128243604;185.16124896043155;22.0
13.53;25.84834804935064;25.0;291.57954663090567;25.829176635128157;178.33918617579891;22.0
13.7;25.88639096160526;25.0;272.95719623255764;25.868819327534663;171.76143291172653;22.0
13.86;25.921444457603805;25.0;254.88471387190444;25.903144822955237;166.01939793754295;22.0
14.03;25.95360763158843;25.0;237.39931739938268;25.93823191165163;159.74261192323956;22.0
14.2;25.982810754129655;25.0;220.54563024419116;25.969461565957598;153.83424154879566;22.0
14.36;26.009502170860245;25.0;204.26251554343412;25.99877010429913;148.10802037385864;22.0
14.53;26.03359339864612;25.0;188.4988597741749;26.024735098324047;142.61832844151587;22.0
14.7;26.05505740109108;25.0;173.3859071815271;26.047967846885822;137.32493869946677;22.0
14.86;26.074244543502274;25.0;158.73462798397992;26.068627595602578;132.25161367584676;22.0
15.03;26.0911108595996;25.0;144.6295309856283;26.087092532789406;127.3015274203632;22.0
15.2;26.10574580066771;25.0;131.06286508825653;26.101636662443372;123.0302139886518;22.0
15.36;26.118169526679367;25.0;118.04683686863056;26.115698025724573;118.46730028361198;22.0
15.53;26.12861992207055;25.0;105.52746246701525;26.12797353513949;114.04258727596586;22.0
15.7;26.137100991018347;25.0;93.57723496670087;26.13811620949381;109.70066436455629;22.0
15.86;26.143696957651166;25.0;82.01639206661315;26.145958058152004;105.6132420208125;22.0
16.03;26.148490433780637;25.0;71.06351612272199;26.152086591060243;101.6024625668244;22.0
16.2;26.151562350777567;25.0;60.537467351156565;26.15638625395283;97.7825257911031;22.0
