Time[min];Temperature[°C];Reference Temperature[°C];Power[W];Power Heater[W];Power Coil[W];Observer state Temperature[°C];Observer state Power[W];Observer state Ambient temperature[°C]
0.02;10.0;25.0;0.0;0.0;0.0;15.0;0.0;22.0
0.19;10.0;25.0;2000.0;0.0;0.0;12.075295613823736;62.69982383918303;22.0
0.36;10.0;25.0;2000.0;0.0;2000.0;10.736283608199853;149.14238024475702;22.0
0.52;10.4;25.0;2000.0;0.0;2000.0;10.423716465684638;236.76850353702258;22.0
0.69;10.7;25.0;2000.0;0.0;2000.0;10.523484060390876;315.54413705054463;22.0
0.86;11.0;25.0;2000.0;0.0;2000.0;10.788741883787516;400.6183840910708;22.0
1.02;11.4;25.0;2000.0;0.0;2000.0;11.103922502852786;481.7246442784067;22.0
1.19;11.7;25.0;2000.0;0.0;2000.0;11.436041662340017;560.2684931923903;22.0
1.36;12.0;25.0;2000.0;0.0;2000.0;11.78123547134263;635.8636563635462;22.0
1.52;12.3;25.0;2000.0;0.0;2000.0;12.127364793377186;708.977238360082;22.0
1.69;12.7;25.0;2000.0;0.0;2000.0;12.46518071966701;778.4372439355318;22.0
1.86;13.0;25.0;2000.0;0.0;2000.0;12.812058309078923;845.6747501403061;22.0
